"Step","model_type: resnet - Train/Accuracies","model_type: resnet - Train/Accuracies__MIN","model_type: resnet - Train/Accuracies__MAX"
"12050","0.9586328124999999","0.955234375","0.96234375"
"12100","0.95841796875","0.953125","0.963515625"
"12150","0.9578320312499999","0.9541015625","0.963125"
"12200","0.957587890625","0.9526171875","0.962265625"
"12250","0.957919921875","0.9528125","0.96390625"
"12300","0.959267578125","0.9548828125","0.9633203125"
"12350","0.9578613281249999","0.9538671875","0.961953125"
"12400","0.96044921875","0.956640625","0.964140625"
"12450","0.9593359375","0.954921875","0.964140625"
"12500","0.9583984374999999","0.952421875","0.965"
"12550","0.9601171875000001","0.95390625","0.96546875"
"12600","0.95775390625","0.9544921875","0.96296875"
"12650","0.958466796875","0.9535546875","0.9644921875"
"12700","0.95830078125","0.952421875","0.96484375"
"12750","0.9590624999999999","0.955078125","0.96390625"
"12800","0.9608398437499999","0.9547265625","0.9658203125"
"12850","0.9607421875000001","0.9578125","0.9644921875"
"12900","0.96068359375","0.9569140625","0.9646484375"
"12950","0.957783203125","0.953515625","0.96265625"
"13000","0.961083984375","0.9573828125","0.9655859375"
"13050","0.964208984375","0.9611328125","0.967421875"
"13100","0.9608789062499999","0.9566015625","0.965625"
"13150","0.960068359375","0.9550390625","0.964375"
"13200","0.9596093750000001","0.9545703125","0.965703125"
"13250","0.96140625","0.956875","0.967578125"
"13300","0.961552734375","0.9570703125","0.9660546875"
"13350","0.95990234375","0.9557421875","0.96359375"
"13400","0.959423828125","0.954609375","0.964140625"
"13450","0.9595312500000001","0.955390625","0.963671875"
"13500","0.9621777343750001","0.9591796875","0.9654296875"
"13550","0.9622167968750001","0.9579296875","0.9672265625"
"13600","0.9604296874999999","0.954609375","0.966953125"
"13650","0.9610546874999999","0.95578125","0.9673046875"
"13700","0.963466796875","0.95734375","0.9690625"
"13750","0.962490234375","0.957890625","0.9659765625"
"13800","0.9600097656250001","0.9562890625","0.9633984375"
"13850","0.9626660156250001","0.9582421875","0.966953125"
"13900","0.9625","0.9578515625","0.96703125"
"13950","0.9612304687500001","0.9566796875","0.96546875"
"14000","0.960615234375","0.95546875","0.964765625"
"14050","0.9615234374999999","0.9578125","0.9662109375"
"14100","0.962646484375","0.9583203125","0.9671484375"
"14150","0.961484375","0.9570703125","0.9648828125"
"14200","0.9609570312500001","0.9572265625","0.9644140625"
"14250","0.960966796875","0.9575390625","0.964609375"
"14300","0.9631640625000001","0.9588671875","0.9672265625"
"14350","0.963720703125","0.959765625","0.968046875"
"14400","0.9636914062499999","0.9597265625","0.967734375"
"14450","0.959775390625","0.95625","0.9628125"
"14500","0.96427734375","0.959296875","0.969140625"
"14550","0.9640527343749999","0.9608984375","0.9674609375"
"14600","0.96328125","0.9591796875","0.9671484375"
"14650","0.96404296875","0.96015625","0.9678515625"
"14700","0.960361328125","0.955","0.964609375"
"14750","0.9622460937499999","0.9580859375","0.9660546875"
"14800","0.96431640625","0.95953125","0.969140625"
"14850","0.9652734374999999","0.9606640625","0.969453125"
"14900","0.961689453125","0.9580859375","0.965234375"
"14950","0.962646484375","0.9587890625","0.966328125"
"15000","0.9641015625","0.9596484375","0.9672265625"
"15050","0.9630078125","0.958125","0.9688671875"
"15100","0.96333984375","0.95890625","0.9672265625"
"15150","0.9632421875","0.9580859375","0.9678515625"
"15200","0.96333984375","0.958203125","0.968046875"
"15250","0.9650390625","0.9608984375","0.9687109375"
"15300","0.962998046875","0.957421875","0.969296875"
"15350","0.964111328125","0.9598046875","0.9678125"
"15400","0.963125","0.958515625","0.9672265625"
"15450","0.965966796875","0.9622265625","0.969921875"
"15500","0.96224609375","0.95734375","0.96640625"
"15550","0.9666406249999999","0.9625","0.9705859375"
"15600","0.963916015625","0.9593359375","0.96796875"
"15650","0.9657910156249999","0.9624609375","0.9691796875"
"15700","0.965361328125","0.96203125","0.9691796875"
"15750","0.964873046875","0.9610546875","0.9680859375"
"15800","0.9647656250000001","0.9604296875","0.9688671875"
"15850","0.965380859375","0.961015625","0.9701953125"
"15900","0.964609375","0.9605859375","0.968359375"
"15950","0.96677734375","0.9623046875","0.9705859375"
"16000","0.964130859375","0.9598828125","0.968359375"
"16050","0.965390625","0.9621484375","0.96875"
"16100","0.9654785156250001","0.9622265625","0.9688671875"
"16150","0.965869140625","0.96203125","0.969765625"
"16200","0.96603515625","0.962265625","0.9698046875"
"16250","0.965478515625","0.961484375","0.9687890625"
"16300","0.9652246093750001","0.960859375","0.969609375"
"16350","0.9657421875000001","0.9615625","0.9699609375"
"16400","0.964638671875","0.9602734375","0.9699609375"
"16450","0.96462890625","0.9607421875","0.968515625"
"16500","0.9645214843750001","0.9596875","0.9696875"
"16550","0.9665039062499999","0.9627734375","0.9708203125"
"16600","0.9659277343749999","0.961953125","0.970390625"
"16650","0.96685546875","0.96296875","0.9703515625"
"16700","0.968291015625","0.964375","0.9723828125"
"16750","0.9673730468749999","0.9615234375","0.9712890625"
"16800","0.964208984375","0.959921875","0.968828125"
"16850","0.967451171875","0.9626171875","0.9725390625"
"16900","0.967255859375","0.964140625","0.971015625"
"16950","0.9661035156250001","0.9632421875","0.9686328125"
"17000","0.9665039062499999","0.961484375","0.971171875"
"17050","0.9670214843749999","0.9631640625","0.9719921875"
"17100","0.968232421875","0.965234375","0.9714453125"
"17150","0.9660937500000001","0.9623046875","0.969609375"
"17200","0.967890625","0.9638671875","0.97125"
"17250","0.967392578125","0.963359375","0.9715234375"
"17300","0.9675","0.96328125","0.971015625"
"17350","0.96611328125","0.9626953125","0.969296875"
"17400","0.96857421875","0.964921875","0.97296875"
"17450","0.9659472656250001","0.963046875","0.9695703125"
"17500","0.965556640625","0.9618359375","0.9704296875"
"17550","0.9663769531249999","0.9629296875","0.97015625"
"17600","0.967314453125","0.9636328125","0.9715625"
"17650","0.96650390625","0.9635546875","0.9694921875"
"17700","0.966259765625","0.9614453125","0.9712890625"
"17750","0.96552734375","0.961015625","0.9701953125"
"17800","0.965625","0.9607421875","0.9693359375"
"17850","0.9674023437500001","0.963125","0.9713671875"
"17900","0.968994140625","0.965390625","0.97421875"
"17950","0.9680859374999999","0.9639453125","0.9717578125"
"18000","0.9671679687500001","0.963203125","0.9715234375"
"18050","0.9674999999999999","0.963828125","0.9700390625"
"18100","0.96802734375","0.9641796875","0.971640625"
"18150","0.967880859375","0.9638671875","0.9724609375"
"18200","0.9667089843750001","0.9637109375","0.969609375"
"18250","0.9691015625000001","0.965625","0.972421875"
"18300","0.9692285156249999","0.9648828125","0.9734765625"
"18350","0.969033203125","0.9656640625","0.971796875"
"18400","0.9690625","0.9652734375","0.972265625"
"18450","0.9690429687500001","0.96546875","0.9726171875"
"18500","0.9692578125","0.9665625","0.9731640625"
"18550","0.9682421875","0.96546875","0.97203125"
"18600","0.9694042968750001","0.965625","0.9723046875"
"18650","0.96826171875","0.9639453125","0.9727734375"
"18700","0.9683203125","0.9640625","0.9723046875"
"18750","0.97001953125","0.96625","0.9735546875"
"18800","0.96779296875","0.96328125","0.9722265625"
"18850","0.9691699218750001","0.9648046875","0.9744921875"
"18900","0.9689257812500001","0.965546875","0.9730078125"
"18950","0.97068359375","0.96734375","0.973203125"
"19000","0.9693945312500001","0.96515625","0.9728125"
"19050","0.9698144531249999","0.9659765625","0.9744921875"
"19100","0.9697265625","0.9654296875","0.97375"
"19150","0.969677734375","0.9663671875","0.972421875"
"19200","0.96845703125","0.965078125","0.972265625"
"19250","0.9696484375000001","0.9655859375","0.9738671875"
"19300","0.967470703125","0.9640625","0.9709765625"
"19350","0.9708203125","0.9666796875","0.974921875"
"19400","0.9696875","0.96609375","0.97296875"
"19450","0.9675292968750001","0.9650390625","0.97015625"
"19500","0.9697949218749999","0.9658984375","0.972890625"
"19550","0.968662109375","0.965703125","0.97265625"
"19600","0.968134765625","0.965","0.9724609375"
"19650","0.97","0.9665234375","0.974375"
"19700","0.969892578125","0.966328125","0.9721484375"
"19750","0.97021484375","0.9666015625","0.97390625"
"19800","0.96974609375","0.9664453125","0.9744140625"
"19850","0.967001953125","0.9639453125","0.9703515625"
"19900","0.97162109375","0.96796875","0.975546875"
"19950","0.9700390625","0.9662109375","0.973046875"
"20000","0.969521484375","0.96640625","0.973828125"
"20050","0.970791015625","0.96828125","0.973359375"
"20100","0.9690917968749999","0.9660546875","0.9726953125"
"20150","0.97095703125","0.9671484375","0.97484375"
"20200","0.97009765625","0.966875","0.97484375"
"20250","0.969814453125","0.9665625","0.9737890625"
"20300","0.97091796875","0.9680859375","0.97421875"
"20350","0.969384765625","0.9652734375","0.9737109375"
"20400","0.9698828125000001","0.9671484375","0.97265625"
"20450","0.9695605468749999","0.9659765625","0.9727734375"
"20500","0.9697265625","0.9662890625","0.9728515625"
"20550","0.971083984375","0.966875","0.974765625"
"20600","0.969140625","0.9652734375","0.9721484375"
"20650","0.969423828125","0.9662109375","0.973515625"
"20700","0.9702636718750001","0.9656640625","0.974375"
"20750","0.97275390625","0.968828125","0.9759765625"
"20800","0.969853515625","0.966875","0.973203125"
"20850","0.97162109375","0.968984375","0.975"
"20900","0.97064453125","0.9678125","0.973125"
"20950","0.97119140625","0.967890625","0.9741015625"
"21000","0.97119140625","0.968125","0.9746484375"
"21050","0.9702734375","0.9657421875","0.9741796875"
"21100","0.9730078125000001","0.9699609375","0.975859375"
"21150","0.9711035156250001","0.967734375","0.9748046875"
"21200","0.971279296875","0.96875","0.973671875"
"21250","0.971474609375","0.9683984375","0.9746875"
"21300","0.97154296875","0.9686328125","0.974296875"
"21350","0.972529296875","0.969296875","0.9755859375"
"21400","0.9715625","0.967890625","0.9752734375"
"21450","0.9717187500000001","0.9681640625","0.9753125"
"21500","0.970107421875","0.96703125","0.9733984375"
"21550","0.971943359375","0.9703515625","0.9741015625"
"21600","0.97087890625","0.966796875","0.9745703125"
"21650","0.97244140625","0.9700390625","0.9749609375"
"21700","0.9723828125","0.969140625","0.97484375"
"21750","0.971904296875","0.9686328125","0.9752734375"
"21800","0.9713085937500001","0.968046875","0.9746875"
"21850","0.971572265625","0.9690625","0.97453125"
"21900","0.9721875","0.969375","0.974765625"
"21950","0.970439453125","0.96703125","0.97359375"
"22000","0.971259765625","0.9674609375","0.9748046875"
"22050","0.9718554687500001","0.968515625","0.9753125"
"22100","0.973017578125","0.9696875","0.9771875"
"22150","0.973125","0.96921875","0.97671875"
"22200","0.97216796875","0.9688671875","0.97609375"
"22250","0.974189453125","0.970703125","0.9776171875"
"22300","0.9727246093749999","0.9694921875","0.9767578125"
"22350","0.9715234375","0.96921875","0.9740625"
"22400","0.974267578125","0.971171875","0.9770703125"
"22450","0.9722265625","0.969453125","0.9750390625"
"22500","0.972412109375","0.9701953125","0.975078125"
"22550","0.972626953125","0.9698046875","0.9756640625"
"22600","0.9730078125","0.970390625","0.976015625"
"22650","0.971650390625","0.96859375","0.975"
"22700","0.972802734375","0.96953125","0.976875"
"22750","0.971953125","0.967890625","0.9762890625"
"22800","0.9720507812500001","0.9694921875","0.97625"
"22850","0.9732421874999999","0.9703125","0.97546875"
"22900","0.971943359375","0.967890625","0.975546875"
"22950","0.97365234375","0.9707421875","0.9775"
"23000","0.973095703125","0.9696484375","0.9765625"
"23050","0.9719921875","0.9681640625","0.9755078125"
"23100","0.972783203125","0.970078125","0.9755078125"
"23150","0.9736132812499999","0.970859375","0.97734375"
"23200","0.9733203125","0.970390625","0.97609375"
"23250","0.97205078125","0.96875","0.9762109375"
"23300","0.9727246093749999","0.9689453125","0.9759375"
"23350","0.973359375","0.97015625","0.9763671875"
"23400","0.974140625","0.9711328125","0.978125"
"23450","0.9733007812500001","0.9714453125","0.9753125"
"23500","0.9738671874999999","0.97046875","0.977890625"
"23550","0.97453125","0.971171875","0.978515625"
"23600","0.97513671875","0.972421875","0.9780859375"
"23650","0.97431640625","0.9717578125","0.9771484375"
"23700","0.97482421875","0.9725390625","0.9774609375"
"23750","0.972412109375","0.9695703125","0.9765234375"
"23800","0.9749511718749999","0.972734375","0.9770703125"
"23850","0.9738671875","0.9693359375","0.9776953125"
"23900","0.9718359374999999","0.9690234375","0.9757421875"
"23950","0.975078125","0.97125","0.978828125"
"24000","0.974140625","0.9698046875","0.97859375"
"24050","0.9735449218750001","0.97046875","0.9762890625"
"24100","0.9734375","0.96921875","0.976875"
"24150","0.97369140625","0.9709375","0.9778125"
"24200","0.974169921875","0.9709375","0.977890625"
"24250","0.9731347656249999","0.9698828125","0.9761328125"
"24300","0.975478515625","0.972578125","0.97890625"
"24350","0.9745019531250001","0.97140625","0.9776171875"
"24400","0.9734375000000001","0.9705078125","0.97609375"
"24450","0.97439453125","0.9725390625","0.9770703125"
"24500","0.9753613281250001","0.9725","0.9789453125"
"24550","0.975126953125","0.972265625","0.978671875"
"24600","0.973515625","0.9703125","0.9771484375"
"24650","0.97486328125","0.971796875","0.9775390625"
"24700","0.97404296875","0.9711328125","0.9765234375"
"24750","0.9741113281249999","0.9709765625","0.9771875"
"24800","0.975693359375","0.9729296875","0.978828125"
"24850","0.973642578125","0.9703125","0.9773828125"
"24900","0.9745117187500001","0.972421875","0.9771484375"
"24950","0.973427734375","0.9705078125","0.9755859375"
"25000","0.973916015625","0.970625","0.9766015625"
"25050","0.975146484375","0.9734375","0.9779296875"
"25100","0.974345703125","0.971875","0.9778515625"
"25150","0.973994140625","0.9705859375","0.9769140625"
"25200","0.974921875","0.972578125","0.977421875"
"25250","0.9756542968749999","0.9728125","0.9783203125"
"25300","0.9753515625","0.9727734375","0.97859375"
"25350","0.9752148437499999","0.9716796875","0.978515625"
"25400","0.976376953125","0.97234375","0.9790625"
"25450","0.976181640625","0.9741796875","0.97796875"
"25500","0.9757812499999999","0.97328125","0.978125"
"25550","0.974453125","0.9719921875","0.9771484375"
"25600","0.9744433593749999","0.9718359375","0.9771875"
"25650","0.9744140625","0.9722265625","0.97734375"
"25700","0.9734863281249999","0.9708203125","0.9768359375"
"25750","0.9754003906250001","0.9722265625","0.977734375"
"25800","0.974228515625","0.9703125","0.97828125"
"25850","0.9758691406250001","0.9725390625","0.979375"
"25900","0.975625","0.9723828125","0.9784765625"
"25950","0.977041015625","0.974140625","0.979921875"
"26000","0.97525390625","0.97203125","0.9784765625"
"26050","0.9744140625","0.9715625","0.977109375"
"26100","0.976279296875","0.973515625","0.9793359375"
"26150","0.9751855468749999","0.97203125","0.978203125"
"26200","0.97482421875","0.97234375","0.978046875"
"26250","0.9751171875","0.9721484375","0.977734375"
"26300","0.9752050781249999","0.97234375","0.9783984375"
"26350","0.976533203125","0.973515625","0.9791796875"
"26400","0.9757519531250001","0.9725390625","0.9798046875"
"26450","0.975625","0.972734375","0.97921875"
"26500","0.9750097656250001","0.97171875","0.9786328125"
"26550","0.9754003906250001","0.9730078125","0.9781640625"
"26600","0.97494140625","0.9715625","0.977890625"
"26650","0.97580078125","0.9733203125","0.978203125"
"26700","0.9755078125","0.9721484375","0.9782421875"
"26750","0.9746874999999999","0.9710546875","0.9780078125"
"26800","0.97802734375","0.975625","0.9802734375"
"26850","0.9754980468749999","0.9729296875","0.9785546875"
"26900","0.9737988281250001","0.971484375","0.9759765625"
"26950","0.976328125","0.973828125","0.979765625"
"27000","0.9756152343750001","0.97203125","0.9790625"
"27050","0.977421875","0.9744921875","0.9805078125"
"27100","0.975693359375","0.97109375","0.97890625"
"27150","0.9767480468749999","0.973671875","0.9794921875"
"27200","0.97541015625","0.9732421875","0.9774609375"
"27250","0.9760546875","0.973359375","0.9783203125"
"27300","0.9774023437499999","0.9742578125","0.97984375"
"27350","0.9751171875","0.9719140625","0.978359375"
