"Step","model_type: resnet - Train/Losses","model_type: resnet - Train/Losses__MIN","model_type: resnet - Train/Losses__MAX"
"6800","0.16438957303762436","0.13825461268424988","0.184384286403656"
"6850","0.21253284439444542","0.19180405139923096","0.2298239767551422"
"6900","0.19079453498125076","0.17162379622459412","0.21349579095840454"
"6950","0.17968424782156944","0.16769303381443024","0.1913955956697464"
"7000","0.15988735482096672","0.11837773025035858","0.19200848042964935"
"7050","0.16266218945384026","0.13678893446922302","0.19640086591243744"
"7100","0.15675543993711472","0.1324371099472046","0.17083196341991425"
"7150","0.15445410087704659","0.13921576738357544","0.17319652438163757"
"7200","0.13270625099539757","0.13028480112552643","0.13791754841804504"
"7250","0.1861775815486908","0.1475200355052948","0.22939524054527283"
"7300","0.16750556975603104","0.1425401270389557","0.1876731663942337"
"7350","0.19389526546001434","0.16634531319141388","0.22376872599124908"
"7400","0.15172301977872849","0.1417035460472107","0.16298867762088776"
"7450","0.1726042442023754","0.147002175450325","0.2009023129940033"
"7500","0.20167860016226768","0.16364048421382904","0.2377212941646576"
"7550","0.12884213961660862","0.10234156250953674","0.14470526576042175"
"7600","0.17190317809581757","0.1513001024723053","0.19810751080513"
"7650","0.14463195204734802","0.1273835152387619","0.16506537795066833"
"7700","0.17174723371863365","0.1413385272026062","0.20750901103019714"
"7750","0.15604382008314133","0.13023607432842255","0.17536619305610657"
"7800","0.18087125197052956","0.15084420144557953","0.20394793152809143"
"7850","0.13581457547843456","0.10762480646371841","0.15191245079040527"
"7900","0.21083614230155945","0.17547202110290527","0.24267065525054932"
"7950","0.1663563996553421","0.1280953586101532","0.19111114740371704"
"8000","0.15066902711987495","0.12821489572525024","0.17711462080478668"
"8050","0.1659914292395115","0.14887267351150513","0.1788357049226761"
"8100","0.14877121523022652","0.13451649248600006","0.16241858899593353"
"8150","0.1387683730572462","0.11880353093147278","0.16177788376808167"
"8200","0.15561585500836372","0.13844875991344452","0.1690509021282196"
"8250","0.13077334314584732","0.1064065545797348","0.15091028809547424"
"8300","0.21525120362639427","0.17519217729568481","0.2529601752758026"
"8350","0.16160312667489052","0.1422082781791687","0.18823646008968353"
"8400","0.16241208091378212","0.14166562259197235","0.1875644028186798"
"8450","0.11882760748267174","0.09508602321147919","0.1383073329925537"
"8500","0.12546861916780472","0.10243219137191772","0.14759418368339539"
"8550","0.14633896946907043","0.13954044878482819","0.15011705458164215"
"8600","0.18634622171521187","0.15363149344921112","0.20714282989501953"
"8650","0.14564502239227295","0.13572712242603302","0.16434061527252197"
"8700","0.1425427719950676","0.1159580796957016","0.1591184139251709"
"8750","0.1890041120350361","0.16854383051395416","0.2065037041902542"
"8800","0.19779975712299347","0.18069642782211304","0.21831338107585907"
"8850","0.1711517721414566","0.14483852684497833","0.20113925635814667"
"8900","0.14954343810677528","0.1285058557987213","0.18341048061847687"
"8950","0.19450853765010834","0.15957297384738922","0.21936708688735962"
"9000","0.1277597863227129","0.11968400329351425","0.1348290592432022"
"9050","0.1539284884929657","0.1395801603794098","0.1717408001422882"
"9100","0.17716317251324654","0.13824401795864105","0.22273914515972137"
"9150","0.17020919546484947","0.159871906042099","0.18714459240436554"
"9200","0.17978937178850174","0.1522383689880371","0.20217281579971313"
"9250","0.14419891126453876","0.12184349447488785","0.17620831727981567"
"9300","0.12164615839719772","0.09167084097862244","0.14746502041816711"
"9350","0.16509204730391502","0.14258894324302673","0.18307441473007202"
"9400","0.17845189571380615","0.1513976901769638","0.19646088778972626"
"9450","0.1375386044383049","0.10876990854740143","0.16796505451202393"
"9500","0.12027524039149284","0.09648022055625916","0.13661551475524902"
"9550","0.09751510433852673","0.0790136456489563","0.1127890944480896"
"9600","0.09833822213113308","0.09089252352714539","0.10417014360427856"
"9650","0.1715041808784008","0.1464625746011734","0.18987387418746948"
"9700","0.16914886236190796","0.148151233792305","0.18769662082195282"
"9750","0.1329140104353428","0.11252745985984802","0.16838297247886658"
"9800","0.1308563221246004","0.08611747622489929","0.1766730546951294"
"9850","0.1335289366543293","0.12216596305370331","0.15777844190597534"
"9900","0.1328019928187132","0.11336812376976013","0.1527618169784546"
"9950","0.10317862592637539","0.0899842232465744","0.11573131382465363"
"10000","0.17304257676005363","0.1523554027080536","0.19490507245063782"
"10050","0.14098842442035675","0.12515541911125183","0.15680676698684692"
"10100","0.14880406484007835","0.13778838515281677","0.1638563573360443"
"10150","0.1219714842736721","0.1090271919965744","0.14086443185806274"
"10200","0.1421506479382515","0.13489891588687897","0.15246321260929108"
"10250","0.11599087901413441","0.09571908414363861","0.1350681185722351"
"10300","0.1318893153220415","0.10947691649198532","0.16417257487773895"
"10350","0.14018578082323074","0.13821819424629211","0.14207307994365692"
"10400","0.14092197082936764","0.11352140456438065","0.16892385482788086"
"10450","0.11019086837768555","0.08733910322189331","0.1309644877910614"
"10500","0.12989441119134426","0.11459053307771683","0.1515612155199051"
"10550","0.14455533772706985","0.12130074203014374","0.1669345200061798"
"10600","0.15033657103776932","0.13477997481822968","0.17260360717773438"
"10650","0.1403160709887743","0.12020248919725418","0.17011675238609314"
"10700","0.16957469284534454","0.14294525980949402","0.19651472568511963"
"10750","0.18653182685375214","0.14291974902153015","0.23714911937713623"
"10800","0.13147246092557907","0.11069150269031525","0.15658921003341675"
"10850","0.11642495170235634","0.09731440246105194","0.12399283051490784"
"10900","0.13409951329231262","0.10344888269901276","0.1640491783618927"
"10950","0.12930279411375523","0.113846056163311","0.14870202541351318"
"11000","0.1817999668419361","0.161739781498909","0.1988791823387146"
"11050","0.12852405942976475","0.11845207214355469","0.15265311300754547"
"11100","0.13932417705655098","0.1316782385110855","0.15227988362312317"
"11150","0.12304541282355785","0.09736054390668869","0.1501505970954895"
"11200","0.17824489995837212","0.15625625848770142","0.19614392518997192"
"11250","0.11899961158633232","0.10347560793161392","0.1272570937871933"
"11300","0.1158800944685936","0.09282492101192474","0.1379324197769165"
"11350","0.1300080567598343","0.1180959939956665","0.13623079657554626"
"11400","0.14857226610183716","0.135622039437294","0.16452190279960632"
"11450","0.1017915140837431","0.09586421400308609","0.10883486270904541"
"11500","0.153086319565773","0.13391245901584625","0.16824594140052795"
"11550","0.10587577894330025","0.0927494615316391","0.11724907159805298"
"11600","0.10718772187829018","0.09367753565311432","0.12011638283729553"
"11650","0.08168157376348972","0.0693330243229866","0.09599040448665619"
"11700","0.10149887390434742","0.08097706735134125","0.11582924425601959"
"11750","0.11167833395302296","0.10053053498268127","0.12235921621322632"
"11800","0.13777549378573895","0.11326693743467331","0.1605285108089447"
"11850","0.12200414203107357","0.11394352465867996","0.13552528619766235"
"11900","0.13331930711865425","0.11258156597614288","0.14230021834373474"
"11950","0.09759288281202316","0.07194944471120834","0.11968538165092468"
"12000","0.15159671753644943","0.1296602040529251","0.16351160407066345"
"12050","0.13934694603085518","0.12600237131118774","0.15047894418239594"
"12100","0.11858197674155235","0.10032939165830612","0.13368555903434753"
"12150","0.12204650789499283","0.11559043079614639","0.12800127267837524"
"12200","0.12020657956600189","0.10717642307281494","0.13757123053073883"
"12250","0.11531347408890724","0.09273430705070496","0.1426014006137848"
"12300","0.10333806648850441","0.0781608298420906","0.12563970685005188"
"12350","0.1598995439708233","0.13308286666870117","0.1881646066904068"
"12400","0.13299018144607544","0.12585775554180145","0.14696668088436127"
"12450","0.11838759668171406","0.10103468596935272","0.13347285985946655"
"12500","0.11714433692395687","0.09980347752571106","0.12860889732837677"
"12550","0.1058563832193613","0.08856957405805588","0.12796136736869812"
"12600","0.086345374584198","0.0720597356557846","0.0985240787267685"
"12650","0.10691327415406704","0.09033150225877762","0.12645220756530762"
"12700","0.10917077027261257","0.08290611207485199","0.13518603146076202"
"12750","0.13171479292213917","0.11652825772762299","0.14912015199661255"
"12800","0.06593354605138302","0.052688948810100555","0.08639606088399887"
"12850","0.10025111027061939","0.08231374621391296","0.11274681985378265"
"12900","0.11556414514780045","0.09341276437044144","0.13154220581054688"
"12950","0.12804474867880344","0.11006737500429153","0.15629449486732483"
"13000","0.12256981246173382","0.10368920862674713","0.1409165859222412"
"13050","0.11562337167561054","0.1021067425608635","0.15057918429374695"
"13100","0.12105615995824337","0.11051081120967865","0.13195562362670898"
"13150","0.1262027733027935","0.1109597384929657","0.14061464369297028"
"13200","0.1351644117385149","0.11811964958906174","0.1498391032218933"
"13250","0.1275673508644104","0.10824945569038391","0.16008934378623962"
"13300","0.12962346524000168","0.12460759282112122","0.14228367805480957"
"13350","0.10576996207237244","0.09131878614425659","0.12604549527168274"
"13400","0.08330044895410538","0.06491333246231079","0.10730446130037308"
"13450","0.1356216948479414","0.11748936772346497","0.1599949449300766"
"13500","0.13169035874307156","0.10893874615430832","0.1510949730873108"
"13550","0.10021128505468369","0.08466079831123352","0.11551952362060547"
"13600","0.12750128284096718","0.10972358286380768","0.13860023021697998"
"13650","0.1461622305214405","0.09701688587665558","0.1715126931667328"
"13700","0.12557450495660305","0.11428549885749817","0.14030520617961884"
"13750","0.11040412448346615","0.09455303102731705","0.12755073606967926"
"13800","0.12283286452293396","0.11720996350049973","0.1276177018880844"
"13850","0.12913301773369312","0.11450035870075226","0.14983777701854706"
"13900","0.13977108150720596","0.12981528043746948","0.15126213431358337"
"13950","0.13139605522155762","0.10727959871292114","0.14460967481136322"
"14000","0.12266364134848118","0.11636501550674438","0.13121181726455688"
"14050","0.11132792383432388","0.10435846447944641","0.12494026869535446"
"14100","0.08414894714951515","0.06819179654121399","0.09953786432743073"
"14150","0.08439972624182701","0.0671112984418869","0.10608623921871185"
"14200","0.12771285325288773","0.10248936712741852","0.14374621212482452"
"14250","0.10241378098726273","0.09088245779275894","0.11476156860589981"
"14300","0.10905257798731327","0.09485123306512833","0.12095639109611511"
"14350","0.10883626528084278","0.0892886370420456","0.11994016915559769"
"14400","0.12969977967441082","0.108233243227005","0.14856329560279846"
"14450","0.14310934022068977","0.1279175579547882","0.1740904599428177"
"14500","0.10988047532737255","0.091624915599823","0.1319393515586853"
"14550","0.11182602681219578","0.0963769406080246","0.1315441131591797"
"14600","0.10815188102424145","0.09552349150180817","0.13317376375198364"
"14650","0.098729332908988","0.07658354192972183","0.11753267049789429"
"14700","0.10121408104896545","0.07312168180942535","0.12035571038722992"
"14750","0.10693737119436264","0.09193823486566544","0.13260267674922943"
"14800","0.13210659474134445","0.10782188922166824","0.15082158148288727"
"14850","0.09477537125349045","0.08535315096378326","0.10833814740180969"
"14900","0.13400447741150856","0.11001911759376526","0.15911003947257996"
"14950","0.08992444723844528","0.07747845351696014","0.10520823299884796"
"15000","0.10117299668490887","0.08442649990320206","0.11536167562007904"
"15050","0.09885536506772041","0.0862584188580513","0.11462776362895966"
"15100","0.09393912181258202","0.07484394311904907","0.11375108361244202"
"15150","0.10328166745603085","0.08938226103782654","0.11656197160482407"
"15200","0.07451625633984804","0.04306887090206146","0.09970876574516296"
"15250","0.1126230675727129","0.08886502683162689","0.13235630095005035"
"15300","0.10259886644780636","0.08519207686185837","0.12902027368545532"
"15350","0.12620770931243896","0.09766961634159088","0.1376359760761261"
"15400","0.1345147006213665","0.1091671958565712","0.1814466118812561"
"15450","0.0990853551775217","0.08508247882127762","0.11863778531551361"
"15500","0.09881889633834362","0.08452030271291733","0.11901721358299255"
"15550","0.12169402651488781","0.09866125136613846","0.14352211356163025"
"15600","0.10378940030932426","0.09319063276052475","0.11937148869037628"
"15650","0.09472745284438133","0.07546868920326233","0.12217455357313156"
"15700","0.09120953641831875","0.05962434411048889","0.1194501519203186"
"15750","0.09206315502524376","0.08000949025154114","0.1081215888261795"
"15800","0.11069446243345737","0.09047120809555054","0.12134451419115067"
"15850","0.1057535707950592","0.08748789131641388","0.11459477245807648"
"15900","0.11330143921077251","0.10542495548725128","0.12326494604349136"
"15950","0.0836794339120388","0.06821009516716003","0.09952769428491592"
"16000","0.13726616837084293","0.11717390269041061","0.1448182612657547"
"16050","0.11689232289791107","0.09553252905607224","0.13824796676635742"
"16100","0.1393987201154232","0.12976638972759247","0.163167342543602"
"16150","0.09079093113541603","0.07554756850004196","0.10067132115364075"
"16200","0.07676802016794682","0.05493391305208206","0.10129375755786896"
"16250","0.06941854953765869","0.05379434674978256","0.09658731520175934"
"16300","0.13789339736104012","0.12587977945804596","0.1457594335079193"
"16350","0.14428111910820007","0.12187470495700836","0.16617268323898315"
"16400","0.08449862338602543","0.0728452280163765","0.11193196475505829"
"16450","0.07379413023591042","0.06854622066020966","0.07640962302684784"
"16500","0.09016475081443787","0.07991328090429306","0.10542412102222443"
"16550","0.08529851958155632","0.06709567457437515","0.09339233487844467"
"16600","0.09485225938260555","0.0838247761130333","0.1162366271018982"
"16650","0.10508098639547825","0.09015174955129623","0.11753542721271515"
"16700","0.07696730829775333","0.06075700372457504","0.09434571862220764"
"16750","0.10279346071183681","0.09117050468921661","0.11412128806114197"
"16800","0.094730444252491","0.08169016987085342","0.10641151666641235"
"16850","0.08148499578237534","0.06715687364339828","0.10080299526453018"
"16900","0.08871234580874443","0.07765915989875793","0.09559586644172668"
"16950","0.07314546220004559","0.05860571563243866","0.08956355601549149"
"17000","0.1045270785689354","0.08177463710308075","0.12035523355007172"
"17050","0.07544530555605888","0.06481029838323593","0.08848434686660767"
"17100","0.07820789609104395","0.059912148863077164","0.10058912634849548"
"17150","0.09529073536396027","0.08201650530099869","0.10772453248500824"
"17200","0.12298385240137577","0.08722320944070816","0.160162553191185"
"17250","0.06744030490517616","0.05576201528310776","0.08830642700195312"
"17300","0.09552313201129436","0.08033090829849243","0.10719718039035797"
"17350","0.10124490410089493","0.07343526184558868","0.12866906821727753"
"17400","0.08410884905606508","0.057766612619161606","0.11121471971273422"
"17450","0.10127131640911102","0.07708097994327545","0.1345391869544983"
"17500","0.11832034215331078","0.11194049566984177","0.12653271853923798"
"17550","0.09985904954373837","0.08392162621021271","0.10614199936389923"
"17600","0.10597169771790504","0.06325992941856384","0.13225261867046356"
"17650","0.08801401779055595","0.07839888334274292","0.10536721348762512"
"17700","0.10326250270009041","0.08889342099428177","0.11458391696214676"
"17750","0.08423784375190735","0.06628130376338959","0.09789234399795532"
"17800","0.09091746993362904","0.076750747859478","0.10335440933704376"
"17850","0.1371000651270151","0.09902238100767136","0.16215722262859344"
"17900","0.06808803975582123","0.06169677525758743","0.08005521446466446"
"17950","0.09173763729631901","0.07894916832447052","0.10719095915555954"
"18000","0.08387422561645508","0.05834206938743591","0.10809122025966644"
"18050","0.11035098135471344","0.09553854167461395","0.13258588314056396"
"18100","0.09064210578799248","0.07644949853420258","0.10923944413661957"
"18150","0.09967342019081116","0.07961006462574005","0.12153850495815277"
"18200","0.12467018887400627","0.09864963591098785","0.15834791958332062"
"18250","0.07532561756670475","0.06019514054059982","0.09373530745506287"
"18300","0.09823518805205822","0.08529345691204071","0.10771603137254715"
"18350","0.0846709767356515","0.052441421896219254","0.10145649313926697"
"18400","0.06700051203370094","0.0599755197763443","0.07196211069822311"
"18450","0.05182724166661501","0.04393508657813072","0.06582575291395187"
"18500","0.07584723271429539","0.06584759056568146","0.09004057198762894"
"18550","0.1076982244849205","0.07593242079019547","0.12101157009601593"
"18600","0.12173972278833389","0.10131505876779556","0.1428380161523819"
"18650","0.0961098987609148","0.08519443869590759","0.10867314040660858"
"18700","0.10145056061446667","0.08081762492656708","0.14399760961532593"
"18750","0.07625585235655308","0.061225831508636475","0.0945793092250824"
"18800","0.08000428974628448","0.07034464180469513","0.09055233001708984"
"18850","0.06981456652283669","0.056933172047138214","0.09130620956420898"
"18900","0.08417313545942307","0.079178087413311","0.09006728231906891"
"18950","0.10316459275782108","0.0857342854142189","0.11310578882694244"
"19000","0.07662435621023178","0.07613252103328705","0.07739611715078354"
"19050","0.09813590534031391","0.08129270374774933","0.11202576756477356"
"19100","0.10391109250485897","0.10058316588401794","0.10511946678161621"
"19150","0.11021803691983223","0.0781305730342865","0.1404162049293518"
"19200","0.07235955074429512","0.06178884208202362","0.0812273621559143"
"19250","0.08502094820141792","0.06276337802410126","0.09598834812641144"
"19300","0.1114781741052866","0.0934029072523117","0.12716668844223022"
"19350","0.09680450335144997","0.08502371609210968","0.10803457349538803"
"19400","0.08906863443553448","0.06675389409065247","0.11434490978717804"
"19450","0.0830374201759696","0.056135836988687515","0.09382408112287521"
"19500","0.08052258379757404","0.07513092458248138","0.08952745050191879"
"19550","0.0717099579051137","0.05914415791630745","0.07987342774868011"
"19600","0.11402091942727566","0.10198499262332916","0.12037166953086853"
"19650","0.06797298975288868","0.047117963433265686","0.0870632603764534"
"19700","0.0856273639947176","0.07033438980579376","0.10057896375656128"
"19750","0.0637953607365489","0.03909975662827492","0.07824882119894028"
"19800","0.09116929024457932","0.08665461838245392","0.09985252469778061"
"19850","0.110870111733675","0.07509490847587585","0.13245178759098053"
"19900","0.0798602607101202","0.06391458958387375","0.10781004279851913"
"19950","0.09775122813880444","0.09095476567745209","0.10358364880084991"
"20000","0.06843912322074175","0.062109123915433884","0.07442688941955566"
"20050","0.0659785345196724","0.058264680206775665","0.0726955235004425"
"20100","0.06391106266528368","0.05384062975645065","0.07844585180282593"
"20150","0.09407248720526695","0.06491478532552719","0.11226584762334824"
"20200","0.11638553068041801","0.10351938009262085","0.1349581778049469"
"20250","0.07984156347811222","0.07325610518455505","0.09857291728258133"
"20300","0.09121412597596645","0.08331292122602463","0.10333721339702606"
"20350","0.10181976854801178","0.0812559425830841","0.11504161357879639"
"20400","0.09379980154335499","0.0748935416340828","0.11102641373872757"
"20450","0.09242848120629787","0.07445745170116425","0.11243756115436554"
"20500","0.08218831196427345","0.07965660095214844","0.08432130515575409"
"20550","0.055268618278205395","0.046419408172369","0.06388214230537415"
"20600","0.09467994794249535","0.09262362122535706","0.09908904135227203"
"20650","0.10154327377676964","0.08805441111326218","0.12192860245704651"
"20700","0.07388683222234249","0.07275833189487457","0.07453344762325287"
"20750","0.09299352206289768","0.07249259948730469","0.10196754336357117"
"20800","0.1003605742007494","0.09643124043941498","0.10207527875900269"
"20850","0.049498370848596096","0.04043470323085785","0.06330542266368866"
"20900","0.05152705777436495","0.04732511192560196","0.05638322979211807"
"20950","0.10418837703764439","0.08924577385187149","0.1195835992693901"
"21000","0.11897663399577141","0.1026434451341629","0.13652628660202026"
"21050","0.10310054942965508","0.07886013388633728","0.11516173183917999"
"21100","0.08090030681341887","0.05756575986742973","0.10297035425901413"
"21150","0.10998308472335339","0.09575095027685165","0.11521017551422119"
"21200","0.08600161410868168","0.07485198229551315","0.10208219289779663"
"21250","0.09216921217739582","0.07826140522956848","0.10342422127723694"
"21300","0.06776873953640461","0.053920499980449677","0.07864374667406082"
"21350","0.06984074600040913","0.05278364568948746","0.08762107789516449"
"21400","0.08169852662831545","0.06204831972718239","0.0922178253531456"
"21450","0.06559544429183006","0.0652247965335846","0.06612373888492584"
"21500","0.10118192620575428","0.0740039125084877","0.12493260949850082"
"21550","0.06053616013377905","0.04509396851062775","0.0706646740436554"
"21600","0.08966181799769402","0.05713836848735809","0.12160172313451767"
"21650","0.07763542234897614","0.06930442899465561","0.08343436568975449"
"21700","0.07959761656820774","0.06625448167324066","0.0959710031747818"
"21750","0.0786103829741478","0.0653826892375946","0.09245139360427856"
