"Step","State: finished - Train/Accuracies","State: finished - Train/Accuracies__MIN","State: finished - Train/Accuracies__MAX"
"3673","0.536865234375","0.536865234375","0.536865234375"
"3740","0.53564453125","0.53564453125","0.53564453125"
"3749","0.541748046875","0.541748046875","0.541748046875"
"3758","0.54541015625","0.54541015625","0.54541015625"
"3794","0.54736328125","0.54736328125","0.54736328125"
"3803","0.541259765625","0.541259765625","0.541259765625"
"3836","0.53466796875","0.53466796875","0.53466796875"
"3857","0.539306640625","0.539306640625","0.539306640625"
"3871","0.540771484375","0.540771484375","0.540771484375"
"3878","0.53857421875","0.53857421875","0.53857421875"
"3887","0.53173828125","0.53173828125","0.53173828125"
"3892","0.538818359375","0.538818359375","0.538818359375"
"3921","0.54052734375","0.54052734375","0.54052734375"
"4016","0.5419921875","0.5419921875","0.5419921875"
"4032","0.5322265625","0.5322265625","0.5322265625"
"4054","0.53369140625","0.53369140625","0.53369140625"
"4101","0.533447265625","0.533447265625","0.533447265625"
"4162","0.546142578125","0.546142578125","0.546142578125"
"4163","0.5478515625","0.5478515625","0.5478515625"
"4175","0.5517578125","0.5517578125","0.5517578125"
"4213","0.537841796875","0.537841796875","0.537841796875"
"4281","0.537353515625","0.537353515625","0.537353515625"
"4337","0.552001953125","0.552001953125","0.552001953125"
"4369","0.536376953125","0.536376953125","0.536376953125"
"4402","0.54296875","0.54296875","0.54296875"
"4420","0.548095703125","0.548095703125","0.548095703125"
"4424","0.555419921875","0.555419921875","0.555419921875"
"4425","0.5361328125","0.5361328125","0.5361328125"
"4453","0.542236328125","0.542236328125","0.542236328125"
"4487","0.549560546875","0.549560546875","0.549560546875"
"4489","0.536376953125","0.536376953125","0.536376953125"
"4527","0.541015625","0.541015625","0.541015625"
"4609","0.53857421875","0.53857421875","0.53857421875"
"4631","0.55029296875","0.55029296875","0.55029296875"
"4648","0.536376953125","0.536376953125","0.536376953125"
"4651","0.53955078125","0.53955078125","0.53955078125"
"4666","0.547607421875","0.547607421875","0.547607421875"
"4672","0.55322265625","0.55322265625","0.55322265625"
"4890","0.5498046875","0.5498046875","0.5498046875"
"4935","0.551025390625","0.551025390625","0.551025390625"
"5035","0.5517578125","0.5517578125","0.5517578125"
"5038","0.540771484375","0.540771484375","0.540771484375"
"5041","0.541259765625","0.541259765625","0.541259765625"
"5076","0.54345703125","0.54345703125","0.54345703125"
"5140","0.53271484375","0.53271484375","0.53271484375"
"5164","0.543701171875","0.543701171875","0.543701171875"
"5168","0.54052734375","0.54052734375","0.54052734375"
"5218","0.5302734375","0.5302734375","0.5302734375"
"5248","0.544677734375","0.544677734375","0.544677734375"
"5266","0.549072265625","0.549072265625","0.549072265625"
"5294","0.549072265625","0.549072265625","0.549072265625"
"5313","0.552001953125","0.552001953125","0.552001953125"
"5327","0.544921875","0.544921875","0.544921875"
"5348","0.540283203125","0.540283203125","0.540283203125"
"5360","0.545166015625","0.545166015625","0.545166015625"
"5369","0.543701171875","0.543701171875","0.543701171875"
"5388","0.545166015625","0.545166015625","0.545166015625"
"5396","0.541015625","0.541015625","0.541015625"
"5438","0.5498046875","0.5498046875","0.5498046875"
"5483","0.546142578125","0.546142578125","0.546142578125"
"5570","0.5458984375","0.5458984375","0.5458984375"
"5581","0.55517578125","0.55517578125","0.55517578125"
"5593","0.54638671875","0.54638671875","0.54638671875"
"5596","0.54541015625","0.54541015625","0.54541015625"
"5604","0.55908203125","0.55908203125","0.55908203125"
"5661","0.528564453125","0.528564453125","0.528564453125"
"5714","0.539306640625","0.539306640625","0.539306640625"
"5741","0.56103515625","0.56103515625","0.56103515625"
"5769","0.5419921875","0.5419921875","0.5419921875"
"5773","0.54638671875","0.54638671875","0.54638671875"
"5824","0.54638671875","0.54638671875","0.54638671875"
"5847","0.542724609375","0.542724609375","0.542724609375"
"5937","0.536376953125","0.536376953125","0.536376953125"
"5947","0.551025390625","0.551025390625","0.551025390625"
"5956","0.54931640625","0.54931640625","0.54931640625"
"5972","0.5419921875","0.5419921875","0.5419921875"
"6007","0.552490234375","0.552490234375","0.552490234375"
"6023","0.55224609375","0.55224609375","0.55224609375"
"6087","0.556396484375","0.556396484375","0.556396484375"
"6089","0.54345703125","0.54345703125","0.54345703125"
"6125","0.551025390625","0.551025390625","0.551025390625"
"6196","0.542236328125","0.542236328125","0.542236328125"
"6221","0.5517578125","0.5517578125","0.5517578125"
"6232","0.558349609375","0.558349609375","0.558349609375"
"6297","0.55517578125","0.55517578125","0.55517578125"
"6312","0.55810546875","0.55810546875","0.55810546875"
"6318","0.5625","0.5625","0.5625"
"6322","0.542236328125","0.542236328125","0.542236328125"
"6334","0.54736328125","0.54736328125","0.54736328125"
"6357","0.5556640625","0.5556640625","0.5556640625"
"6440","0.553466796875","0.553466796875","0.553466796875"
"6442","0.544677734375","0.544677734375","0.544677734375"
"6447","0.557861328125","0.557861328125","0.557861328125"
"6455","0.548828125","0.548828125","0.548828125"
"6484","0.55224609375","0.55224609375","0.55224609375"
"6534","0.547119140625","0.547119140625","0.547119140625"
"6552","0.54541015625","0.54541015625","0.54541015625"
"6603","0.554443359375","0.554443359375","0.554443359375"
"6644","0.544677734375","0.544677734375","0.544677734375"
"6659","0.55224609375","0.55224609375","0.55224609375"
"6673","0.54833984375","0.54833984375","0.54833984375"
"6676","0.53759765625","0.53759765625","0.53759765625"
"6691","0.54541015625","0.54541015625","0.54541015625"
"6695","0.54736328125","0.54736328125","0.54736328125"
"6759","0.564208984375","0.564208984375","0.564208984375"
"6763","0.551513671875","0.551513671875","0.551513671875"
"6782","0.558349609375","0.558349609375","0.558349609375"
"6828","0.5390625","0.5390625","0.5390625"
"6955","0.556640625","0.556640625","0.556640625"
"6973","0.551513671875","0.551513671875","0.551513671875"
"7004","0.540283203125","0.540283203125","0.540283203125"
"7077","0.552978515625","0.552978515625","0.552978515625"
"7112","0.5546875","0.5546875","0.5546875"
"7212","0.549560546875","0.549560546875","0.549560546875"
"7238","0.55029296875","0.55029296875","0.55029296875"
"7248","0.54150390625","0.54150390625","0.54150390625"
"7275","0.543212890625","0.543212890625","0.543212890625"
"7299","0.54052734375","0.54052734375","0.54052734375"
"7301","0.54736328125","0.54736328125","0.54736328125"
"7357","0.55419921875","0.55419921875","0.55419921875"
"7390","0.54248046875","0.54248046875","0.54248046875"
"7431","0.55126953125","0.55126953125","0.55126953125"
"7498","0.5390625","0.5390625","0.5390625"
"7566","0.543701171875","0.543701171875","0.543701171875"
"7600","0.548095703125","0.548095703125","0.548095703125"
"7614","0.558349609375","0.558349609375","0.558349609375"
"7621","0.556396484375","0.556396484375","0.556396484375"
"7661","0.55810546875","0.55810546875","0.55810546875"
"7670","0.540771484375","0.540771484375","0.540771484375"
"7710","0.551513671875","0.551513671875","0.551513671875"
"7717","0.553955078125","0.553955078125","0.553955078125"
"7776","0.56396484375","0.56396484375","0.56396484375"
"7843","0.55908203125","0.55908203125","0.55908203125"
"7871","0.548828125","0.548828125","0.548828125"
"7901","0.536376953125","0.536376953125","0.536376953125"
"7908","0.549072265625","0.549072265625","0.549072265625"
"7917","0.56591796875","0.56591796875","0.56591796875"
"7967","0.54541015625","0.54541015625","0.54541015625"
"7992","0.54931640625","0.54931640625","0.54931640625"
"8018","0.56005859375","0.56005859375","0.56005859375"
"8050","0.542236328125","0.542236328125","0.542236328125"
"8090","0.55419921875","0.55419921875","0.55419921875"
"8151","0.545654296875","0.545654296875","0.545654296875"
"8166","0.56982421875","0.56982421875","0.56982421875"
"8231","0.55615234375","0.55615234375","0.55615234375"
"8235","0.562255859375","0.562255859375","0.562255859375"
"8240","0.53369140625","0.53369140625","0.53369140625"
"8260","0.55615234375","0.55615234375","0.55615234375"
"8287","0.548828125","0.548828125","0.548828125"
"8307","0.543212890625","0.543212890625","0.543212890625"
"8318","0.55078125","0.55078125","0.55078125"
"8330","0.54931640625","0.54931640625","0.54931640625"
"8331","0.551513671875","0.551513671875","0.551513671875"
"8334","0.556640625","0.556640625","0.556640625"
"8336","0.541259765625","0.541259765625","0.541259765625"
"8372","0.54638671875","0.54638671875","0.54638671875"
"8413","0.557861328125","0.557861328125","0.557861328125"
"8425","0.552734375","0.552734375","0.552734375"
"8467","0.55029296875","0.55029296875","0.55029296875"
"8474","0.5478515625","0.5478515625","0.5478515625"
"8661","0.5693359375","0.5693359375","0.5693359375"
"8906","0.57568359375","0.57568359375","0.57568359375"
"8953","0.54931640625","0.54931640625","0.54931640625"
"8982","0.5537109375","0.5537109375","0.5537109375"
"8983","0.55322265625","0.55322265625","0.55322265625"
"9031","0.548828125","0.548828125","0.548828125"
"9068","0.55859375","0.55859375","0.55859375"
"9141","0.547607421875","0.547607421875","0.547607421875"
"9166","0.54931640625","0.54931640625","0.54931640625"
"9167","0.556884765625","0.556884765625","0.556884765625"
"9197","0.560546875","0.560546875","0.560546875"
"9210","0.546142578125","0.546142578125","0.546142578125"
"9243","0.56640625","0.56640625","0.56640625"
"9303","0.551025390625","0.551025390625","0.551025390625"
"9332","0.569580078125","0.569580078125","0.569580078125"
"9348","0.55078125","0.55078125","0.55078125"
"9394","0.554931640625","0.554931640625","0.554931640625"
"9427","0.547607421875","0.547607421875","0.547607421875"
"9438","0.567626953125","0.567626953125","0.567626953125"
"9447","0.552734375","0.552734375","0.552734375"
"9502","0.55224609375","0.55224609375","0.55224609375"
"9532","0.55517578125","0.55517578125","0.55517578125"
"9605","0.561767578125","0.561767578125","0.561767578125"
"9616","0.552978515625","0.552978515625","0.552978515625"
"9633","0.551513671875","0.551513671875","0.551513671875"
"9668","0.552001953125","0.552001953125","0.552001953125"
"9751","0.55029296875","0.55029296875","0.55029296875"
"9754","0.54736328125","0.54736328125","0.54736328125"
"9789","0.545166015625","0.545166015625","0.545166015625"
"9836","0.54736328125","0.54736328125","0.54736328125"
"9852","0.56640625","0.56640625","0.56640625"
"9883","0.542724609375","0.542724609375","0.542724609375"
"9909","0.553466796875","0.553466796875","0.553466796875"
"9933","0.554931640625","0.554931640625","0.554931640625"
"10029","0.554443359375","0.554443359375","0.554443359375"
"10075","0.566162109375","0.566162109375","0.566162109375"
"10097","0.561767578125","0.561767578125","0.561767578125"
"10104","0.557861328125","0.557861328125","0.557861328125"
"10105","0.56396484375","0.56396484375","0.56396484375"
"10106","0.5634765625","0.5634765625","0.5634765625"
"10152","0.55322265625","0.55322265625","0.55322265625"
"10159","0.555419921875","0.555419921875","0.555419921875"
"10163","0.564453125","0.564453125","0.564453125"
"10166","0.54931640625","0.54931640625","0.54931640625"
"10184","0.55810546875","0.55810546875","0.55810546875"
"10209","0.5634765625","0.5634765625","0.5634765625"
"10228","0.556884765625","0.556884765625","0.556884765625"
"10237","0.54345703125","0.54345703125","0.54345703125"
"10248","0.55322265625","0.55322265625","0.55322265625"
"10268","0.552734375","0.552734375","0.552734375"
"10290","0.55908203125","0.55908203125","0.55908203125"
"10353","0.554443359375","0.554443359375","0.554443359375"
"10380","0.552734375","0.552734375","0.552734375"
"10453","0.55419921875","0.55419921875","0.55419921875"
"10469","0.55029296875","0.55029296875","0.55029296875"
"10524","0.54931640625","0.54931640625","0.54931640625"
"10564","0.553955078125","0.553955078125","0.553955078125"
"10606","0.552734375","0.552734375","0.552734375"
"10662","0.56396484375","0.56396484375","0.56396484375"
"10773","0.556640625","0.556640625","0.556640625"
"10785","0.559326171875","0.559326171875","0.559326171875"
"10896","0.564697265625","0.564697265625","0.564697265625"
"10931","0.55517578125","0.55517578125","0.55517578125"
"10949","0.562255859375","0.562255859375","0.562255859375"
"10979","0.5556640625","0.5556640625","0.5556640625"
"10983","0.553466796875","0.553466796875","0.553466796875"
"10984","0.5595703125","0.5595703125","0.5595703125"
"11066","0.56494140625","0.56494140625","0.56494140625"
"11074","0.56396484375","0.56396484375","0.56396484375"
"11123","0.562744140625","0.562744140625","0.562744140625"
"11133","0.555419921875","0.555419921875","0.555419921875"
"11160","0.55859375","0.55859375","0.55859375"
"11161","0.55908203125","0.55908203125","0.55908203125"
"11182","0.556640625","0.556640625","0.556640625"
"11258","0.5439453125","0.5439453125","0.5439453125"
"11277","0.56884765625","0.56884765625","0.56884765625"
"11300","0.5458984375","0.5458984375","0.5458984375"
"11305","0.55517578125","0.55517578125","0.55517578125"
"11309","0.55029296875","0.55029296875","0.55029296875"
"11315","0.552978515625","0.552978515625","0.552978515625"
"11354","0.556884765625","0.556884765625","0.556884765625"
"11373","0.564453125","0.564453125","0.564453125"
"11465","0.5478515625","0.5478515625","0.5478515625"
"11518","0.551513671875","0.551513671875","0.551513671875"
"11529","0.54345703125","0.54345703125","0.54345703125"
"11531","0.560791015625","0.560791015625","0.560791015625"
"11551","0.56640625","0.56640625","0.56640625"
"11590","0.55517578125","0.55517578125","0.55517578125"
"11594","0.55615234375","0.55615234375","0.55615234375"
"11629","0.56201171875","0.56201171875","0.56201171875"
"11632","0.554931640625","0.554931640625","0.554931640625"
"11647","0.560302734375","0.560302734375","0.560302734375"
"11669","0.552978515625","0.552978515625","0.552978515625"
"11672","0.560302734375","0.560302734375","0.560302734375"
"11742","0.548095703125","0.548095703125","0.548095703125"
"11939","0.56689453125","0.56689453125","0.56689453125"
"12048","0.552001953125","0.552001953125","0.552001953125"
"12069","0.564697265625","0.564697265625","0.564697265625"
"12084","0.564697265625","0.564697265625","0.564697265625"
"12119","0.55126953125","0.55126953125","0.55126953125"
"12176","0.56005859375","0.56005859375","0.56005859375"
"12188","0.56103515625","0.56103515625","0.56103515625"
"12242","0.546630859375","0.546630859375","0.546630859375"
"12388","0.562255859375","0.562255859375","0.562255859375"
"12410","0.5546875","0.5546875","0.5546875"
"12497","0.56787109375","0.56787109375","0.56787109375"
"12501","0.548828125","0.548828125","0.548828125"
"12525","0.559814453125","0.559814453125","0.559814453125"
"12532","0.56884765625","0.56884765625","0.56884765625"
"12566","0.559326171875","0.559326171875","0.559326171875"
"12601","0.54931640625","0.54931640625","0.54931640625"
"12642","0.568359375","0.568359375","0.568359375"
"12662","0.552978515625","0.552978515625","0.552978515625"
"12675","0.565673828125","0.565673828125","0.565673828125"
"12731","0.572998046875","0.572998046875","0.572998046875"
"12806","0.561767578125","0.561767578125","0.561767578125"
"12808","0.552734375","0.552734375","0.552734375"
"12819","0.560791015625","0.560791015625","0.560791015625"
"12841","0.569091796875","0.569091796875","0.569091796875"
"12929","0.568359375","0.568359375","0.568359375"
"12931","0.562255859375","0.562255859375","0.562255859375"
"12965","0.572509765625","0.572509765625","0.572509765625"
"12971","0.56884765625","0.56884765625","0.56884765625"
"13001","0.569580078125","0.569580078125","0.569580078125"
"13015","0.5556640625","0.5556640625","0.5556640625"
"13038","0.56396484375","0.56396484375","0.56396484375"
"13113","0.55224609375","0.55224609375","0.55224609375"
"13115","0.5556640625","0.5556640625","0.5556640625"
"13138","0.560546875","0.560546875","0.560546875"
"13174","0.56201171875","0.56201171875","0.56201171875"
"13176","0.563720703125","0.563720703125","0.563720703125"
"13278","0.567138671875","0.567138671875","0.567138671875"
"13299","0.5634765625","0.5634765625","0.5634765625"
"13321","0.56591796875","0.56591796875","0.56591796875"
"13332","0.556396484375","0.556396484375","0.556396484375"
"13336","0.5751953125","0.5751953125","0.5751953125"
"13340","0.56591796875","0.56591796875","0.56591796875"
"13388","0.5625","0.5625","0.5625"
"13456","0.565673828125","0.565673828125","0.565673828125"
"13493","0.55517578125","0.55517578125","0.55517578125"
"13498","0.57080078125","0.57080078125","0.57080078125"
"13500","0.55615234375","0.55615234375","0.55615234375"
"13513","0.56494140625","0.56494140625","0.56494140625"
"13514","0.569580078125","0.569580078125","0.569580078125"
"13542","0.5615234375","0.5615234375","0.5615234375"
"13563","0.568359375","0.568359375","0.568359375"
"13566","0.5595703125","0.5595703125","0.5595703125"
"13586","0.572021484375","0.572021484375","0.572021484375"
"13590","0.562744140625","0.562744140625","0.562744140625"
"13603","0.562255859375","0.562255859375","0.562255859375"
"13708","0.552490234375","0.552490234375","0.552490234375"
"13821","0.56201171875","0.56201171875","0.56201171875"
"13853","0.551513671875","0.551513671875","0.551513671875"
"13900","0.5634765625","0.5634765625","0.5634765625"
"13948","0.567626953125","0.567626953125","0.567626953125"
"13957","0.552978515625","0.552978515625","0.552978515625"
"13999","0.565673828125","0.565673828125","0.565673828125"
"14018","0.56201171875","0.56201171875","0.56201171875"
"14049","0.563720703125","0.563720703125","0.563720703125"
"14079","0.5693359375","0.5693359375","0.5693359375"
"14090","0.570556640625","0.570556640625","0.570556640625"
"14096","0.560791015625","0.560791015625","0.560791015625"
"14130","0.55322265625","0.55322265625","0.55322265625"
"14141","0.57373046875","0.57373046875","0.57373046875"
"14169","0.55908203125","0.55908203125","0.55908203125"
"14177","0.5615234375","0.5615234375","0.5615234375"
"14207","0.55517578125","0.55517578125","0.55517578125"
"14246","0.54736328125","0.54736328125","0.54736328125"
"14291","0.562255859375","0.562255859375","0.562255859375"
"14298","0.5771484375","0.5771484375","0.5771484375"
"14379","0.561767578125","0.561767578125","0.561767578125"
"14418","0.5791015625","0.5791015625","0.5791015625"
"14439","0.5595703125","0.5595703125","0.5595703125"
"14461","0.567138671875","0.567138671875","0.567138671875"
"14482","0.572509765625","0.572509765625","0.572509765625"
"14484","0.5712890625","0.5712890625","0.5712890625"
"14567","0.561279296875","0.561279296875","0.561279296875"
"14646","0.565673828125","0.565673828125","0.565673828125"
"14663","0.570556640625","0.570556640625","0.570556640625"
"14667","0.5634765625","0.5634765625","0.5634765625"
"14687","0.5615234375","0.5615234375","0.5615234375"
"14708","0.560546875","0.560546875","0.560546875"
"14723","0.553466796875","0.553466796875","0.553466796875"
"14724","0.568359375","0.568359375","0.568359375"
"14733","0.565185546875","0.565185546875","0.565185546875"
"14736","0.57275390625","0.57275390625","0.57275390625"
"14782","0.56787109375","0.56787109375","0.56787109375"
"14825","0.57763671875","0.57763671875","0.57763671875"
"14869","0.566162109375","0.566162109375","0.566162109375"
"14884","0.564697265625","0.564697265625","0.564697265625"
"14924","0.55712890625","0.55712890625","0.55712890625"
"14928","0.562744140625","0.562744140625","0.562744140625"
"14931","0.566162109375","0.566162109375","0.566162109375"
"15003","0.561767578125","0.561767578125","0.561767578125"
"15013","0.55712890625","0.55712890625","0.55712890625"
"15020","0.551513671875","0.551513671875","0.551513671875"
"15098","0.572509765625","0.572509765625","0.572509765625"
"15131","0.562744140625","0.562744140625","0.562744140625"
"15139","0.560546875","0.560546875","0.560546875"
"15150","0.552001953125","0.552001953125","0.552001953125"
"15164","0.5712890625","0.5712890625","0.5712890625"
"15218","0.5595703125","0.5595703125","0.5595703125"
"15242","0.565673828125","0.565673828125","0.565673828125"
"15244","0.571044921875","0.571044921875","0.571044921875"
"15260","0.546142578125","0.546142578125","0.546142578125"
"15282","0.560546875","0.560546875","0.560546875"
"15309","0.559326171875","0.559326171875","0.559326171875"
"15385","0.560302734375","0.560302734375","0.560302734375"
"15421","0.560791015625","0.560791015625","0.560791015625"
"15443","0.558349609375","0.558349609375","0.558349609375"
"15459","0.57080078125","0.57080078125","0.57080078125"
"15467","0.56982421875","0.56982421875","0.56982421875"
"15475","0.555419921875","0.555419921875","0.555419921875"
"15516","0.57275390625","0.57275390625","0.57275390625"
"15583","0.558349609375","0.558349609375","0.558349609375"
"15619","0.56201171875","0.56201171875","0.56201171875"
"15643","0.556884765625","0.556884765625","0.556884765625"
"15645","0.560302734375","0.560302734375","0.560302734375"
"15691","0.556884765625","0.556884765625","0.556884765625"
"15692","0.561767578125","0.561767578125","0.561767578125"
"15735","0.564208984375","0.564208984375","0.564208984375"
"15746","0.560791015625","0.560791015625","0.560791015625"
"15748","0.5654296875","0.5654296875","0.5654296875"
"15804","0.566162109375","0.566162109375","0.566162109375"
"15818","0.570068359375","0.570068359375","0.570068359375"
"15826","0.555908203125","0.555908203125","0.555908203125"
"15844","0.551025390625","0.551025390625","0.551025390625"
"15878","0.571533203125","0.571533203125","0.571533203125"
"15888","0.55859375","0.55859375","0.55859375"
"15890","0.56005859375","0.56005859375","0.56005859375"
"15898","0.56591796875","0.56591796875","0.56591796875"
"15918","0.56787109375","0.56787109375","0.56787109375"
"15923","0.5791015625","0.5791015625","0.5791015625"
"15941","0.574462890625","0.574462890625","0.574462890625"
"15954","0.568603515625","0.568603515625","0.568603515625"
"15975","0.564697265625","0.564697265625","0.564697265625"
"16051","0.573974609375","0.573974609375","0.573974609375"
"16117","0.573486328125","0.573486328125","0.573486328125"
"16145","0.5673828125","0.5673828125","0.5673828125"
"16183","0.568115234375","0.568115234375","0.568115234375"
"16193","0.566650390625","0.566650390625","0.566650390625"
"16223","0.564208984375","0.564208984375","0.564208984375"
"16308","0.572509765625","0.572509765625","0.572509765625"
"16314","0.57080078125","0.57080078125","0.57080078125"
"16348","0.5615234375","0.5615234375","0.5615234375"
"16352","0.555908203125","0.555908203125","0.555908203125"
"16483","0.566162109375","0.566162109375","0.566162109375"
"16529","0.569091796875","0.569091796875","0.569091796875"
"16540","0.558349609375","0.558349609375","0.558349609375"
"16541","0.56884765625","0.56884765625","0.56884765625"
"16544","0.57275390625","0.57275390625","0.57275390625"
"16556","0.56298828125","0.56298828125","0.56298828125"
"16617","0.57568359375","0.57568359375","0.57568359375"
"16621","0.568115234375","0.568115234375","0.568115234375"
"16623","0.5634765625","0.5634765625","0.5634765625"
"16628","0.574951171875","0.574951171875","0.574951171875"
"16649","0.560302734375","0.560302734375","0.560302734375"
