"Step","State: finished - Train/Losses","State: finished - Train/Losses__MIN","State: finished - Train/Losses__MAX"
"3091","0.6478559970855713","0.6478559970855713","0.6478559970855713"
"3096","0.6504195928573608","0.6504195928573608","0.6504195928573608"
"3117","0.6492874026298523","0.6492874026298523","0.6492874026298523"
"3124","0.6492389440536499","0.6492389440536499","0.6492389440536499"
"3163","0.6482471227645874","0.6482471227645874","0.6482471227645874"
"3167","0.6483489274978638","0.6483489274978638","0.6483489274978638"
"3273","0.6449939608573914","0.6449939608573914","0.6449939608573914"
"3306","0.6462922692298889","0.6462922692298889","0.6462922692298889"
"3335","0.6450369358062744","0.6450369358062744","0.6450369358062744"
"3341","0.6463244557380676","0.6463244557380676","0.6463244557380676"
"3372","0.645448625087738","0.645448625087738","0.645448625087738"
"3417","0.6459537744522095","0.6459537744522095","0.6459537744522095"
"3444","0.6447299718856812","0.6447299718856812","0.6447299718856812"
"3528","0.6459978818893433","0.6459978818893433","0.6459978818893433"
"3563","0.6448826193809509","0.6448826193809509","0.6448826193809509"
"3595","0.6435922980308533","0.6435922980308533","0.6435922980308533"
"3602","0.6443177461624146","0.6443177461624146","0.6443177461624146"
"3610","0.6451711654663086","0.6451711654663086","0.6451711654663086"
"3656","0.6444119811058044","0.6444119811058044","0.6444119811058044"
"3673","0.6445722579956055","0.6445722579956055","0.6445722579956055"
"3740","0.645117461681366","0.645117461681366","0.645117461681366"
"3749","0.6426197290420532","0.6426197290420532","0.6426197290420532"
"3758","0.6408512592315674","0.6408512592315674","0.6408512592315674"
"3794","0.6427206993103027","0.6427206993103027","0.6427206993103027"
"3803","0.6442996263504028","0.6442996263504028","0.6442996263504028"
"3836","0.6428055763244629","0.6428055763244629","0.6428055763244629"
"3857","0.6427838206291199","0.6427838206291199","0.6427838206291199"
"3871","0.6421972513198853","0.6421972513198853","0.6421972513198853"
"3878","0.6436343789100647","0.6436343789100647","0.6436343789100647"
"3887","0.6423166990280151","0.6423166990280151","0.6423166990280151"
"3892","0.6444156765937805","0.6444156765937805","0.6444156765937805"
"3921","0.6421627402305603","0.6421627402305603","0.6421627402305603"
"4016","0.6421852111816406","0.6421852111816406","0.6421852111816406"
"4032","0.64345383644104","0.64345383644104","0.64345383644104"
"4054","0.6432828903198242","0.6432828903198242","0.6432828903198242"
"4101","0.6428651213645935","0.6428651213645935","0.6428651213645935"
"4162","0.641122579574585","0.641122579574585","0.641122579574585"
"4163","0.641042947769165","0.641042947769165","0.641042947769165"
"4175","0.6414279937744141","0.6414279937744141","0.6414279937744141"
"4213","0.6415654420852661","0.6415654420852661","0.6415654420852661"
"4281","0.6427441835403442","0.6427441835403442","0.6427441835403442"
"4337","0.6393920183181763","0.6393920183181763","0.6393920183181763"
"4369","0.6423361301422119","0.6423361301422119","0.6423361301422119"
"4402","0.6419402360916138","0.6419402360916138","0.6419402360916138"
"4420","0.641700267791748","0.641700267791748","0.641700267791748"
"4424","0.6403306722640991","0.6403306722640991","0.6403306722640991"
"4425","0.6409891843795776","0.6409891843795776","0.6409891843795776"
"4453","0.6414958834648132","0.6414958834648132","0.6414958834648132"
"4487","0.6404197812080383","0.6404197812080383","0.6404197812080383"
"4489","0.6417995095252991","0.6417995095252991","0.6417995095252991"
"4527","0.6417345404624939","0.6417345404624939","0.6417345404624939"
"4609","0.6398986577987671","0.6398986577987671","0.6398986577987671"
"4631","0.6399613618850708","0.6399613618850708","0.6399613618850708"
"4648","0.6414836049079895","0.6414836049079895","0.6414836049079895"
"4651","0.640820324420929","0.640820324420929","0.640820324420929"
"4666","0.6397896409034729","0.6397896409034729","0.6397896409034729"
"4672","0.639833927154541","0.639833927154541","0.639833927154541"
"4890","0.6384401321411133","0.6384401321411133","0.6384401321411133"
"4935","0.6386829614639282","0.6386829614639282","0.6386829614639282"
"5035","0.6370642781257629","0.6370642781257629","0.6370642781257629"
"5038","0.6386984586715698","0.6386984586715698","0.6386984586715698"
"5041","0.6383300423622131","0.6383300423622131","0.6383300423622131"
"5076","0.638416588306427","0.638416588306427","0.638416588306427"
"5140","0.6394844055175781","0.6394844055175781","0.6394844055175781"
"5164","0.6387016773223877","0.6387016773223877","0.6387016773223877"
"5168","0.638038694858551","0.638038694858551","0.638038694858551"
"5218","0.638854444026947","0.638854444026947","0.638854444026947"
"5248","0.6376668214797974","0.6376668214797974","0.6376668214797974"
"5266","0.6352865099906921","0.6352865099906921","0.6352865099906921"
"5294","0.6359178423881531","0.6359178423881531","0.6359178423881531"
"5313","0.6368128657341003","0.6368128657341003","0.6368128657341003"
"5327","0.6362009048461914","0.6362009048461914","0.6362009048461914"
"5348","0.6367911100387573","0.6367911100387573","0.6367911100387573"
"5360","0.6364834904670715","0.6364834904670715","0.6364834904670715"
"5369","0.6358175277709961","0.6358175277709961","0.6358175277709961"
"5388","0.6359865069389343","0.6359865069389343","0.6359865069389343"
"5396","0.6383973360061646","0.6383973360061646","0.6383973360061646"
"5438","0.6336721777915955","0.6336721777915955","0.6336721777915955"
"5483","0.6350189447402954","0.6350189447402954","0.6350189447402954"
"5570","0.6337271928787231","0.6337271928787231","0.6337271928787231"
"5581","0.633601188659668","0.633601188659668","0.633601188659668"
"5593","0.6341831684112549","0.6341831684112549","0.6341831684112549"
"5596","0.6349811553955078","0.6349811553955078","0.6349811553955078"
"5604","0.6338501572608948","0.6338501572608948","0.6338501572608948"
"5661","0.6357296705245972","0.6357296705245972","0.6357296705245972"
"5714","0.6344456076622009","0.6344456076622009","0.6344456076622009"
"5741","0.6321687698364258","0.6321687698364258","0.6321687698364258"
"5769","0.6345381736755371","0.6345381736755371","0.6345381736755371"
"5773","0.635272204875946","0.635272204875946","0.635272204875946"
"5824","0.6343762874603271","0.6343762874603271","0.6343762874603271"
"5847","0.6344279050827026","0.6344279050827026","0.6344279050827026"
"5937","0.6342979669570923","0.6342979669570923","0.6342979669570923"
"5947","0.6330386400222778","0.6330386400222778","0.6330386400222778"
"5956","0.6336158514022827","0.6336158514022827","0.6336158514022827"
"5972","0.6330472230911255","0.6330472230911255","0.6330472230911255"
"6007","0.6321335434913635","0.6321335434913635","0.6321335434913635"
"6023","0.6325418949127197","0.6325418949127197","0.6325418949127197"
"6087","0.6307514309883118","0.6307514309883118","0.6307514309883118"
"6089","0.6323792338371277","0.6323792338371277","0.6323792338371277"
"6125","0.6318367123603821","0.6318367123603821","0.6318367123603821"
"6196","0.6323320865631104","0.6323320865631104","0.6323320865631104"
"6221","0.6331325769424438","0.6331325769424438","0.6331325769424438"
"6232","0.631010890007019","0.631010890007019","0.631010890007019"
"6297","0.6311820149421692","0.6311820149421692","0.6311820149421692"
"6312","0.6307600140571594","0.6307600140571594","0.6307600140571594"
"6318","0.6303964853286743","0.6303964853286743","0.6303964853286743"
"6322","0.6327347755432129","0.6327347755432129","0.6327347755432129"
"6334","0.63158118724823","0.63158118724823","0.63158118724823"
"6357","0.6302036046981812","0.6302036046981812","0.6302036046981812"
"6440","0.6300569176673889","0.6300569176673889","0.6300569176673889"
"6442","0.631572961807251","0.631572961807251","0.631572961807251"
"6447","0.6299918293952942","0.6299918293952942","0.6299918293952942"
"6455","0.6321147680282593","0.6321147680282593","0.6321147680282593"
"6484","0.6304423809051514","0.6304423809051514","0.6304423809051514"
"6534","0.631904661655426","0.631904661655426","0.631904661655426"
"6552","0.6314787864685059","0.6314787864685059","0.6314787864685059"
"6603","0.6306791305541992","0.6306791305541992","0.6306791305541992"
"6644","0.6308915019035339","0.6308915019035339","0.6308915019035339"
"6659","0.6299057006835938","0.6299057006835938","0.6299057006835938"
"6673","0.6312729120254517","0.6312729120254517","0.6312729120254517"
"6676","0.6330348253250122","0.6330348253250122","0.6330348253250122"
"6691","0.6311745643615723","0.6311745643615723","0.6311745643615723"
"6695","0.6310689449310303","0.6310689449310303","0.6310689449310303"
"6759","0.6299824714660645","0.6299824714660645","0.6299824714660645"
"6763","0.6305843591690063","0.6305843591690063","0.6305843591690063"
"6782","0.6298419833183289","0.6298419833183289","0.6298419833183289"
"6828","0.6334277987480164","0.6334277987480164","0.6334277987480164"
"6955","0.629559338092804","0.629559338092804","0.629559338092804"
"6973","0.6307024955749512","0.6307024955749512","0.6307024955749512"
"7004","0.6318609714508057","0.6318609714508057","0.6318609714508057"
"7077","0.6308915615081787","0.6308915615081787","0.6308915615081787"
"7112","0.6310480237007141","0.6310480237007141","0.6310480237007141"
"7212","0.6297152042388916","0.6297152042388916","0.6297152042388916"
"7238","0.6303925514221191","0.6303925514221191","0.6303925514221191"
"7248","0.6301014423370361","0.6301014423370361","0.6301014423370361"
"7275","0.6318612098693848","0.6318612098693848","0.6318612098693848"
"7299","0.6328833699226379","0.6328833699226379","0.6328833699226379"
"7301","0.6295995712280273","0.6295995712280273","0.6295995712280273"
"7357","0.6299563050270081","0.6299563050270081","0.6299563050270081"
"7390","0.6305442452430725","0.6305442452430725","0.6305442452430725"
"7431","0.6300285458564758","0.6300285458564758","0.6300285458564758"
"7498","0.6313460469245911","0.6313460469245911","0.6313460469245911"
"7566","0.6307359933853149","0.6307359933853149","0.6307359933853149"
"7600","0.630913257598877","0.630913257598877","0.630913257598877"
"7614","0.6286653280258179","0.6286653280258179","0.6286653280258179"
"7621","0.629605233669281","0.629605233669281","0.629605233669281"
"7661","0.6292611360549927","0.6292611360549927","0.6292611360549927"
"7670","0.630363404750824","0.630363404750824","0.630363404750824"
"7710","0.6302995085716248","0.6302995085716248","0.6302995085716248"
"7717","0.6300347447395325","0.6300347447395325","0.6300347447395325"
"7776","0.6286917924880981","0.6286917924880981","0.6286917924880981"
"7843","0.6277865171432495","0.6277865171432495","0.6277865171432495"
"7871","0.6289046406745911","0.6289046406745911","0.6289046406745911"
"7901","0.6310518980026245","0.6310518980026245","0.6310518980026245"
"7908","0.6290446519851685","0.6290446519851685","0.6290446519851685"
"7917","0.6271688938140869","0.6271688938140869","0.6271688938140869"
"7967","0.6297632455825806","0.6297632455825806","0.6297632455825806"
"7992","0.6290261745452881","0.6290261745452881","0.6290261745452881"
"8018","0.628409206867218","0.628409206867218","0.628409206867218"
"8050","0.6301475763320923","0.6301475763320923","0.6301475763320923"
"8090","0.6291639804840088","0.6291639804840088","0.6291639804840088"
"8151","0.6291970014572144","0.6291970014572144","0.6291970014572144"
"8166","0.6271713376045227","0.6271713376045227","0.6271713376045227"
"8231","0.6282892227172852","0.6282892227172852","0.6282892227172852"
"8235","0.6278778910636902","0.6278778910636902","0.6278778910636902"
"8240","0.6308265924453735","0.6308265924453735","0.6308265924453735"
"8260","0.6279700994491577","0.6279700994491577","0.6279700994491577"
"8287","0.6291301250457764","0.6291301250457764","0.6291301250457764"
"8307","0.6292071342468262","0.6292071342468262","0.6292071342468262"
"8318","0.6292408108711243","0.6292408108711243","0.6292408108711243"
"8330","0.6282874345779419","0.6282874345779419","0.6282874345779419"
"8331","0.629152774810791","0.629152774810791","0.629152774810791"
"8334","0.6286085844039917","0.6286085844039917","0.6286085844039917"
"8336","0.6301724910736084","0.6301724910736084","0.6301724910736084"
"8372","0.6283876299858093","0.6283876299858093","0.6283876299858093"
"8413","0.6270250082015991","0.6270250082015991","0.6270250082015991"
"8425","0.6278376579284668","0.6278376579284668","0.6278376579284668"
"8467","0.6280019283294678","0.6280019283294678","0.6280019283294678"
"8474","0.6273438334465027","0.6273438334465027","0.6273438334465027"
"8661","0.6257511377334595","0.6257511377334595","0.6257511377334595"
"8906","0.623721718788147","0.623721718788147","0.623721718788147"
"8953","0.6268581748008728","0.6268581748008728","0.6268581748008728"
"8982","0.6254348754882812","0.6254348754882812","0.6254348754882812"
"8983","0.6261903047561646","0.6261903047561646","0.6261903047561646"
"9031","0.6255574822425842","0.6255574822425842","0.6255574822425842"
"9068","0.6253210306167603","0.6253210306167603","0.6253210306167603"
"9141","0.6259027719497681","0.6259027719497681","0.6259027719497681"
"9166","0.624847948551178","0.624847948551178","0.624847948551178"
"9167","0.6231585741043091","0.6231585741043091","0.6231585741043091"
"9197","0.6238658428192139","0.6238658428192139","0.6238658428192139"
"9210","0.6253437995910645","0.6253437995910645","0.6253437995910645"
"9243","0.62237548828125","0.62237548828125","0.62237548828125"
"9303","0.6266173124313354","0.6266173124313354","0.6266173124313354"
"9332","0.6223296523094177","0.6223296523094177","0.6223296523094177"
"9348","0.6241477131843567","0.6241477131843567","0.6241477131843567"
"9394","0.6227215528488159","0.6227215528488159","0.6227215528488159"
"9427","0.6251127123832703","0.6251127123832703","0.6251127123832703"
"9438","0.6218920946121216","0.6218920946121216","0.6218920946121216"
"9447","0.6234035491943359","0.6234035491943359","0.6234035491943359"
"9502","0.6238678693771362","0.6238678693771362","0.6238678693771362"
"9532","0.6214329600334167","0.6214329600334167","0.6214329600334167"
"9605","0.6205587387084961","0.6205587387084961","0.6205587387084961"
"9616","0.6229171752929688","0.6229171752929688","0.6229171752929688"
"9633","0.6233429312705994","0.6233429312705994","0.6233429312705994"
"9668","0.6219795942306519","0.6219795942306519","0.6219795942306519"
"9751","0.6225947737693787","0.6225947737693787","0.6225947737693787"
"9754","0.6224290728569031","0.6224290728569031","0.6224290728569031"
"9789","0.6237832903862","0.6237832903862","0.6237832903862"
"9836","0.6224771738052368","0.6224771738052368","0.6224771738052368"
"9852","0.6196004748344421","0.6196004748344421","0.6196004748344421"
"9883","0.6231764554977417","0.6231764554977417","0.6231764554977417"
"9909","0.6215219497680664","0.6215219497680664","0.6215219497680664"
"9933","0.6205062866210938","0.6205062866210938","0.6205062866210938"
"10029","0.6208488941192627","0.6208488941192627","0.6208488941192627"
"10075","0.6196303963661194","0.6196303963661194","0.6196303963661194"
"10097","0.620966911315918","0.620966911315918","0.620966911315918"
"10104","0.6208338141441345","0.6208338141441345","0.6208338141441345"
"10105","0.6207674741744995","0.6207674741744995","0.6207674741744995"
"10106","0.6199475526809692","0.6199475526809692","0.6199475526809692"
"10152","0.6200445890426636","0.6200445890426636","0.6200445890426636"
"10159","0.6205746531486511","0.6205746531486511","0.6205746531486511"
"10163","0.6199479103088379","0.6199479103088379","0.6199479103088379"
"10166","0.6212533712387085","0.6212533712387085","0.6212533712387085"
"10184","0.6198570728302002","0.6198570728302002","0.6198570728302002"
"10209","0.6195423603057861","0.6195423603057861","0.6195423603057861"
"10228","0.620535671710968","0.620535671710968","0.620535671710968"
"10237","0.6212840676307678","0.6212840676307678","0.6212840676307678"
"10248","0.6215096712112427","0.6215096712112427","0.6215096712112427"
"10268","0.6202896237373352","0.6202896237373352","0.6202896237373352"
"10290","0.6198534965515137","0.6198534965515137","0.6198534965515137"
"10353","0.6189154386520386","0.6189154386520386","0.6189154386520386"
"10380","0.6209216117858887","0.6209216117858887","0.6209216117858887"
"10453","0.6212995052337646","0.6212995052337646","0.6212995052337646"
"10469","0.6211203336715698","0.6211203336715698","0.6211203336715698"
"10524","0.6203298568725586","0.6203298568725586","0.6203298568725586"
"10564","0.6204261779785156","0.6204261779785156","0.6204261779785156"
"10606","0.6211241483688354","0.6211241483688354","0.6211241483688354"
"10662","0.619286835193634","0.619286835193634","0.619286835193634"
"10773","0.6194837689399719","0.6194837689399719","0.6194837689399719"
"10785","0.6198506355285645","0.6198506355285645","0.6198506355285645"
"10896","0.6188758015632629","0.6188758015632629","0.6188758015632629"
"10931","0.6203584671020508","0.6203584671020508","0.6203584671020508"
"10949","0.6183881759643555","0.6183881759643555","0.6183881759643555"
"10979","0.618962824344635","0.618962824344635","0.618962824344635"
"10983","0.6213397979736328","0.6213397979736328","0.6213397979736328"
"10984","0.619017481803894","0.619017481803894","0.619017481803894"
"11066","0.6182602643966675","0.6182602643966675","0.6182602643966675"
"11074","0.6175119280815125","0.6175119280815125","0.6175119280815125"
"11123","0.6184110641479492","0.6184110641479492","0.6184110641479492"
"11133","0.6202595829963684","0.6202595829963684","0.6202595829963684"
"11160","0.6186819076538086","0.6186819076538086","0.6186819076538086"
"11161","0.6185911893844604","0.6185911893844604","0.6185911893844604"
"11182","0.6202185750007629","0.6202185750007629","0.6202185750007629"
"11258","0.6208309531211853","0.6208309531211853","0.6208309531211853"
"11277","0.6171677708625793","0.6171677708625793","0.6171677708625793"
"11300","0.6212446093559265","0.6212446093559265","0.6212446093559265"
"11305","0.6195046305656433","0.6195046305656433","0.6195046305656433"
"11309","0.6200393438339233","0.6200393438339233","0.6200393438339233"
"11315","0.6193184852600098","0.6193184852600098","0.6193184852600098"
"11354","0.6192672252655029","0.6192672252655029","0.6192672252655029"
"11373","0.6192806363105774","0.6192806363105774","0.6192806363105774"
"11465","0.6198087930679321","0.6198087930679321","0.6198087930679321"
"11518","0.6196475625038147","0.6196475625038147","0.6196475625038147"
"11529","0.6202362775802612","0.6202362775802612","0.6202362775802612"
"11531","0.6183212995529175","0.6183212995529175","0.6183212995529175"
"11551","0.6196954250335693","0.6196954250335693","0.6196954250335693"
"11590","0.6195205450057983","0.6195205450057983","0.6195205450057983"
"11594","0.619972825050354","0.619972825050354","0.619972825050354"
"11629","0.618190586566925","0.618190586566925","0.618190586566925"
"11632","0.6189770698547363","0.6189770698547363","0.6189770698547363"
"11647","0.6179882287979126","0.6179882287979126","0.6179882287979126"
"11669","0.6181114912033081","0.6181114912033081","0.6181114912033081"
"11672","0.6186051368713379","0.6186051368713379","0.6186051368713379"
"11742","0.6195508241653442","0.6195508241653442","0.6195508241653442"
"11939","0.6174379587173462","0.6174379587173462","0.6174379587173462"
"12048","0.6191654205322266","0.6191654205322266","0.6191654205322266"
"12069","0.617160439491272","0.617160439491272","0.617160439491272"
"12084","0.6184160709381104","0.6184160709381104","0.6184160709381104"
"12119","0.6193966269493103","0.6193966269493103","0.6193966269493103"
"12176","0.6172646880149841","0.6172646880149841","0.6172646880149841"
"12188","0.6181204319000244","0.6181204319000244","0.6181204319000244"
"12242","0.6182940006256104","0.6182940006256104","0.6182940006256104"
"12388","0.6167684197425842","0.6167684197425842","0.6167684197425842"
"12410","0.6181412935256958","0.6181412935256958","0.6181412935256958"
"12497","0.6162687540054321","0.6162687540054321","0.6162687540054321"
"12501","0.6180062294006348","0.6180062294006348","0.6180062294006348"
"12525","0.6167057156562805","0.6167057156562805","0.6167057156562805"
"12532","0.6167663931846619","0.6167663931846619","0.6167663931846619"
"12566","0.6164563894271851","0.6164563894271851","0.6164563894271851"
"12601","0.618035078048706","0.618035078048706","0.618035078048706"
"12642","0.6143693923950195","0.6143693923950195","0.6143693923950195"
"12662","0.6161733865737915","0.6161733865737915","0.6161733865737915"
"12675","0.6157072186470032","0.6157072186470032","0.6157072186470032"
"12731","0.6141884922981262","0.6141884922981262","0.6141884922981262"
"12806","0.6159182786941528","0.6159182786941528","0.6159182786941528"
"12808","0.617292046546936","0.617292046546936","0.617292046546936"
"12819","0.6160362958908081","0.6160362958908081","0.6160362958908081"
"12841","0.614192008972168","0.614192008972168","0.614192008972168"
"12929","0.6138037443161011","0.6138037443161011","0.6138037443161011"
"12931","0.6164115071296692","0.6164115071296692","0.6164115071296692"
"12965","0.6148175597190857","0.6148175597190857","0.6148175597190857"
"12971","0.613942563533783","0.613942563533783","0.613942563533783"
"13001","0.612678050994873","0.612678050994873","0.612678050994873"
"13015","0.6149427890777588","0.6149427890777588","0.6149427890777588"
"13038","0.6137577295303345","0.6137577295303345","0.6137577295303345"
"13113","0.6147958636283875","0.6147958636283875","0.6147958636283875"
"13115","0.6143627166748047","0.6143627166748047","0.6143627166748047"
"13138","0.6145793795585632","0.6145793795585632","0.6145793795585632"
"13174","0.6139791011810303","0.6139791011810303","0.6139791011810303"
"13176","0.612055778503418","0.612055778503418","0.612055778503418"
"13278","0.6120391488075256","0.6120391488075256","0.6120391488075256"
"13299","0.6123054027557373","0.6123054027557373","0.6123054027557373"
"13321","0.6124367713928223","0.6124367713928223","0.6124367713928223"
"13332","0.6126098036766052","0.6126098036766052","0.6126098036766052"
"13336","0.6107473373413086","0.6107473373413086","0.6107473373413086"
"13340","0.6128036379814148","0.6128036379814148","0.6128036379814148"
"13388","0.6126280426979065","0.6126280426979065","0.6126280426979065"
"13456","0.6104345321655273","0.6104345321655273","0.6104345321655273"
"13493","0.612860918045044","0.612860918045044","0.612860918045044"
"13498","0.6115500926971436","0.6115500926971436","0.6115500926971436"
"13500","0.612359881401062","0.612359881401062","0.612359881401062"
"13513","0.6123278141021729","0.6123278141021729","0.6123278141021729"
"13514","0.6099457144737244","0.6099457144737244","0.6099457144737244"
"13542","0.6121083498001099","0.6121083498001099","0.6121083498001099"
"13563","0.6101638674736023","0.6101638674736023","0.6101638674736023"
"13566","0.612871527671814","0.612871527671814","0.612871527671814"
"13586","0.6105403900146484","0.6105403900146484","0.6105403900146484"
"13590","0.6127256155014038","0.6127256155014038","0.6127256155014038"
"13603","0.611447811126709","0.611447811126709","0.611447811126709"
"13708","0.6131103038787842","0.6131103038787842","0.6131103038787842"
"13821","0.6114985942840576","0.6114985942840576","0.6114985942840576"
"13853","0.6121679544448853","0.6121679544448853","0.6121679544448853"
"13900","0.612000584602356","0.612000584602356","0.612000584602356"
"13948","0.6101202964782715","0.6101202964782715","0.6101202964782715"
"13957","0.6114633083343506","0.6114633083343506","0.6114633083343506"
"13999","0.6103266477584839","0.6103266477584839","0.6103266477584839"
