"Step","skilled-sweep-3 - Train/Accuracies","skilled-sweep-3 - Train/Accuracies__MIN","skilled-sweep-3 - Train/Accuracies__MAX","playful-sweep-2 - Train/Accuracies","playful-sweep-2 - Train/Accuracies__MIN","playful-sweep-2 - Train/Accuracies__MAX","prime-sweep-1 - Train/Accuracies","prime-sweep-1 - Train/Accuracies__MIN","prime-sweep-1 - Train/Accuracies__MAX"
"352","0.516845703125","0.516845703125","0.516845703125","0.52978515625","0.52978515625","0.52978515625","0.5224609375","0.5224609375","0.5224609375"
"388","0.504638671875","0.504638671875","0.504638671875","0.508056640625","0.508056640625","0.508056640625","0.50439453125","0.50439453125","0.50439453125"
"424","0.50341796875","0.50341796875","0.50341796875","0.510498046875","0.510498046875","0.510498046875","0.505126953125","0.505126953125","0.505126953125"
"429","0.510986328125","0.510986328125","0.510986328125","0.50732421875","0.50732421875","0.50732421875","0.50634765625","0.50634765625","0.50634765625"
"476","0.5185546875","0.5185546875","0.5185546875","0.50634765625","0.50634765625","0.50634765625","0.5166015625","0.5166015625","0.5166015625"
"514","0.51513671875","0.51513671875","0.51513671875","0.515625","0.515625","0.515625","0.515380859375","0.515380859375","0.515380859375"
"533","0.513671875","0.513671875","0.513671875","0.50146484375","0.50146484375","0.50146484375","0.50439453125","0.50439453125","0.50439453125"
"585","0.518798828125","0.518798828125","0.518798828125","0.517333984375","0.517333984375","0.517333984375","0.51611328125","0.51611328125","0.51611328125"
"612","0.523193359375","0.523193359375","0.523193359375","0.51904296875","0.51904296875","0.51904296875","0.520263671875","0.520263671875","0.520263671875"
"645","0.5263671875","0.5263671875","0.5263671875","0.52197265625","0.52197265625","0.52197265625","0.520263671875","0.520263671875","0.520263671875"
"651","0.506103515625","0.506103515625","0.506103515625","0.510986328125","0.510986328125","0.510986328125","0.511962890625","0.511962890625","0.511962890625"
"685","0.522705078125","0.522705078125","0.522705078125","0.50634765625","0.50634765625","0.50634765625","0.516845703125","0.516845703125","0.516845703125"
"751","0.50830078125","0.50830078125","0.50830078125","0.507568359375","0.507568359375","0.507568359375","0.502685546875","0.502685546875","0.502685546875"
"762","0.538818359375","0.538818359375","0.538818359375","0.5263671875","0.5263671875","0.5263671875","0.518798828125","0.518798828125","0.518798828125"
"788","0.52587890625","0.52587890625","0.52587890625","0.51220703125","0.51220703125","0.51220703125","0.510986328125","0.510986328125","0.510986328125"
"801","0.521484375","0.521484375","0.521484375","0.51904296875","0.51904296875","0.51904296875","0.521484375","0.521484375","0.521484375"
"806","0.525146484375","0.525146484375","0.525146484375","0.510009765625","0.510009765625","0.510009765625","0.517333984375","0.517333984375","0.517333984375"
"812","0.52685546875","0.52685546875","0.52685546875","0.523681640625","0.523681640625","0.523681640625","0.529296875","0.529296875","0.529296875"
"839","0.533447265625","0.533447265625","0.533447265625","0.53564453125","0.53564453125","0.53564453125","0.538330078125","0.538330078125","0.538330078125"
"884","0.52197265625","0.52197265625","0.52197265625","0.513671875","0.513671875","0.513671875","0.514892578125","0.514892578125","0.514892578125"
"921","0.529052734375","0.529052734375","0.529052734375","0.51806640625","0.51806640625","0.51806640625","0.5185546875","0.5185546875","0.5185546875"
"947","0.5234375","0.5234375","0.5234375","0.51123046875","0.51123046875","0.51123046875","0.514892578125","0.514892578125","0.514892578125"
"961","0.51513671875","0.51513671875","0.51513671875","0.509765625","0.509765625","0.509765625","0.518310546875","0.518310546875","0.518310546875"
"964","0.51611328125","0.51611328125","0.51611328125","0.51904296875","0.51904296875","0.51904296875","0.52392578125","0.52392578125","0.52392578125"
"975","0.52734375","0.52734375","0.52734375","0.52001953125","0.52001953125","0.52001953125","0.528076171875","0.528076171875","0.528076171875"
"990","0.52783203125","0.52783203125","0.52783203125","0.53515625","0.53515625","0.53515625","0.5244140625","0.5244140625","0.5244140625"
"996","0.531005859375","0.531005859375","0.531005859375","0.531005859375","0.531005859375","0.531005859375","0.529541015625","0.529541015625","0.529541015625"
"997","0.521728515625","0.521728515625","0.521728515625","0.51904296875","0.51904296875","0.51904296875","0.519775390625","0.519775390625","0.519775390625"
"1020","0.515625","0.515625","0.515625","0.515869140625","0.515869140625","0.515869140625","0.517333984375","0.517333984375","0.517333984375"
"1049","0.52880859375","0.52880859375","0.52880859375","0.52490234375","0.52490234375","0.52490234375","0.5341796875","0.5341796875","0.5341796875"
"1066","0.529541015625","0.529541015625","0.529541015625","0.524658203125","0.524658203125","0.524658203125","0.529541015625","0.529541015625","0.529541015625"
"1074","0.51953125","0.51953125","0.51953125","0.515380859375","0.515380859375","0.515380859375","0.5185546875","0.5185546875","0.5185546875"
"1103","0.51513671875","0.51513671875","0.51513671875","0.51513671875","0.51513671875","0.51513671875","0.51611328125","0.51611328125","0.51611328125"
"1112","0.52294921875","0.52294921875","0.52294921875","0.51513671875","0.51513671875","0.51513671875","0.526123046875","0.526123046875","0.526123046875"
"1128","0.512939453125","0.512939453125","0.512939453125","0.513916015625","0.513916015625","0.513916015625","0.516845703125","0.516845703125","0.516845703125"
"1130","0.518310546875","0.518310546875","0.518310546875","0.5048828125","0.5048828125","0.5048828125","0.5146484375","0.5146484375","0.5146484375"
"1136","0.53076171875","0.53076171875","0.53076171875","0.5224609375","0.5224609375","0.5224609375","0.5322265625","0.5322265625","0.5322265625"
"1164","0.52783203125","0.52783203125","0.52783203125","0.527587890625","0.527587890625","0.527587890625","0.532958984375","0.532958984375","0.532958984375"
"1167","0.523681640625","0.523681640625","0.523681640625","0.523193359375","0.523193359375","0.523193359375","0.52490234375","0.52490234375","0.52490234375"
"1182","0.525146484375","0.525146484375","0.525146484375","0.5244140625","0.5244140625","0.5244140625","0.518310546875","0.518310546875","0.518310546875"
"1216","0.530029296875","0.530029296875","0.530029296875","0.529296875","0.529296875","0.529296875","0.5205078125","0.5205078125","0.5205078125"
"1232","0.536865234375","0.536865234375","0.536865234375","0.536376953125","0.536376953125","0.536376953125","0.544921875","0.544921875","0.544921875"
"1238","0.5263671875","0.5263671875","0.5263671875","0.524169921875","0.524169921875","0.524169921875","0.528564453125","0.528564453125","0.528564453125"
"1252","0.52685546875","0.52685546875","0.52685546875","0.523193359375","0.523193359375","0.523193359375","0.529541015625","0.529541015625","0.529541015625"
"1268","0.52880859375","0.52880859375","0.52880859375","0.535400390625","0.535400390625","0.535400390625","0.53125","0.53125","0.53125"
"1271","0.5263671875","0.5263671875","0.5263671875","0.511962890625","0.511962890625","0.511962890625","0.522705078125","0.522705078125","0.522705078125"
"1301","0.53173828125","0.53173828125","0.53173828125","0.52734375","0.52734375","0.52734375","0.528564453125","0.528564453125","0.528564453125"
"1351","0.52294921875","0.52294921875","0.52294921875","0.51953125","0.51953125","0.51953125","0.513916015625","0.513916015625","0.513916015625"
"1366","0.52587890625","0.52587890625","0.52587890625","0.513427734375","0.513427734375","0.513427734375","0.523681640625","0.523681640625","0.523681640625"
"1403","0.5205078125","0.5205078125","0.5205078125","0.51806640625","0.51806640625","0.51806640625","0.518310546875","0.518310546875","0.518310546875"
"1408","0.541259765625","0.541259765625","0.541259765625","0.5361328125","0.5361328125","0.5361328125","0.533203125","0.533203125","0.533203125"
"1428","0.53564453125","0.53564453125","0.53564453125","0.529541015625","0.529541015625","0.529541015625","0.5400390625","0.5400390625","0.5400390625"
"1446","0.53271484375","0.53271484375","0.53271484375","0.520263671875","0.520263671875","0.520263671875","0.527587890625","0.527587890625","0.527587890625"
"1447","0.52587890625","0.52587890625","0.52587890625","0.51416015625","0.51416015625","0.51416015625","0.521728515625","0.521728515625","0.521728515625"
"1448","0.529052734375","0.529052734375","0.529052734375","0.521728515625","0.521728515625","0.521728515625","0.519287109375","0.519287109375","0.519287109375"
"1470","0.5341796875","0.5341796875","0.5341796875","0.525146484375","0.525146484375","0.525146484375","0.52734375","0.52734375","0.52734375"
"1501","0.53173828125","0.53173828125","0.53173828125","0.529541015625","0.529541015625","0.529541015625","0.520751953125","0.520751953125","0.520751953125"
"1507","0.5380859375","0.5380859375","0.5380859375","0.521240234375","0.521240234375","0.521240234375","0.5205078125","0.5205078125","0.5205078125"
"1531","0.52392578125","0.52392578125","0.52392578125","0.522216796875","0.522216796875","0.522216796875","0.523681640625","0.523681640625","0.523681640625"
"1576","0.52880859375","0.52880859375","0.52880859375","0.51708984375","0.51708984375","0.51708984375","0.523681640625","0.523681640625","0.523681640625"
"1598","0.535888671875","0.535888671875","0.535888671875","0.537841796875","0.537841796875","0.537841796875","0.539794921875","0.539794921875","0.539794921875"
"1686","0.5546875","0.5546875","0.5546875","0.541259765625","0.541259765625","0.541259765625","0.54931640625","0.54931640625","0.54931640625"
"1702","0.5458984375","0.5458984375","0.5458984375","0.5361328125","0.5361328125","0.5361328125","0.54296875","0.54296875","0.54296875"
"1718","0.5439453125","0.5439453125","0.5439453125","0.540771484375","0.540771484375","0.540771484375","0.53759765625","0.53759765625","0.53759765625"
"1741","0.534423828125","0.534423828125","0.534423828125","0.541259765625","0.541259765625","0.541259765625","0.535888671875","0.535888671875","0.535888671875"
"1760","0.52783203125","0.52783203125","0.52783203125","0.5283203125","0.5283203125","0.5283203125","0.52880859375","0.52880859375","0.52880859375"
"1773","0.537353515625","0.537353515625","0.537353515625","0.527587890625","0.527587890625","0.527587890625","0.528564453125","0.528564453125","0.528564453125"
"1782","0.539794921875","0.539794921875","0.539794921875","0.541748046875","0.541748046875","0.541748046875","0.5419921875","0.5419921875","0.5419921875"
"1792","0.51953125","0.51953125","0.51953125","0.51806640625","0.51806640625","0.51806640625","0.5244140625","0.5244140625","0.5244140625"
"1796","0.53515625","0.53515625","0.53515625","0.529052734375","0.529052734375","0.529052734375","0.541259765625","0.541259765625","0.541259765625"
"1814","0.536865234375","0.536865234375","0.536865234375","0.526611328125","0.526611328125","0.526611328125","0.5322265625","0.5322265625","0.5322265625"
"1821","0.525390625","0.525390625","0.525390625","0.531494140625","0.531494140625","0.531494140625","0.517822265625","0.517822265625","0.517822265625"
"1830","0.534912109375","0.534912109375","0.534912109375","0.52587890625","0.52587890625","0.52587890625","0.528076171875","0.528076171875","0.528076171875"
"1832","0.53173828125","0.53173828125","0.53173828125","0.52587890625","0.52587890625","0.52587890625","0.533935546875","0.533935546875","0.533935546875"
"1833","0.5283203125","0.5283203125","0.5283203125","0.533447265625","0.533447265625","0.533447265625","0.539794921875","0.539794921875","0.539794921875"
"1846","0.533447265625","0.533447265625","0.533447265625","0.52099609375","0.52099609375","0.52099609375","0.529296875","0.529296875","0.529296875"
"1897","0.523681640625","0.523681640625","0.523681640625","0.52490234375","0.52490234375","0.52490234375","0.531982421875","0.531982421875","0.531982421875"
"1933","0.541259765625","0.541259765625","0.541259765625","0.530029296875","0.530029296875","0.530029296875","0.539794921875","0.539794921875","0.539794921875"
"1944","0.543212890625","0.543212890625","0.543212890625","0.5361328125","0.5361328125","0.5361328125","0.529541015625","0.529541015625","0.529541015625"
"1956","0.52392578125","0.52392578125","0.52392578125","0.529541015625","0.529541015625","0.529541015625","0.521728515625","0.521728515625","0.521728515625"
"1985","0.537353515625","0.537353515625","0.537353515625","0.537353515625","0.537353515625","0.537353515625","0.53857421875","0.53857421875","0.53857421875"
"1991","0.5478515625","0.5478515625","0.5478515625","0.541748046875","0.541748046875","0.541748046875","0.53076171875","0.53076171875","0.53076171875"
"2014","0.531982421875","0.531982421875","0.531982421875","0.53515625","0.53515625","0.53515625","0.5263671875","0.5263671875","0.5263671875"
"2028","0.539306640625","0.539306640625","0.539306640625","0.53564453125","0.53564453125","0.53564453125","0.53955078125","0.53955078125","0.53955078125"
"2034","0.55322265625","0.55322265625","0.55322265625","0.531982421875","0.531982421875","0.531982421875","0.534423828125","0.534423828125","0.534423828125"
"2049","0.5322265625","0.5322265625","0.5322265625","0.527099609375","0.527099609375","0.527099609375","0.529541015625","0.529541015625","0.529541015625"
"2068","0.532958984375","0.532958984375","0.532958984375","0.525390625","0.525390625","0.525390625","0.529052734375","0.529052734375","0.529052734375"
"2098","0.53369140625","0.53369140625","0.53369140625","0.525146484375","0.525146484375","0.525146484375","0.527099609375","0.527099609375","0.527099609375"
"2105","0.543701171875","0.543701171875","0.543701171875","0.5458984375","0.5458984375","0.5458984375","0.537841796875","0.537841796875","0.537841796875"
"2143","0.52099609375","0.52099609375","0.52099609375","0.522216796875","0.522216796875","0.522216796875","0.515869140625","0.515869140625","0.515869140625"
"2152","0.527587890625","0.527587890625","0.527587890625","0.521728515625","0.521728515625","0.521728515625","0.518310546875","0.518310546875","0.518310546875"
"2164","0.539306640625","0.539306640625","0.539306640625","0.532470703125","0.532470703125","0.532470703125","0.5205078125","0.5205078125","0.5205078125"
"2171","0.524169921875","0.524169921875","0.524169921875","0.530029296875","0.530029296875","0.530029296875","0.525634765625","0.525634765625","0.525634765625"
"2184","0.53369140625","0.53369140625","0.53369140625","0.53125","0.53125","0.53125","0.527587890625","0.527587890625","0.527587890625"
"2187","0.539306640625","0.539306640625","0.539306640625","0.526123046875","0.526123046875","0.526123046875","0.52880859375","0.52880859375","0.52880859375"
"2189","0.5390625","0.5390625","0.5390625","0.5283203125","0.5283203125","0.5283203125","0.53466796875","0.53466796875","0.53466796875"
"2201","0.540771484375","0.540771484375","0.540771484375","0.540771484375","0.540771484375","0.540771484375","0.54296875","0.54296875","0.54296875"
"2203","0.529541015625","0.529541015625","0.529541015625","0.534423828125","0.534423828125","0.534423828125","0.52197265625","0.52197265625","0.52197265625"
"2213","0.536865234375","0.536865234375","0.536865234375","0.5322265625","0.5322265625","0.5322265625","0.524169921875","0.524169921875","0.524169921875"
"2247","0.537109375","0.537109375","0.537109375","0.534912109375","0.534912109375","0.534912109375","0.530517578125","0.530517578125","0.530517578125"
"2263","0.533203125","0.533203125","0.533203125","0.540771484375","0.540771484375","0.540771484375","0.547119140625","0.547119140625","0.547119140625"
"2272","0.537353515625","0.537353515625","0.537353515625","0.529541015625","0.529541015625","0.529541015625","0.531982421875","0.531982421875","0.531982421875"
"2283","0.525634765625","0.525634765625","0.525634765625","0.530517578125","0.530517578125","0.530517578125","0.528076171875","0.528076171875","0.528076171875"
"2295","0.541748046875","0.541748046875","0.541748046875","0.551513671875","0.551513671875","0.551513671875","0.540771484375","0.540771484375","0.540771484375"
"2302","0.5625","0.5625","0.5625","0.54052734375","0.54052734375","0.54052734375","0.547607421875","0.547607421875","0.547607421875"
"2328","0.5380859375","0.5380859375","0.5380859375","0.5302734375","0.5302734375","0.5302734375","0.536865234375","0.536865234375","0.536865234375"
"2352","0.53662109375","0.53662109375","0.53662109375","0.53466796875","0.53466796875","0.53466796875","0.5341796875","0.5341796875","0.5341796875"
"2378","0.5380859375","0.5380859375","0.5380859375","0.53125","0.53125","0.53125","0.537841796875","0.537841796875","0.537841796875"
"2419","0.52587890625","0.52587890625","0.52587890625","0.52392578125","0.52392578125","0.52392578125","0.523681640625","0.523681640625","0.523681640625"
"2422","0.5380859375","0.5380859375","0.5380859375","0.52587890625","0.52587890625","0.52587890625","0.530517578125","0.530517578125","0.530517578125"
"2428","0.55419921875","0.55419921875","0.55419921875","0.532470703125","0.532470703125","0.532470703125","0.544677734375","0.544677734375","0.544677734375"
"2429","0.533203125","0.533203125","0.533203125","0.5390625","0.5390625","0.5390625","0.5419921875","0.5419921875","0.5419921875"
"2459","0.531494140625","0.531494140625","0.531494140625","0.526123046875","0.526123046875","0.526123046875","0.523681640625","0.523681640625","0.523681640625"
"2533","0.540771484375","0.540771484375","0.540771484375","0.53564453125","0.53564453125","0.53564453125","0.541748046875","0.541748046875","0.541748046875"
"2542","0.528564453125","0.528564453125","0.528564453125","0.5419921875","0.5419921875","0.5419921875","0.535400390625","0.535400390625","0.535400390625"
"2549","0.534912109375","0.534912109375","0.534912109375","0.513671875","0.513671875","0.513671875","0.5185546875","0.5185546875","0.5185546875"
"2563","0.533447265625","0.533447265625","0.533447265625","0.53564453125","0.53564453125","0.53564453125","0.5361328125","0.5361328125","0.5361328125"
"2573","0.548828125","0.548828125","0.548828125","0.547607421875","0.547607421875","0.547607421875","0.548828125","0.548828125","0.548828125"
"2590","0.54052734375","0.54052734375","0.54052734375","0.537841796875","0.537841796875","0.537841796875","0.544189453125","0.544189453125","0.544189453125"
"2624","0.532470703125","0.532470703125","0.532470703125","0.535888671875","0.535888671875","0.535888671875","0.529296875","0.529296875","0.529296875"
"2662","0.53076171875","0.53076171875","0.53076171875","0.5283203125","0.5283203125","0.5283203125","0.535888671875","0.535888671875","0.535888671875"
"2672","0.5400390625","0.5400390625","0.5400390625","0.536376953125","0.536376953125","0.536376953125","0.541748046875","0.541748046875","0.541748046875"
"2707","0.53076171875","0.53076171875","0.53076171875","0.54248046875","0.54248046875","0.54248046875","0.53759765625","0.53759765625","0.53759765625"
"2732","0.52294921875","0.52294921875","0.52294921875","0.526611328125","0.526611328125","0.526611328125","0.533935546875","0.533935546875","0.533935546875"
"2752","0.54150390625","0.54150390625","0.54150390625","0.54638671875","0.54638671875","0.54638671875","0.539794921875","0.539794921875","0.539794921875"
"2815","0.544921875","0.544921875","0.544921875","0.539306640625","0.539306640625","0.539306640625","0.5400390625","0.5400390625","0.5400390625"
"2821","0.542724609375","0.542724609375","0.542724609375","0.542236328125","0.542236328125","0.542236328125","0.549560546875","0.549560546875","0.549560546875"
"2833","0.54296875","0.54296875","0.54296875","0.53369140625","0.53369140625","0.53369140625","0.544189453125","0.544189453125","0.544189453125"
"2836","0.53662109375","0.53662109375","0.53662109375","0.53076171875","0.53076171875","0.53076171875","0.540771484375","0.540771484375","0.540771484375"
"2863","0.54541015625","0.54541015625","0.54541015625","0.544189453125","0.544189453125","0.544189453125","0.54052734375","0.54052734375","0.54052734375"
"2874","0.523681640625","0.523681640625","0.523681640625","0.522705078125","0.522705078125","0.522705078125","0.525634765625","0.525634765625","0.525634765625"
"2902","0.5439453125","0.5439453125","0.5439453125","0.552490234375","0.552490234375","0.552490234375","0.555908203125","0.555908203125","0.555908203125"
"2911","0.530029296875","0.530029296875","0.530029296875","0.53515625","0.53515625","0.53515625","0.52734375","0.52734375","0.52734375"
"2958","0.538818359375","0.538818359375","0.538818359375","0.54541015625","0.54541015625","0.54541015625","0.540771484375","0.540771484375","0.540771484375"
"2975","0.54833984375","0.54833984375","0.54833984375","0.53759765625","0.53759765625","0.53759765625","0.55126953125","0.55126953125","0.55126953125"
"2977","0.53466796875","0.53466796875","0.53466796875","0.53759765625","0.53759765625","0.53759765625","0.534912109375","0.534912109375","0.534912109375"
"2992","0.541015625","0.541015625","0.541015625","0.537353515625","0.537353515625","0.537353515625","0.5390625","0.5390625","0.5390625"
"3003","0.54345703125","0.54345703125","0.54345703125","0.5390625","0.5390625","0.5390625","0.5419921875","0.5419921875","0.5419921875"
"3029","0.547119140625","0.547119140625","0.547119140625","0.538818359375","0.538818359375","0.538818359375","0.5419921875","0.5419921875","0.5419921875"
"3068","0.546630859375","0.546630859375","0.546630859375","0.538330078125","0.538330078125","0.538330078125","0.5478515625","0.5478515625","0.5478515625"
"3073","0.545654296875","0.545654296875","0.545654296875","0.5322265625","0.5322265625","0.5322265625","0.546875","0.546875","0.546875"
"3091","0.547119140625","0.547119140625","0.547119140625","0.552734375","0.552734375","0.552734375","0.54296875","0.54296875","0.54296875"
"3096","0.521728515625","0.521728515625","0.521728515625","0.529541015625","0.529541015625","0.529541015625","0.531982421875","0.531982421875","0.531982421875"
"3117","0.552490234375","0.552490234375","0.552490234375","0.53564453125","0.53564453125","0.53564453125","0.5302734375","0.5302734375","0.5302734375"
"3121","0.548828125","0.548828125","0.548828125","0.542236328125","0.542236328125","0.542236328125","0.534423828125","0.534423828125","0.534423828125"
"3124","0.541748046875","0.541748046875","0.541748046875","0.539794921875","0.539794921875","0.539794921875","0.541259765625","0.541259765625","0.541259765625"
"3163","0.555908203125","0.555908203125","0.555908203125","0.531494140625","0.531494140625","0.531494140625","0.531982421875","0.531982421875","0.531982421875"
"3167","0.5283203125","0.5283203125","0.5283203125","0.543701171875","0.543701171875","0.543701171875","0.53369140625","0.53369140625","0.53369140625"
"3214","0.53955078125","0.53955078125","0.53955078125","0.53662109375","0.53662109375","0.53662109375","0.531982421875","0.531982421875","0.531982421875"
"3215","0.55126953125","0.55126953125","0.55126953125","0.542236328125","0.542236328125","0.542236328125","0.54833984375","0.54833984375","0.54833984375"
"3273","0.565185546875","0.565185546875","0.565185546875","0.5556640625","0.5556640625","0.5556640625","0.54833984375","0.54833984375","0.54833984375"
"3274","0.548583984375","0.548583984375","0.548583984375","0.540283203125","0.540283203125","0.540283203125","0.54443359375","0.54443359375","0.54443359375"
"3306","0.54736328125","0.54736328125","0.54736328125","0.552978515625","0.552978515625","0.552978515625","0.548583984375","0.548583984375","0.548583984375"
"3316","0.54443359375","0.54443359375","0.54443359375","0.542724609375","0.542724609375","0.542724609375","0.547607421875","0.547607421875","0.547607421875"
"3335","0.556884765625","0.556884765625","0.556884765625","0.557861328125","0.557861328125","0.557861328125","0.54345703125","0.54345703125","0.54345703125"
"3341","0.54345703125","0.54345703125","0.54345703125","0.54638671875","0.54638671875","0.54638671875","0.5380859375","0.5380859375","0.5380859375"
"3356","0.537109375","0.537109375","0.537109375","0.533203125","0.533203125","0.533203125","0.536865234375","0.536865234375","0.536865234375"
"3372","0.55859375","0.55859375","0.55859375","0.54150390625","0.54150390625","0.54150390625","0.538330078125","0.538330078125","0.538330078125"
"3417","0.549560546875","0.549560546875","0.549560546875","0.53515625","0.53515625","0.53515625","0.548828125","0.548828125","0.548828125"
"3444","0.5400390625","0.5400390625","0.5400390625","0.54345703125","0.54345703125","0.54345703125","0.535888671875","0.535888671875","0.535888671875"
"3494","0.544189453125","0.544189453125","0.544189453125","0.54052734375","0.54052734375","0.54052734375","0.540283203125","0.540283203125","0.540283203125"
"3506","0.549560546875","0.549560546875","0.549560546875","0.54296875","0.54296875","0.54296875","0.543701171875","0.543701171875","0.543701171875"
"3528","0.53857421875","0.53857421875","0.53857421875","0.52587890625","0.52587890625","0.52587890625","0.534912109375","0.534912109375","0.534912109375"
"3557","0.53759765625","0.53759765625","0.53759765625","0.541259765625","0.541259765625","0.541259765625","0.54931640625","0.54931640625","0.54931640625"
"3563","0.5546875","0.5546875","0.5546875","0.5361328125","0.5361328125","0.5361328125","0.544921875","0.544921875","0.544921875"
"3595","0.543701171875","0.543701171875","0.543701171875","0.529541015625","0.529541015625","0.529541015625","0.540771484375","0.540771484375","0.540771484375"
"3599","0.550537109375","0.550537109375","0.550537109375","0.53759765625","0.53759765625","0.53759765625","0.5400390625","0.5400390625","0.5400390625"
"3602","0.538818359375","0.538818359375","0.538818359375","0.541015625","0.541015625","0.541015625","0.544189453125","0.544189453125","0.544189453125"
"3608","0.555908203125","0.555908203125","0.555908203125","0.54541015625","0.54541015625","0.54541015625","0.55078125","0.55078125","0.55078125"
"3610","0.548583984375","0.548583984375","0.548583984375","0.528076171875","0.528076171875","0.528076171875","0.531494140625","0.531494140625","0.531494140625"
"3656","0.5361328125","0.5361328125","0.5361328125","0.537841796875","0.537841796875","0.537841796875","0.535888671875","0.535888671875","0.535888671875"
"3673","0.548828125","0.548828125","0.548828125","0.53955078125","0.53955078125","0.53955078125","0.5380859375","0.5380859375","0.5380859375"
"3740","0.547607421875","0.547607421875","0.547607421875","0.53125","0.53125","0.53125","0.542724609375","0.542724609375","0.542724609375"
"3749","0.550048828125","0.550048828125","0.550048828125","0.5400390625","0.5400390625","0.5400390625","0.533447265625","0.533447265625","0.533447265625"
"3758","0.557373046875","0.557373046875","0.557373046875","0.55029296875","0.55029296875","0.55029296875","0.55322265625","0.55322265625","0.55322265625"
"3794","0.53759765625","0.53759765625","0.53759765625","0.52294921875","0.52294921875","0.52294921875","0.5400390625","0.5400390625","0.5400390625"
"3803","0.548828125","0.548828125","0.548828125","0.5390625","0.5390625","0.5390625","0.54248046875","0.54248046875","0.54248046875"
"3818","0.544677734375","0.544677734375","0.544677734375","0.555419921875","0.555419921875","0.555419921875","0.55029296875","0.55029296875","0.55029296875"
"3836","0.546630859375","0.546630859375","0.546630859375","0.537841796875","0.537841796875","0.537841796875","0.547119140625","0.547119140625","0.547119140625"
"3857","0.549072265625","0.549072265625","0.549072265625","0.543212890625","0.543212890625","0.543212890625","0.55078125","0.55078125","0.55078125"
"3871","0.547119140625","0.547119140625","0.547119140625","0.538818359375","0.538818359375","0.538818359375","0.539306640625","0.539306640625","0.539306640625"
"3878","0.53662109375","0.53662109375","0.53662109375","0.526123046875","0.526123046875","0.526123046875","0.541748046875","0.541748046875","0.541748046875"
"3887","0.54541015625","0.54541015625","0.54541015625","0.533203125","0.533203125","0.533203125","0.542236328125","0.542236328125","0.542236328125"
