"Step","skilled-sweep-3 - Train/Accuracies final ","skilled-sweep-3 - Train/Accuracies final __MIN","skilled-sweep-3 - Train/Accuracies final __MAX","playful-sweep-2 - Train/Accuracies final ","playful-sweep-2 - Train/Accuracies final __MIN","playful-sweep-2 - Train/Accuracies final __MAX","prime-sweep-1 - Train/Accuracies final ","prime-sweep-1 - Train/Accuracies final __MIN","prime-sweep-1 - Train/Accuracies final __MAX"
"118126","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"118147","0.421875","0.421875","0.421875","0.46875","0.46875","0.46875","0.59375","0.59375","0.59375"
"118180","0.4375","0.4375","0.4375","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"118182","0.5625","0.5625","0.5625","0.453125","0.453125","0.453125","0.59375","0.59375","0.59375"
"118188","0.46875","0.46875","0.46875","0.421875","0.421875","0.421875","0.5","0.5","0.5"
"118237","0.375","0.375","0.375","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375"
"118242","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"118259","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"118261","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625"
"118294","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125"
"118309","0.421875","0.421875","0.421875","0.40625","0.40625","0.40625","0.40625","0.40625","0.40625"
"118312","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125"
"118337","0.484375","0.484375","0.484375","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625"
"118432","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375","0.390625","0.390625","0.390625"
"118433","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875","0.609375","0.609375","0.609375"
"118440","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125"
"118447","0.3125","0.3125","0.3125","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125"
"118452","0.421875","0.421875","0.421875","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"118476","0.390625","0.390625","0.390625","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"118494","0.46875","0.46875","0.46875","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375"
"118506","0.515625","0.515625","0.515625","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"118541","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"118548","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375","0.5","0.5","0.5"
"118561","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"118587","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.578125","0.578125","0.578125"
"118591","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.609375","0.609375","0.609375"
"118617","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375","0.5","0.5","0.5"
"118626","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.40625","0.40625","0.40625"
"118635","0.625","0.625","0.625","0.703125","0.703125","0.703125","0.640625","0.640625","0.640625"
"118639","0.390625","0.390625","0.390625","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"118644","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"118672","0.578125","0.578125","0.578125","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"118674","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625"
"118701","0.625","0.625","0.625","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625"
"118725","0.53125","0.53125","0.53125","0.5","0.5","0.5","0.5","0.5","0.5"
"118745","0.453125","0.453125","0.453125","0.40625","0.40625","0.40625","0.484375","0.484375","0.484375"
"118753","0.546875","0.546875","0.546875","0.578125","0.578125","0.578125","0.609375","0.609375","0.609375"
"118822","0.453125","0.453125","0.453125","0.578125","0.578125","0.578125","0.578125","0.578125","0.578125"
"118835","0.578125","0.578125","0.578125","0.453125","0.453125","0.453125","0.5625","0.5625","0.5625"
"118847","0.515625","0.515625","0.515625","0.5","0.5","0.5","0.546875","0.546875","0.546875"
"118850","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125"
"118875","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125"
"118880","0.53125","0.53125","0.53125","0.5","0.5","0.5","0.546875","0.546875","0.546875"
"118890","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875"
"118914","0.421875","0.421875","0.421875","0.5","0.5","0.5","0.5","0.5","0.5"
"118934","0.453125","0.453125","0.453125","0.5","0.5","0.5","0.546875","0.546875","0.546875"
"118945","0.5","0.5","0.5","0.5","0.5","0.5","0.46875","0.46875","0.46875"
"118966","0.46875","0.46875","0.46875","0.609375","0.609375","0.609375","0.515625","0.515625","0.515625"
"118972","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"119009","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375","0.5","0.5","0.5"
"119022","0.5625","0.5625","0.5625","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625"
"119045","0.640625","0.640625","0.640625","0.578125","0.578125","0.578125","0.5625","0.5625","0.5625"
"119057","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125"
"119063","0.515625","0.515625","0.515625","0.375","0.375","0.375","0.46875","0.46875","0.46875"
"119065","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"119118","0.515625","0.515625","0.515625","0.609375","0.609375","0.609375","0.484375","0.484375","0.484375"
"119138","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"119191","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.59375","0.59375","0.59375"
"119226","0.421875","0.421875","0.421875","0.4375","0.4375","0.4375","0.40625","0.40625","0.40625"
"119229","0.5","0.5","0.5","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625"
"119235","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625"
"119239","0.453125","0.453125","0.453125","0.546875","0.546875","0.546875","0.5","0.5","0.5"
"119242","0.46875","0.46875","0.46875","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"119252","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"119257","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.5625","0.5625","0.5625"
"119292","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"119300","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.625","0.625","0.625"
"119307","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375","0.5625","0.5625","0.5625"
"119314","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875"
"119328","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125","0.359375","0.359375","0.359375"
"119349","0.5","0.5","0.5","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"119384","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"119391","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.421875","0.421875","0.421875"
"119417","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.421875","0.421875","0.421875"
"119419","0.453125","0.453125","0.453125","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125"
"119423","0.546875","0.546875","0.546875","0.4375","0.4375","0.4375","0.421875","0.421875","0.421875"
"119424","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"119427","0.5","0.5","0.5","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"119428","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375","0.625","0.625","0.625"
"119433","0.421875","0.421875","0.421875","0.5","0.5","0.5","0.421875","0.421875","0.421875"
"119488","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"119490","0.34375","0.34375","0.34375","0.453125","0.453125","0.453125","0.390625","0.390625","0.390625"
"119519","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"119567","0.578125","0.578125","0.578125","0.65625","0.65625","0.65625","0.46875","0.46875","0.46875"
"119571","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"119602","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875","0.4375","0.4375","0.4375"
"119605","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"119622","0.640625","0.640625","0.640625","0.578125","0.578125","0.578125","0.5","0.5","0.5"
"119633","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.515625","0.515625","0.515625"
"119647","0.453125","0.453125","0.453125","0.578125","0.578125","0.578125","0.421875","0.421875","0.421875"
"119663","0.4375","0.4375","0.4375","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625"
"119710","0.484375","0.484375","0.484375","0.390625","0.390625","0.390625","0.53125","0.53125","0.53125"
"119713","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125","0.671875","0.671875","0.671875"
"119729","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125","0.390625","0.390625","0.390625"
"119761","0.421875","0.421875","0.421875","0.484375","0.484375","0.484375","0.46875","0.46875","0.46875"
"119802","0.5","0.5","0.5","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"119898","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375"
"119905","0.46875","0.46875","0.46875","0.5625","0.5625","0.5625","0.46875","0.46875","0.46875"
"119907","0.5","0.5","0.5","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"119914","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625","0.640625","0.640625","0.640625"
"119928","0.609375","0.609375","0.609375","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"119937","0.46875","0.46875","0.46875","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"120041","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125"
"120061","0.453125","0.453125","0.453125","0.59375","0.59375","0.59375","0.5","0.5","0.5"
"120077","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.578125","0.578125","0.578125"
"120084","0.5625","0.5625","0.5625","0.40625","0.40625","0.40625","0.359375","0.359375","0.359375"
"120125","0.421875","0.421875","0.421875","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"120129","0.40625","0.40625","0.40625","0.5","0.5","0.5","0.5","0.5","0.5"
"120152","0.421875","0.421875","0.421875","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"120174","0.59375","0.59375","0.59375","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625"
"120194","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125","0.421875","0.421875","0.421875"
"120225","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375","0.5625","0.5625","0.5625"
"120276","0.4375","0.4375","0.4375","0.375","0.375","0.375","0.4375","0.4375","0.4375"
"120338","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625"
"120390","0.46875","0.46875","0.46875","0.421875","0.421875","0.421875","0.515625","0.515625","0.515625"
"120405","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625"
"120411","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"120414","0.390625","0.390625","0.390625","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"120440","0.53125","0.53125","0.53125","0.625","0.625","0.625","0.625","0.625","0.625"
"120455","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375"
"120472","0.453125","0.453125","0.453125","0.5","0.5","0.5","0.5","0.5","0.5"
"120527","0.5","0.5","0.5","0.625","0.625","0.625","0.515625","0.515625","0.515625"
"120561","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875","0.578125","0.578125","0.578125"
"120573","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125","0.546875","0.546875","0.546875"
"120577","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875"
"120587","0.546875","0.546875","0.546875","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125"
"120598","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.5625","0.5625","0.5625"
"120624","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625","0.65625","0.65625","0.65625"
"120647","0.4375","0.4375","0.4375","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625"
"120650","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875"
"120657","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375","0.421875","0.421875","0.421875"
"120662","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875","0.484375","0.484375","0.484375"
"120679","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875"
"120686","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.4375","0.4375","0.4375"
"120738","0.640625","0.640625","0.640625","0.453125","0.453125","0.453125","0.640625","0.640625","0.640625"
"120754","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875"
"120765","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.40625","0.40625","0.40625"
"120769","0.453125","0.453125","0.453125","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"120779","0.609375","0.609375","0.609375","0.484375","0.484375","0.484375","0.546875","0.546875","0.546875"
"120785","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875","0.5","0.5","0.5"
"120793","0.5","0.5","0.5","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375"
"120795","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625"
"120801","0.421875","0.421875","0.421875","0.546875","0.546875","0.546875","0.484375","0.484375","0.484375"
"120809","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.4375","0.4375","0.4375"
"120840","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.59375","0.59375","0.59375"
"120853","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"120854","0.59375","0.59375","0.59375","0.453125","0.453125","0.453125","0.5","0.5","0.5"
"120857","0.453125","0.453125","0.453125","0.421875","0.421875","0.421875","0.484375","0.484375","0.484375"
"120860","0.484375","0.484375","0.484375","0.421875","0.421875","0.421875","0.5","0.5","0.5"
"120873","0.609375","0.609375","0.609375","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"120885","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625"
"120897","0.4375","0.4375","0.4375","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125"
"120906","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"120908","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"120958","0.390625","0.390625","0.390625","0.34375","0.34375","0.34375","0.484375","0.484375","0.484375"
"120969","0.421875","0.421875","0.421875","0.4375","0.4375","0.4375","0.328125","0.328125","0.328125"
"120976","0.5","0.5","0.5","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375"
"120988","0.40625","0.40625","0.40625","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"121011","0.515625","0.515625","0.515625","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"121024","0.53125","0.53125","0.53125","0.640625","0.640625","0.640625","0.53125","0.53125","0.53125"
"121040","0.375","0.375","0.375","0.453125","0.453125","0.453125","0.40625","0.40625","0.40625"
"121042","0.390625","0.390625","0.390625","0.40625","0.40625","0.40625","0.53125","0.53125","0.53125"
"121095","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625","0.53125","0.53125","0.53125"
"121132","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375"
"121170","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"121173","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125","0.390625","0.390625","0.390625"
"121187","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"121188","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375","0.46875","0.46875","0.46875"
"121210","0.5","0.5","0.5","0.5625","0.5625","0.5625","0.453125","0.453125","0.453125"
"121213","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375"
"121222","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375"
"121234","0.515625","0.515625","0.515625","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625"
"121237","0.53125","0.53125","0.53125","0.59375","0.59375","0.59375","0.59375","0.59375","0.59375"
"121241","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625"
"121260","0.484375","0.484375","0.484375","0.46875","0.46875","0.46875","0.59375","0.59375","0.59375"
"121378","0.5","0.5","0.5","0.5","0.5","0.5","0.515625","0.515625","0.515625"
"121391","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875","0.578125","0.578125","0.578125"
"121431","0.46875","0.46875","0.46875","0.40625","0.40625","0.40625","0.359375","0.359375","0.359375"
"121456","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.375","0.375","0.375"
"121465","0.515625","0.515625","0.515625","0.375","0.375","0.375","0.40625","0.40625","0.40625"
"121557","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625"
"121573","0.40625","0.40625","0.40625","0.484375","0.484375","0.484375","0.421875","0.421875","0.421875"
"121580","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"121599","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"121634","0.5625","0.5625","0.5625","0.53125","0.53125","0.53125","0.375","0.375","0.375"
"121643","0.4375","0.4375","0.4375","0.28125","0.28125","0.28125","0.359375","0.359375","0.359375"
"121647","0.53125","0.53125","0.53125","0.5","0.5","0.5","0.390625","0.390625","0.390625"
"121675","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.5","0.5","0.5"
"121696","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625"
"121697","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"121713","0.5625","0.5625","0.5625","0.46875","0.46875","0.46875","0.375","0.375","0.375"
"121750","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875"
"121753","0.4375","0.4375","0.4375","0.578125","0.578125","0.578125","0.59375","0.59375","0.59375"
"121763","0.375","0.375","0.375","0.4375","0.4375","0.4375","0.390625","0.390625","0.390625"
"121769","0.5","0.5","0.5","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875"
"121806","0.484375","0.484375","0.484375","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"121812","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625","0.625","0.625","0.625"
"121867","0.46875","0.46875","0.46875","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"121915","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"121930","0.5","0.5","0.5","0.609375","0.609375","0.609375","0.609375","0.609375","0.609375"
"121938","0.421875","0.421875","0.421875","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625"
"121939","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125","0.5","0.5","0.5"
"121944","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"121948","0.609375","0.609375","0.609375","0.609375","0.609375","0.609375","0.5625","0.5625","0.5625"
"121954","0.390625","0.390625","0.390625","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875"
"121962","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"121987","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"121991","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"122049","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"122111","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"122124","0.5625","0.5625","0.5625","0.359375","0.359375","0.359375","0.515625","0.515625","0.515625"
"122171","0.421875","0.421875","0.421875","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"122180","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375"
"122211","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.5","0.5","0.5"
"122217","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.5","0.5","0.5"
"122229","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125","0.40625","0.40625","0.40625"
"122234","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"122235","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375"
"122245","0.4375","0.4375","0.4375","0.640625","0.640625","0.640625","0.53125","0.53125","0.53125"
"122264","0.40625","0.40625","0.40625","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375"
"122338","0.484375","0.484375","0.484375","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125"
"122340","0.484375","0.484375","0.484375","0.375","0.375","0.375","0.515625","0.515625","0.515625"
"122364","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125"
"122392","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875"
"122402","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375","0.40625","0.40625","0.40625"
"122426","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.578125","0.578125","0.578125"
"122428","0.46875","0.46875","0.46875","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375"
"122473","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125"
"122477","0.390625","0.390625","0.390625","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"122526","0.609375","0.609375","0.609375","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"122538","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875"
"122616","0.4375","0.4375","0.4375","0.59375","0.59375","0.59375","0.5","0.5","0.5"
"122620","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.515625","0.515625","0.515625"
"122624","0.375","0.375","0.375","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"122642","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"122652","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375","0.390625","0.390625","0.390625"
"122661","0.640625","0.640625","0.640625","0.578125","0.578125","0.578125","0.5","0.5","0.5"
"122682","0.421875","0.421875","0.421875","0.484375","0.484375","0.484375","0.5","0.5","0.5"
"122701","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875"
"122709","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375"
"122765","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"122795","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375"
"122819","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"122890","0.5","0.5","0.5","0.546875","0.546875","0.546875","0.5","0.5","0.5"
"122900","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375","0.546875","0.546875","0.546875"
"122902","0.4375","0.4375","0.4375","0.40625","0.40625","0.40625","0.515625","0.515625","0.515625"
"122904","0.4375","0.4375","0.4375","0.609375","0.609375","0.609375","0.515625","0.515625","0.515625"
"122926","0.625","0.625","0.625","0.578125","0.578125","0.578125","0.625","0.625","0.625"
"122938","0.4375","0.4375","0.4375","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875"
"122963","0.390625","0.390625","0.390625","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875"
"122972","0.5625","0.5625","0.5625","0.59375","0.59375","0.59375","0.5625","0.5625","0.5625"
"122978","0.5","0.5","0.5","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"122997","0.4375","0.4375","0.4375","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625"
"123019","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875","0.375","0.375","0.375"
"123029","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"123041","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"123047","0.390625","0.390625","0.390625","0.390625","0.390625","0.390625","0.4375","0.4375","0.4375"
"123064","0.53125","0.53125","0.53125","0.5","0.5","0.5","0.5","0.5","0.5"
"123109","0.46875","0.46875","0.46875","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"123191","0.609375","0.609375","0.609375","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"123204","0.515625","0.515625","0.515625","0.390625","0.390625","0.390625","0.515625","0.515625","0.515625"
"123228","0.40625","0.40625","0.40625","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625"
"123235","0.484375","0.484375","0.484375","0.46875","0.46875","0.46875","0.375","0.375","0.375"
"123276","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.515625","0.515625","0.515625"
"123339","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"123382","0.4375","0.4375","0.4375","0.5","0.5","0.5","0.46875","0.46875","0.46875"
"123385","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"123393","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.6875","0.6875","0.6875"
"123396","0.453125","0.453125","0.453125","0.65625","0.65625","0.65625","0.5625","0.5625","0.5625"
"123417","0.4375","0.4375","0.4375","0.46875","0.46875","0.46875","0.609375","0.609375","0.609375"
"123420","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625","0.359375","0.359375","0.359375"
"123440","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.46875","0.46875","0.46875"
"123442","0.5","0.5","0.5","0.578125","0.578125","0.578125","0.546875","0.546875","0.546875"
"123482","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875","0.4375","0.4375","0.4375"
"123497","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375","0.609375","0.609375","0.609375"
"123500","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375"
"123505","0.578125","0.578125","0.578125","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875"
"123514","0.5","0.5","0.5","0.5","0.5","0.5","0.65625","0.65625","0.65625"
"123529","0.40625","0.40625","0.40625","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"123555","0.5","0.5","0.5","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625"
"123561","0.421875","0.421875","0.421875","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125"
"123574","0.5625","0.5625","0.5625","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125"
