"Step","skilled-sweep-3 - Train/Accuracies final ","skilled-sweep-3 - Train/Accuracies final __MIN","skilled-sweep-3 - Train/Accuracies final __MAX","playful-sweep-2 - Train/Accuracies final ","playful-sweep-2 - Train/Accuracies final __MIN","playful-sweep-2 - Train/Accuracies final __MAX","prime-sweep-1 - Train/Accuracies final ","prime-sweep-1 - Train/Accuracies final __MIN","prime-sweep-1 - Train/Accuracies final __MAX"
"44033","0.578125","0.578125","0.578125","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"44050","0.390625","0.390625","0.390625","0.53125","0.53125","0.53125","0.4375","0.4375","0.4375"
"44075","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"44084","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125"
"44086","0.4375","0.4375","0.4375","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"44093","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375","0.5","0.5","0.5"
"44099","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"44152","0.578125","0.578125","0.578125","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875"
"44172","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375","0.390625","0.390625","0.390625"
"44237","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875","0.4375","0.4375","0.4375"
"44260","0.40625","0.40625","0.40625","0.65625","0.65625","0.65625","0.5","0.5","0.5"
"44271","0.609375","0.609375","0.609375","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125"
"44298","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875"
"44311","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375","0.515625","0.515625","0.515625"
"44364","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875","0.5625","0.5625","0.5625"
"44377","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625","0.375","0.375","0.375"
"44418","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625","0.625","0.625","0.625"
"44426","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"44434","0.484375","0.484375","0.484375","0.5625","0.5625","0.5625","0.5625","0.5625","0.5625"
"44476","0.40625","0.40625","0.40625","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"44489","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"44513","0.390625","0.390625","0.390625","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"44564","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"44584","0.375","0.375","0.375","0.546875","0.546875","0.546875","0.390625","0.390625","0.390625"
"44630","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"44640","0.40625","0.40625","0.40625","0.390625","0.390625","0.390625","0.390625","0.390625","0.390625"
"44647","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"44655","0.484375","0.484375","0.484375","0.390625","0.390625","0.390625","0.578125","0.578125","0.578125"
"44702","0.53125","0.53125","0.53125","0.578125","0.578125","0.578125","0.546875","0.546875","0.546875"
"44704","0.59375","0.59375","0.59375","0.375","0.375","0.375","0.40625","0.40625","0.40625"
"44706","0.53125","0.53125","0.53125","0.578125","0.578125","0.578125","0.515625","0.515625","0.515625"
"44714","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875","0.453125","0.453125","0.453125"
"44728","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375","0.578125","0.578125","0.578125"
"44761","0.40625","0.40625","0.40625","0.5","0.5","0.5","0.578125","0.578125","0.578125"
"44780","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"44800","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625"
"44806","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.34375","0.34375","0.34375"
"44830","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"44917","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625"
"44928","0.5","0.5","0.5","0.53125","0.53125","0.53125","0.40625","0.40625","0.40625"
"44934","0.53125","0.53125","0.53125","0.421875","0.421875","0.421875","0.578125","0.578125","0.578125"
"44941","0.625","0.625","0.625","0.453125","0.453125","0.453125","0.625","0.625","0.625"
"44949","0.46875","0.46875","0.46875","0.40625","0.40625","0.40625","0.40625","0.40625","0.40625"
"44959","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375"
"44965","0.5","0.5","0.5","0.421875","0.421875","0.421875","0.40625","0.40625","0.40625"
"44986","0.5","0.5","0.5","0.4375","0.4375","0.4375","0.53125","0.53125","0.53125"
"44999","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"45001","0.5","0.5","0.5","0.609375","0.609375","0.609375","0.453125","0.453125","0.453125"
"45008","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375","0.5","0.5","0.5"
"45020","0.421875","0.421875","0.421875","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875"
"45024","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125"
"45038","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875","0.390625","0.390625","0.390625"
"45039","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.375","0.375","0.375"
"45049","0.390625","0.390625","0.390625","0.46875","0.46875","0.46875","0.421875","0.421875","0.421875"
"45072","0.40625","0.40625","0.40625","0.421875","0.421875","0.421875","0.515625","0.515625","0.515625"
"45076","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125"
"45112","0.484375","0.484375","0.484375","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125"
"45127","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375","0.53125","0.53125","0.53125"
"45143","0.46875","0.46875","0.46875","0.40625","0.40625","0.40625","0.515625","0.515625","0.515625"
"45164","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"45190","0.5","0.5","0.5","0.609375","0.609375","0.609375","0.578125","0.578125","0.578125"
"45193","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"45199","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375"
"45205","0.59375","0.59375","0.59375","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625"
"45237","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375"
"45276","0.4375","0.4375","0.4375","0.390625","0.390625","0.390625","0.453125","0.453125","0.453125"
"45277","0.546875","0.546875","0.546875","0.421875","0.421875","0.421875","0.53125","0.53125","0.53125"
"45315","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625"
"45331","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125"
"45341","0.484375","0.484375","0.484375","0.578125","0.578125","0.578125","0.609375","0.609375","0.609375"
"45342","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"45401","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"45410","0.515625","0.515625","0.515625","0.5","0.5","0.5","0.5","0.5","0.5"
"45413","0.4375","0.4375","0.4375","0.421875","0.421875","0.421875","0.359375","0.359375","0.359375"
"45423","0.578125","0.578125","0.578125","0.390625","0.390625","0.390625","0.484375","0.484375","0.484375"
"45492","0.578125","0.578125","0.578125","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"45496","0.5","0.5","0.5","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875"
"45497","0.453125","0.453125","0.453125","0.359375","0.359375","0.359375","0.421875","0.421875","0.421875"
"45525","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125","0.578125","0.578125","0.578125"
"45527","0.5625","0.5625","0.5625","0.53125","0.53125","0.53125","0.625","0.625","0.625"
"45532","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125"
"45547","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375","0.359375","0.359375","0.359375"
"45555","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875","0.421875","0.421875","0.421875"
"45584","0.46875","0.46875","0.46875","0.453125","0.453125","0.453125","0.390625","0.390625","0.390625"
"45585","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375","0.4375","0.4375","0.4375"
"45587","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"45608","0.484375","0.484375","0.484375","0.359375","0.359375","0.359375","0.46875","0.46875","0.46875"
"45643","0.46875","0.46875","0.46875","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"45662","0.578125","0.578125","0.578125","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"45706","0.546875","0.546875","0.546875","0.578125","0.578125","0.578125","0.515625","0.515625","0.515625"
"45708","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"45723","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875","0.578125","0.578125","0.578125"
"45729","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"45739","0.546875","0.546875","0.546875","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875"
"45744","0.5","0.5","0.5","0.390625","0.390625","0.390625","0.515625","0.515625","0.515625"
"45749","0.46875","0.46875","0.46875","0.421875","0.421875","0.421875","0.53125","0.53125","0.53125"
"45799","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.546875","0.546875","0.546875"
"45809","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"45814","0.40625","0.40625","0.40625","0.5625","0.5625","0.5625","0.375","0.375","0.375"
"45817","0.484375","0.484375","0.484375","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"45834","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.546875","0.546875","0.546875"
"45855","0.53125","0.53125","0.53125","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"45868","0.609375","0.609375","0.609375","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375"
"45892","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125","0.546875","0.546875","0.546875"
"45923","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.5625","0.5625","0.5625"
"45955","0.546875","0.546875","0.546875","0.59375","0.59375","0.59375","0.546875","0.546875","0.546875"
"45980","0.640625","0.640625","0.640625","0.421875","0.421875","0.421875","0.546875","0.546875","0.546875"
"46002","0.375","0.375","0.375","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"46017","0.40625","0.40625","0.40625","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125"
"46027","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"46048","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875","0.4375","0.4375","0.4375"
"46067","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625"
"46125","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"46148","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375","0.5625","0.5625","0.5625"
"46168","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"46212","0.515625","0.515625","0.515625","0.59375","0.59375","0.59375","0.484375","0.484375","0.484375"
"46242","0.4375","0.4375","0.4375","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875"
"46255","0.515625","0.515625","0.515625","0.375","0.375","0.375","0.421875","0.421875","0.421875"
"46276","0.375","0.375","0.375","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625"
"46279","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375","0.53125","0.53125","0.53125"
"46338","0.5","0.5","0.5","0.5625","0.5625","0.5625","0.59375","0.59375","0.59375"
"46340","0.4375","0.4375","0.4375","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"46367","0.625","0.625","0.625","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"46372","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"46390","0.5625","0.5625","0.5625","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625"
"46400","0.625","0.625","0.625","0.515625","0.515625","0.515625","0.390625","0.390625","0.390625"
"46410","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"46424","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375"
"46425","0.515625","0.515625","0.515625","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"46450","0.484375","0.484375","0.484375","0.359375","0.359375","0.359375","0.40625","0.40625","0.40625"
"46524","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.40625","0.40625","0.40625"
"46525","0.5","0.5","0.5","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"46543","0.390625","0.390625","0.390625","0.484375","0.484375","0.484375","0.5","0.5","0.5"
"46555","0.5","0.5","0.5","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125"
"46559","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"46562","0.4375","0.4375","0.4375","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375"
"46566","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125","0.421875","0.421875","0.421875"
"46626","0.4375","0.4375","0.4375","0.421875","0.421875","0.421875","0.5","0.5","0.5"
"46630","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"46633","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875"
"46690","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.609375","0.609375","0.609375"
"46713","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.5625","0.5625","0.5625"
"46732","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.484375","0.484375","0.484375"
"46756","0.609375","0.609375","0.609375","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"46793","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"46823","0.4375","0.4375","0.4375","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"46830","0.5","0.5","0.5","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"46833","0.53125","0.53125","0.53125","0.609375","0.609375","0.609375","0.4375","0.4375","0.4375"
"46871","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.609375","0.609375","0.609375"
"46948","0.625","0.625","0.625","0.4375","0.4375","0.4375","0.453125","0.453125","0.453125"
"46953","0.390625","0.390625","0.390625","0.359375","0.359375","0.359375","0.359375","0.359375","0.359375"
"46965","0.5","0.5","0.5","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125"
"46971","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875","0.328125","0.328125","0.328125"
"47004","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375","0.65625","0.65625","0.65625"
"47005","0.53125","0.53125","0.53125","0.421875","0.421875","0.421875","0.484375","0.484375","0.484375"
"47010","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125"
"47031","0.421875","0.421875","0.421875","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875"
"47038","0.515625","0.515625","0.515625","0.625","0.625","0.625","0.59375","0.59375","0.59375"
"47061","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625","0.453125","0.453125","0.453125"
"47064","0.546875","0.546875","0.546875","0.5","0.5","0.5","0.515625","0.515625","0.515625"
"47084","0.578125","0.578125","0.578125","0.640625","0.640625","0.640625","0.5","0.5","0.5"
"47108","0.546875","0.546875","0.546875","0.625","0.625","0.625","0.5","0.5","0.5"
"47214","0.3125","0.3125","0.3125","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"47258","0.453125","0.453125","0.453125","0.5625","0.5625","0.5625","0.609375","0.609375","0.609375"
"47356","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875"
"47388","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"47417","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625"
"47424","0.625","0.625","0.625","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875"
"47454","0.59375","0.59375","0.59375","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875"
"47480","0.65625","0.65625","0.65625","0.609375","0.609375","0.609375","0.578125","0.578125","0.578125"
"47496","0.59375","0.59375","0.59375","0.59375","0.59375","0.59375","0.5625","0.5625","0.5625"
"47498","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"47516","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625"
"47524","0.5625","0.5625","0.5625","0.453125","0.453125","0.453125","0.4375","0.4375","0.4375"
"47527","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125","0.59375","0.59375","0.59375"
"47553","0.5","0.5","0.5","0.375","0.375","0.375","0.5","0.5","0.5"
"47590","0.546875","0.546875","0.546875","0.453125","0.453125","0.453125","0.578125","0.578125","0.578125"
"47701","0.546875","0.546875","0.546875","0.421875","0.421875","0.421875","0.46875","0.46875","0.46875"
"47702","0.546875","0.546875","0.546875","0.390625","0.390625","0.390625","0.390625","0.390625","0.390625"
"47704","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375"
"47706","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"47736","0.40625","0.40625","0.40625","0.5","0.5","0.5","0.546875","0.546875","0.546875"
"47739","0.484375","0.484375","0.484375","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375"
"47769","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875","0.46875","0.46875","0.46875"
"47790","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"47792","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"47799","0.5","0.5","0.5","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125"
"47802","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625","0.609375","0.609375","0.609375"
"47818","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.484375","0.484375","0.484375"
"47824","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5"
"47871","0.5","0.5","0.5","0.671875","0.671875","0.671875","0.609375","0.609375","0.609375"
"47874","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"47908","0.609375","0.609375","0.609375","0.484375","0.484375","0.484375","0.59375","0.59375","0.59375"
"47933","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.484375","0.484375","0.484375"
"47957","0.6875","0.6875","0.6875","0.578125","0.578125","0.578125","0.53125","0.53125","0.53125"
"47958","0.421875","0.421875","0.421875","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375"
"47961","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"47968","0.4375","0.4375","0.4375","0.59375","0.59375","0.59375","0.484375","0.484375","0.484375"
"47971","0.421875","0.421875","0.421875","0.390625","0.390625","0.390625","0.421875","0.421875","0.421875"
"47998","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875"
"48075","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375","0.515625","0.515625","0.515625"
"48095","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375","0.4375"
"48099","0.640625","0.640625","0.640625","0.59375","0.59375","0.59375","0.625","0.625","0.625"
"48102","0.53125","0.53125","0.53125","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625"
"48106","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"48109","0.421875","0.421875","0.421875","0.296875","0.296875","0.296875","0.375","0.375","0.375"
"48114","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375","0.390625","0.390625","0.390625"
"48132","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875","0.53125","0.53125","0.53125"
"48143","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625","0.609375","0.609375","0.609375"
"48230","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.546875","0.546875","0.546875"
"48235","0.578125","0.578125","0.578125","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875"
"48259","0.46875","0.46875","0.46875","0.578125","0.578125","0.578125","0.46875","0.46875","0.46875"
"48287","0.546875","0.546875","0.546875","0.515625","0.515625","0.515625","0.4375","0.4375","0.4375"
"48303","0.453125","0.453125","0.453125","0.484375","0.484375","0.484375","0.421875","0.421875","0.421875"
"48304","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.421875","0.421875","0.421875"
"48333","0.53125","0.53125","0.53125","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625"
"48334","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"48362","0.484375","0.484375","0.484375","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"48365","0.578125","0.578125","0.578125","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"48370","0.53125","0.53125","0.53125","0.46875","0.46875","0.46875","0.4375","0.4375","0.4375"
"48423","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.5","0.5","0.5"
"48425","0.421875","0.421875","0.421875","0.375","0.375","0.375","0.46875","0.46875","0.46875"
"48430","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625"
"48445","0.34375","0.34375","0.34375","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125"
"48465","0.5","0.5","0.5","0.546875","0.546875","0.546875","0.5","0.5","0.5"
"48469","0.5625","0.5625","0.5625","0.53125","0.53125","0.53125","0.5625","0.5625","0.5625"
"48485","0.59375","0.59375","0.59375","0.59375","0.59375","0.59375","0.625","0.625","0.625"
"48499","0.59375","0.59375","0.59375","0.515625","0.515625","0.515625","0.578125","0.578125","0.578125"
"48502","0.59375","0.59375","0.59375","0.46875","0.46875","0.46875","0.5625","0.5625","0.5625"
"48508","0.5","0.5","0.5","0.5","0.5","0.5","0.4375","0.4375","0.4375"
"48534","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"48536","0.46875","0.46875","0.46875","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"48552","0.390625","0.390625","0.390625","0.4375","0.4375","0.4375","0.40625","0.40625","0.40625"
"48553","0.5","0.5","0.5","0.53125","0.53125","0.53125","0.4375","0.4375","0.4375"
"48580","0.546875","0.546875","0.546875","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125"
"48639","0.484375","0.484375","0.484375","0.328125","0.328125","0.328125","0.5","0.5","0.5"
"48688","0.5625","0.5625","0.5625","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875"
"48751","0.578125","0.578125","0.578125","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875"
"48757","0.578125","0.578125","0.578125","0.46875","0.46875","0.46875","0.5625","0.5625","0.5625"
"48768","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875"
"48771","0.671875","0.671875","0.671875","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625"
"48786","0.5625","0.5625","0.5625","0.546875","0.546875","0.546875","0.59375","0.59375","0.59375"
"48793","0.65625","0.65625","0.65625","0.546875","0.546875","0.546875","0.578125","0.578125","0.578125"
"48799","0.53125","0.53125","0.53125","0.515625","0.515625","0.515625","0.5625","0.5625","0.5625"
"48805","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875","0.453125","0.453125","0.453125"
"48807","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.46875","0.46875","0.46875"
"48839","0.453125","0.453125","0.453125","0.53125","0.53125","0.53125","0.421875","0.421875","0.421875"
"48845","0.609375","0.609375","0.609375","0.484375","0.484375","0.484375","0.59375","0.59375","0.59375"
"48847","0.546875","0.546875","0.546875","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875"
"48849","0.453125","0.453125","0.453125","0.515625","0.515625","0.515625","0.515625","0.515625","0.515625"
"48855","0.421875","0.421875","0.421875","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125"
"48856","0.421875","0.421875","0.421875","0.453125","0.453125","0.453125","0.453125","0.453125","0.453125"
"48862","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875","0.5","0.5","0.5"
"48883","0.484375","0.484375","0.484375","0.40625","0.40625","0.40625","0.46875","0.46875","0.46875"
"48887","0.609375","0.609375","0.609375","0.53125","0.53125","0.53125","0.484375","0.484375","0.484375"
"48891","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875","0.59375","0.59375","0.59375"
"48910","0.4375","0.4375","0.4375","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"48912","0.578125","0.578125","0.578125","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375"
"48914","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875","0.546875","0.546875","0.546875"
"48915","0.40625","0.40625","0.40625","0.484375","0.484375","0.484375","0.375","0.375","0.375"
"48949","0.5","0.5","0.5","0.546875","0.546875","0.546875","0.46875","0.46875","0.46875"
"48951","0.34375","0.34375","0.34375","0.40625","0.40625","0.40625","0.453125","0.453125","0.453125"
"48985","0.46875","0.46875","0.46875","0.359375","0.359375","0.359375","0.46875","0.46875","0.46875"
"48998","0.5625","0.5625","0.5625","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"49021","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.40625","0.40625","0.40625"
"49023","0.5","0.5","0.5","0.484375","0.484375","0.484375","0.515625","0.515625","0.515625"
"49035","0.5625","0.5625","0.5625","0.578125","0.578125","0.578125","0.484375","0.484375","0.484375"
"49104","0.5","0.5","0.5","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"49108","0.59375","0.59375","0.59375","0.53125","0.53125","0.53125","0.5","0.5","0.5"
"49142","0.5","0.5","0.5","0.5","0.5","0.5","0.53125","0.53125","0.53125"
"49145","0.5","0.5","0.5","0.515625","0.515625","0.515625","0.453125","0.453125","0.453125"
"49147","0.46875","0.46875","0.46875","0.515625","0.515625","0.515625","0.421875","0.421875","0.421875"
"49163","0.4375","0.4375","0.4375","0.53125","0.53125","0.53125","0.453125","0.453125","0.453125"
"49179","0.53125","0.53125","0.53125","0.546875","0.546875","0.546875","0.40625","0.40625","0.40625"
"49223","0.484375","0.484375","0.484375","0.5","0.5","0.5","0.453125","0.453125","0.453125"
"49227","0.46875","0.46875","0.46875","0.46875","0.46875","0.46875","0.484375","0.484375","0.484375"
"49235","0.5625","0.5625","0.5625","0.5","0.5","0.5","0.578125","0.578125","0.578125"
"49267","0.375","0.375","0.375","0.390625","0.390625","0.390625","0.390625","0.390625","0.390625"
"49270","0.5","0.5","0.5","0.453125","0.453125","0.453125","0.46875","0.46875","0.46875"
"49305","0.5","0.5","0.5","0.46875","0.46875","0.46875","0.5","0.5","0.5"
"49343","0.625","0.625","0.625","0.4375","0.4375","0.4375","0.53125","0.53125","0.53125"
"49349","0.515625","0.515625","0.515625","0.5","0.5","0.5","0.609375","0.609375","0.609375"
