"Step","skilled-sweep-3 - Train/Losses","skilled-sweep-3 - Train/Losses__MIN","skilled-sweep-3 - Train/Losses__MAX","playful-sweep-2 - Train/Losses","playful-sweep-2 - Train/Losses__MIN","playful-sweep-2 - Train/Losses__MAX","prime-sweep-1 - Train/Losses","prime-sweep-1 - Train/Losses__MIN","prime-sweep-1 - Train/Losses__MAX"
"921","0.6633982062339783","0.6633982062339783","0.6633982062339783","0.6724948287010193","0.6724948287010193","0.6724948287010193","0.6704352498054504","0.6704352498054504","0.6704352498054504"
"947","0.6643505096435547","0.6643505096435547","0.6643505096435547","0.6726219654083252","0.6726219654083252","0.6726219654083252","0.6700565814971924","0.6700565814971924","0.6700565814971924"
"961","0.6652520895004272","0.6652520895004272","0.6652520895004272","0.6727243065834045","0.6727243065834045","0.6727243065834045","0.6695361733436584","0.6695361733436584","0.6695361733436584"
"964","0.6646736264228821","0.6646736264228821","0.6646736264228821","0.6726570129394531","0.6726570129394531","0.6726570129394531","0.6689019203186035","0.6689019203186035","0.6689019203186035"
"975","0.6637870073318481","0.6637870073318481","0.6637870073318481","0.671816349029541","0.671816349029541","0.671816349029541","0.6678659319877625","0.6678659319877625","0.6678659319877625"
"990","0.6628430485725403","0.6628430485725403","0.6628430485725403","0.671150803565979","0.671150803565979","0.671150803565979","0.6674622893333435","0.6674622893333435","0.6674622893333435"
"996","0.6630252003669739","0.6630252003669739","0.6630252003669739","0.6716928482055664","0.6716928482055664","0.6716928482055664","0.6668800711631775","0.6668800711631775","0.6668800711631775"
"997","0.6634321808815002","0.6634321808815002","0.6634321808815002","0.6717031598091125","0.6717031598091125","0.6717031598091125","0.6668198108673096","0.6668198108673096","0.6668198108673096"
"1020","0.6648779511451721","0.6648779511451721","0.6648779511451721","0.6722347736358643","0.6722347736358643","0.6722347736358643","0.6671361327171326","0.6671361327171326","0.6671361327171326"
"1049","0.6621538996696472","0.6621538996696472","0.6621538996696472","0.6710230112075806","0.6710230112075806","0.6710230112075806","0.6646801829338074","0.6646801829338074","0.6646801829338074"
"1066","0.662037193775177","0.662037193775177","0.662037193775177","0.6714388728141785","0.6714388728141785","0.6714388728141785","0.6640766859054565","0.6640766859054565","0.6640766859054565"
"1074","0.662886381149292","0.662886381149292","0.662886381149292","0.6705407500267029","0.6705407500267029","0.6705407500267029","0.6647858619689941","0.6647858619689941","0.6647858619689941"
"1103","0.663075864315033","0.663075864315033","0.663075864315033","0.6713355779647827","0.6713355779647827","0.6713355779647827","0.6655897498130798","0.6655897498130798","0.6655897498130798"
"1112","0.6631859540939331","0.6631859540939331","0.6631859540939331","0.6712846159934998","0.6712846159934998","0.6712846159934998","0.6644834280014038","0.6644834280014038","0.6644834280014038"
"1128","0.6628786325454712","0.6628786325454712","0.6628786325454712","0.6704676747322083","0.6704676747322083","0.6704676747322083","0.6645510792732239","0.6645510792732239","0.6645510792732239"
"1130","0.6626849174499512","0.6626849174499512","0.6626849174499512","0.6712509989738464","0.6712509989738464","0.6712509989738464","0.6646912693977356","0.6646912693977356","0.6646912693977356"
"1136","0.6612980961799622","0.6612980961799622","0.6612980961799622","0.6699653267860413","0.6699653267860413","0.6699653267860413","0.663361132144928","0.663361132144928","0.663361132144928"
"1164","0.6618722677230835","0.6618722677230835","0.6618722677230835","0.6686763167381287","0.6686763167381287","0.6686763167381287","0.662663459777832","0.662663459777832","0.662663459777832"
"1167","0.6619114279747009","0.6619114279747009","0.6619114279747009","0.6694034934043884","0.6694034934043884","0.6694034934043884","0.663009524345398","0.663009524345398","0.663009524345398"
"1182","0.6617745757102966","0.6617745757102966","0.6617745757102966","0.6691486835479736","0.6691486835479736","0.6691486835479736","0.6635397672653198","0.6635397672653198","0.6635397672653198"
"1216","0.6616018414497375","0.6616018414497375","0.6616018414497375","0.6672168374061584","0.6672168374061584","0.6672168374061584","0.6626462340354919","0.6626462340354919","0.6626462340354919"
"1232","0.6587101221084595","0.6587101221084595","0.6587101221084595","0.6657520532608032","0.6657520532608032","0.6657520532608032","0.6603795886039734","0.6603795886039734","0.6603795886039734"
"1238","0.6604599356651306","0.6604599356651306","0.6604599356651306","0.6674308776855469","0.6674308776855469","0.6674308776855469","0.6629196405410767","0.6629196405410767","0.6629196405410767"
"1252","0.6603751182556152","0.6603751182556152","0.6603751182556152","0.6668667197227478","0.6668667197227478","0.6668667197227478","0.6625950932502747","0.6625950932502747","0.6625950932502747"
"1268","0.6604057550430298","0.6604057550430298","0.6604057550430298","0.6653575301170349","0.6653575301170349","0.6653575301170349","0.6623506546020508","0.6623506546020508","0.6623506546020508"
"1271","0.6622410416603088","0.6622410416603088","0.6622410416603088","0.6672704219818115","0.6672704219818115","0.6672704219818115","0.6640082597732544","0.6640082597732544","0.6640082597732544"
"1301","0.659274160861969","0.659274160861969","0.659274160861969","0.6654106974601746","0.6654106974601746","0.6654106974601746","0.662581741809845","0.662581741809845","0.662581741809845"
"1351","0.6590735912322998","0.6590735912322998","0.6590735912322998","0.6651200652122498","0.6651200652122498","0.6651200652122498","0.6627877950668335","0.6627877950668335","0.6627877950668335"
"1366","0.6587338447570801","0.6587338447570801","0.6587338447570801","0.6654428839683533","0.6654428839683533","0.6654428839683533","0.6625014543533325","0.6625014543533325","0.6625014543533325"
"1403","0.6575256586074829","0.6575256586074829","0.6575256586074829","0.6641361117362976","0.6641361117362976","0.6641361117362976","0.6625927686691284","0.6625927686691284","0.6625927686691284"
"1408","0.6545721888542175","0.6545721888542175","0.6545721888542175","0.6624191999435425","0.6624191999435425","0.6624191999435425","0.6597241759300232","0.6597241759300232","0.6597241759300232"
"1428","0.6567893028259277","0.6567893028259277","0.6567893028259277","0.6634960174560547","0.6634960174560547","0.6634960174560547","0.6600279808044434","0.6600279808044434","0.6600279808044434"
"1446","0.6550871133804321","0.6550871133804321","0.6550871133804321","0.6637499332427979","0.6637499332427979","0.6637499332427979","0.6602696180343628","0.6602696180343628","0.6602696180343628"
"1447","0.6559120416641235","0.6559120416641235","0.6559120416641235","0.6629452109336853","0.6629452109336853","0.6629452109336853","0.6606130003929138","0.6606130003929138","0.6606130003929138"
"1448","0.6559434533119202","0.6559434533119202","0.6559434533119202","0.6635969281196594","0.6635969281196594","0.6635969281196594","0.6606447100639343","0.6606447100639343","0.6606447100639343"
"1470","0.6550627946853638","0.6550627946853638","0.6550627946853638","0.6628724336624146","0.6628724336624146","0.6628724336624146","0.6590819358825684","0.6590819358825684","0.6590819358825684"
"1501","0.6547716856002808","0.6547716856002808","0.6547716856002808","0.663206160068512","0.663206160068512","0.663206160068512","0.6593208312988281","0.6593208312988281","0.6593208312988281"
"1507","0.6543583869934082","0.6543583869934082","0.6543583869934082","0.6631349921226501","0.6631349921226501","0.6631349921226501","0.6589856147766113","0.6589856147766113","0.6589856147766113"
"1531","0.6551815867424011","0.6551815867424011","0.6551815867424011","0.6632434725761414","0.6632434725761414","0.6632434725761414","0.6597052812576294","0.6597052812576294","0.6597052812576294"
"1576","0.6539000868797302","0.6539000868797302","0.6539000868797302","0.6624701619148254","0.6624701619148254","0.6624701619148254","0.6583648920059204","0.6583648920059204","0.6583648920059204"
"1598","0.6523061990737915","0.6523061990737915","0.6523061990737915","0.6601648330688477","0.6601648330688477","0.6601648330688477","0.6560647487640381","0.6560647487640381","0.6560647487640381"
"1686","0.6507196426391602","0.6507196426391602","0.6507196426391602","0.6591076850891113","0.6591076850891113","0.6591076850891113","0.6540082097053528","0.6540082097053528","0.6540082097053528"
"1702","0.652186930179596","0.652186930179596","0.652186930179596","0.6592028737068176","0.6592028737068176","0.6592028737068176","0.6545791029930115","0.6545791029930115","0.6545791029930115"
"1718","0.6517491936683655","0.6517491936683655","0.6517491936683655","0.6585738062858582","0.6585738062858582","0.6585738062858582","0.6536497473716736","0.6536497473716736","0.6536497473716736"
"1741","0.6526598930358887","0.6526598930358887","0.6526598930358887","0.6593618392944336","0.6593618392944336","0.6593618392944336","0.6548494100570679","0.6548494100570679","0.6548494100570679"
"1760","0.6530821323394775","0.6530821323394775","0.6530821323394775","0.6601472496986389","0.6601472496986389","0.6601472496986389","0.6545559763908386","0.6545559763908386","0.6545559763908386"
"1773","0.6518102884292603","0.6518102884292603","0.6518102884292603","0.6581732034683228","0.6581732034683228","0.6581732034683228","0.6538051962852478","0.6538051962852478","0.6538051962852478"
"1782","0.6518223881721497","0.6518223881721497","0.6518223881721497","0.6583132743835449","0.6583132743835449","0.6583132743835449","0.653038501739502","0.653038501739502","0.653038501739502"
"1792","0.6540963649749756","0.6540963649749756","0.6540963649749756","0.66014564037323","0.66014564037323","0.66014564037323","0.6557269096374512","0.6557269096374512","0.6557269096374512"
"1796","0.6517413258552551","0.6517413258552551","0.6517413258552551","0.6583499908447266","0.6583499908447266","0.6583499908447266","0.6525416970252991","0.6525416970252991","0.6525416970252991"
"1814","0.6521428823471069","0.6521428823471069","0.6521428823471069","0.6591850519180298","0.6591850519180298","0.6591850519180298","0.6540976762771606","0.6540976762771606","0.6540976762771606"
"1821","0.6537452936172485","0.6537452936172485","0.6537452936172485","0.6597131490707397","0.6597131490707397","0.6597131490707397","0.6557120680809021","0.6557120680809021","0.6557120680809021"
"1830","0.6526614427566528","0.6526614427566528","0.6526614427566528","0.6584375500679016","0.6584375500679016","0.6584375500679016","0.6538671255111694","0.6538671255111694","0.6538671255111694"
"1832","0.6513195633888245","0.6513195633888245","0.6513195633888245","0.6579196453094482","0.6579196453094482","0.6579196453094482","0.6532050967216492","0.6532050967216492","0.6532050967216492"
"1833","0.6526736617088318","0.6526736617088318","0.6526736617088318","0.6583093404769897","0.6583093404769897","0.6583093404769897","0.6538287401199341","0.6538287401199341","0.6538287401199341"
"1846","0.652289092540741","0.652289092540741","0.652289092540741","0.6579545736312866","0.6579545736312866","0.6579545736312866","0.6536322236061096","0.6536322236061096","0.6536322236061096"
"1897","0.6523027420043945","0.6523027420043945","0.6523027420043945","0.6581041216850281","0.6581041216850281","0.6581041216850281","0.6536245942115784","0.6536245942115784","0.6536245942115784"
"1933","0.6516216993331909","0.6516216993331909","0.6516216993331909","0.6559590101242065","0.6559590101242065","0.6559590101242065","0.6527579426765442","0.6527579426765442","0.6527579426765442"
"1944","0.6505771279335022","0.6505771279335022","0.6505771279335022","0.6555333137512207","0.6555333137512207","0.6555333137512207","0.652324914932251","0.652324914932251","0.652324914932251"
"1956","0.6532785892486572","0.6532785892486572","0.6532785892486572","0.6568303108215332","0.6568303108215332","0.6568303108215332","0.6536169052124023","0.6536169052124023","0.6536169052124023"
"1985","0.6519840955734253","0.6519840955734253","0.6519840955734253","0.6553980708122253","0.6553980708122253","0.6553980708122253","0.6521908640861511","0.6521908640861511","0.6521908640861511"
"1991","0.6501689553260803","0.6501689553260803","0.6501689553260803","0.654653787612915","0.654653787612915","0.654653787612915","0.6518797874450684","0.6518797874450684","0.6518797874450684"
"2014","0.6525770425796509","0.6525770425796509","0.6525770425796509","0.6556761860847473","0.6556761860847473","0.6556761860847473","0.6542872786521912","0.6542872786521912","0.6542872786521912"
"2028","0.6504195332527161","0.6504195332527161","0.6504195332527161","0.6547056436538696","0.6547056436538696","0.6547056436538696","0.6518792510032654","0.6518792510032654","0.6518792510032654"
"2034","0.6506995558738708","0.6506995558738708","0.6506995558738708","0.6558278203010559","0.6558278203010559","0.6558278203010559","0.6518131494522095","0.6518131494522095","0.6518131494522095"
"2049","0.6525723934173584","0.6525723934173584","0.6525723934173584","0.6555185914039612","0.6555185914039612","0.6555185914039612","0.6536719799041748","0.6536719799041748","0.6536719799041748"
"2068","0.6513509750366211","0.6513509750366211","0.6513509750366211","0.6556967496871948","0.6556967496871948","0.6556967496871948","0.6526927351951599","0.6526927351951599","0.6526927351951599"
"2098","0.6514033079147339","0.6514033079147339","0.6514033079147339","0.6560139656066895","0.6560139656066895","0.6560139656066895","0.6535720825195312","0.6535720825195312","0.6535720825195312"
"2105","0.6508924961090088","0.6508924961090088","0.6508924961090088","0.6535698175430298","0.6535698175430298","0.6535698175430298","0.6520704030990601","0.6520704030990601","0.6520704030990601"
"2143","0.6517989635467529","0.6517989635467529","0.6517989635467529","0.6559057235717773","0.6559057235717773","0.6559057235717773","0.6537032723426819","0.6537032723426819","0.6537032723426819"
"2152","0.6510941982269287","0.6510941982269287","0.6510941982269287","0.6557701230049133","0.6557701230049133","0.6557701230049133","0.6534495949745178","0.6534495949745178","0.6534495949745178"
"2164","0.6506245136260986","0.6506245136260986","0.6506245136260986","0.6534545421600342","0.6534545421600342","0.6534545421600342","0.6525277495384216","0.6525277495384216","0.6525277495384216"
"2171","0.6514801979064941","0.6514801979064941","0.6514801979064941","0.6542055010795593","0.6542055010795593","0.6542055010795593","0.6526488661766052","0.6526488661766052","0.6526488661766052"
"2184","0.6511385440826416","0.6511385440826416","0.6511385440826416","0.6542155146598816","0.6542155146598816","0.6542155146598816","0.6531135439872742","0.6531135439872742","0.6531135439872742"
"2187","0.6503868103027344","0.6503868103027344","0.6503868103027344","0.6538559794425964","0.6538559794425964","0.6538559794425964","0.6517090797424316","0.6517090797424316","0.6517090797424316"
"2189","0.6504814028739929","0.6504814028739929","0.6504814028739929","0.654268741607666","0.654268741607666","0.654268741607666","0.6525363922119141","0.6525363922119141","0.6525363922119141"
"2201","0.6489087343215942","0.6489087343215942","0.6489087343215942","0.6523036360740662","0.6523036360740662","0.6523036360740662","0.6507019996643066","0.6507019996643066","0.6507019996643066"
"2203","0.6512812972068787","0.6512812972068787","0.6512812972068787","0.6536971926689148","0.6536971926689148","0.6536971926689148","0.6530646681785583","0.6530646681785583","0.6530646681785583"
"2213","0.6515882015228271","0.6515882015228271","0.6515882015228271","0.655007541179657","0.655007541179657","0.655007541179657","0.6536309123039246","0.6536309123039246","0.6536309123039246"
"2247","0.649612307548523","0.649612307548523","0.649612307548523","0.6534328460693359","0.6534328460693359","0.6534328460693359","0.6521629691123962","0.6521629691123962","0.6521629691123962"
"2263","0.6498069167137146","0.6498069167137146","0.6498069167137146","0.6531674861907959","0.6531674861907959","0.6531674861907959","0.6516022086143494","0.6516022086143494","0.6516022086143494"
"2272","0.6492067575454712","0.6492067575454712","0.6492067575454712","0.6530681848526001","0.6530681848526001","0.6530681848526001","0.6520631909370422","0.6520631909370422","0.6520631909370422"
"2283","0.6502071022987366","0.6502071022987366","0.6502071022987366","0.6541937589645386","0.6541937589645386","0.6541937589645386","0.652616024017334","0.652616024017334","0.652616024017334"
"2295","0.6486081480979919","0.6486081480979919","0.6486081480979919","0.6520017385482788","0.6520017385482788","0.6520017385482788","0.6509755253791809","0.6509755253791809","0.6509755253791809"
"2302","0.6476057171821594","0.6476057171821594","0.6476057171821594","0.6525518894195557","0.6525518894195557","0.6525518894195557","0.6504793763160706","0.6504793763160706","0.6504793763160706"
"2328","0.6487641334533691","0.6487641334533691","0.6487641334533691","0.6535996794700623","0.6535996794700623","0.6535996794700623","0.6519176363945007","0.6519176363945007","0.6519176363945007"
"2352","0.6478066444396973","0.6478066444396973","0.6478066444396973","0.6523752808570862","0.6523752808570862","0.6523752808570862","0.6510093808174133","0.6510093808174133","0.6510093808174133"
"2378","0.6479520201683044","0.6479520201683044","0.6479520201683044","0.6531063914299011","0.6531063914299011","0.6531063914299011","0.6521522998809814","0.6521522998809814","0.6521522998809814"
"2419","0.6487835049629211","0.6487835049629211","0.6487835049629211","0.6537935137748718","0.6537935137748718","0.6537935137748718","0.6520712971687317","0.6520712971687317","0.6520712971687317"
"2422","0.6476847529411316","0.6476847529411316","0.6476847529411316","0.6522504091262817","0.6522504091262817","0.6522504091262817","0.6509218811988831","0.6509218811988831","0.6509218811988831"
"2428","0.6453031301498413","0.6453031301498413","0.6453031301498413","0.6515808701515198","0.6515808701515198","0.6515808701515198","0.6499102711677551","0.6499102711677551","0.6499102711677551"
"2429","0.6469654440879822","0.6469654440879822","0.6469654440879822","0.6517613530158997","0.6517613530158997","0.6517613530158997","0.6506648063659668","0.6506648063659668","0.6506648063659668"
"2459","0.6481019258499146","0.6481019258499146","0.6481019258499146","0.653968870639801","0.653968870639801","0.653968870639801","0.6521071195602417","0.6521071195602417","0.6521071195602417"
"2533","0.6448687314987183","0.6448687314987183","0.6448687314987183","0.6513626575469971","0.6513626575469971","0.6513626575469971","0.6498768329620361","0.6498768329620361","0.6498768329620361"
"2542","0.6461647152900696","0.6461647152900696","0.6461647152900696","0.6512000560760498","0.6512000560760498","0.6512000560760498","0.6492452621459961","0.6492452621459961","0.6492452621459961"
"2549","0.6458380222320557","0.6458380222320557","0.6458380222320557","0.6537821888923645","0.6537821888923645","0.6537821888923645","0.6521302461624146","0.6521302461624146","0.6521302461624146"
"2563","0.6450132727622986","0.6450132727622986","0.6450132727622986","0.6523520946502686","0.6523520946502686","0.6523520946502686","0.6505407094955444","0.6505407094955444","0.6505407094955444"
"2573","0.6435011029243469","0.6435011029243469","0.6435011029243469","0.6510417461395264","0.6510417461395264","0.6510417461395264","0.6497548222541809","0.6497548222541809","0.6497548222541809"
"2590","0.6444904804229736","0.6444904804229736","0.6444904804229736","0.6510351896286011","0.6510351896286011","0.6510351896286011","0.6485468745231628","0.6485468745231628","0.6485468745231628"
"2624","0.6445130109786987","0.6445130109786987","0.6445130109786987","0.6513576507568359","0.6513576507568359","0.6513576507568359","0.6495746970176697","0.6495746970176697","0.6495746970176697"
"2662","0.6449538469314575","0.6449538469314575","0.6449538469314575","0.6511898636817932","0.6511898636817932","0.6511898636817932","0.6486422419548035","0.6486422419548035","0.6486422419548035"
"2672","0.6432738304138184","0.6432738304138184","0.6432738304138184","0.6504960060119629","0.6504960060119629","0.6504960060119629","0.6473195552825928","0.6473195552825928","0.6473195552825928"
"2707","0.6440299153327942","0.6440299153327942","0.6440299153327942","0.651088297367096","0.651088297367096","0.651088297367096","0.6484302878379822","0.6484302878379822","0.6484302878379822"
"2732","0.6458777189254761","0.6458777189254761","0.6458777189254761","0.6525152921676636","0.6525152921676636","0.6525152921676636","0.6488011479377747","0.6488011479377747","0.6488011479377747"
"2752","0.6421684622764587","0.6421684622764587","0.6421684622764587","0.649139404296875","0.649139404296875","0.649139404296875","0.6468825936317444","0.6468825936317444","0.6468825936317444"
"2815","0.6408436894416809","0.6408436894416809","0.6408436894416809","0.6502524614334106","0.6502524614334106","0.6502524614334106","0.6462357044219971","0.6462357044219971","0.6462357044219971"
"2821","0.642168402671814","0.642168402671814","0.642168402671814","0.6495717167854309","0.6495717167854309","0.6495717167854309","0.645714282989502","0.645714282989502","0.645714282989502"
"2833","0.6418949961662292","0.6418949961662292","0.6418949961662292","0.6510053873062134","0.6510053873062134","0.6510053873062134","0.6455491781234741","0.6455491781234741","0.6455491781234741"
"2836","0.6429635286331177","0.6429635286331177","0.6429635286331177","0.6508938670158386","0.6508938670158386","0.6508938670158386","0.6467136740684509","0.6467136740684509","0.6467136740684509"
"2863","0.6422311067581177","0.6422311067581177","0.6422311067581177","0.6489468216896057","0.6489468216896057","0.6489468216896057","0.6453522443771362","0.6453522443771362","0.6453522443771362"
"2874","0.6446275115013123","0.6446275115013123","0.6446275115013123","0.65260910987854","0.65260910987854","0.65260910987854","0.647677481174469","0.647677481174469","0.647677481174469"
"2902","0.6414663791656494","0.6414663791656494","0.6414663791656494","0.6483941078186035","0.6483941078186035","0.6483941078186035","0.6438060998916626","0.6438060998916626","0.6438060998916626"
"2911","0.6434206366539001","0.6434206366539001","0.6434206366539001","0.6509600281715393","0.6509600281715393","0.6509600281715393","0.6478486061096191","0.6478486061096191","0.6478486061096191"
"2958","0.641363263130188","0.641363263130188","0.641363263130188","0.6483818292617798","0.6483818292617798","0.6483818292617798","0.6444799304008484","0.6444799304008484","0.6444799304008484"
"2975","0.6401126384735107","0.6401126384735107","0.6401126384735107","0.6489604711532593","0.6489604711532593","0.6489604711532593","0.6440712213516235","0.6440712213516235","0.6440712213516235"
"2977","0.6414111256599426","0.6414111256599426","0.6414111256599426","0.6493237614631653","0.6493237614631653","0.6493237614631653","0.6457246541976929","0.6457246541976929","0.6457246541976929"
"2992","0.642284631729126","0.642284631729126","0.642284631729126","0.649146318435669","0.649146318435669","0.649146318435669","0.6455031633377075","0.6455031633377075","0.6455031633377075"
"3003","0.6415179967880249","0.6415179967880249","0.6415179967880249","0.6480372548103333","0.6480372548103333","0.6480372548103333","0.644250214099884","0.644250214099884","0.644250214099884"
"3029","0.6412729024887085","0.6412729024887085","0.6412729024887085","0.6478737592697144","0.6478737592697144","0.6478737592697144","0.6440522074699402","0.6440522074699402","0.6440522074699402"
