"Step","kan_10_5_splendid-sweep-1 - Train/Losses_every_step","kan_10_5_splendid-sweep-1 - Train/Losses_every_step__MIN","kan_10_5_splendid-sweep-1 - Train/Losses_every_step__MAX"
"1702","0.6589024662971497","0.6589024662971497","0.6589024662971497"
"1709","0.6618472337722778","0.6618472337722778","0.6618472337722778"
"1718","0.6577393412590027","0.6577393412590027","0.6577393412590027"
"1732","0.6577429175376892","0.6577429175376892","0.6577429175376892"
"1741","0.6580785512924194","0.6580785512924194","0.6580785512924194"
"1760","0.6549508571624756","0.6549508571624756","0.6549508571624756"
"1773","0.656330406665802","0.656330406665802","0.656330406665802"
"1782","0.661561131477356","0.661561131477356","0.661561131477356"
"1792","0.653659999370575","0.653659999370575","0.653659999370575"
"1796","0.6530381441116333","0.6530381441116333","0.6530381441116333"
"1800","0.6557087898254395","0.6557087898254395","0.6557087898254395"
"1803","0.6540268063545227","0.6540268063545227","0.6540268063545227"
"1810","0.6535411477088928","0.6535411477088928","0.6535411477088928"
"1814","0.6527634263038635","0.6527634263038635","0.6527634263038635"
"1821","0.6516972780227661","0.6516972780227661","0.6516972780227661"
"1822","0.6531342267990112","0.6531342267990112","0.6531342267990112"
"1828","0.6538364887237549","0.6538364887237549","0.6538364887237549"
"1830","0.6519392728805542","0.6519392728805542","0.6519392728805542"
"1832","0.6526108980178833","0.6526108980178833","0.6526108980178833"
"1833","0.6499272584915161","0.6499272584915161","0.6499272584915161"
"1836","0.6511193513870239","0.6511193513870239","0.6511193513870239"
"1843","0.6537295579910278","0.6537295579910278","0.6537295579910278"
"1846","0.6523243188858032","0.6523243188858032","0.6523243188858032"
"1859","0.6510308384895325","0.6510308384895325","0.6510308384895325"
"1878","0.6506346464157104","0.6506346464157104","0.6506346464157104"
"1893","0.6500202417373657","0.6500202417373657","0.6500202417373657"
"1897","0.6505167484283447","0.6505167484283447","0.6505167484283447"
"1933","0.65543532371521","0.65543532371521","0.65543532371521"
"1944","0.6493568420410156","0.6493568420410156","0.6493568420410156"
"1951","0.6484581232070923","0.6484581232070923","0.6484581232070923"
"1956","0.647859513759613","0.647859513759613","0.647859513759613"
"1959","0.647029459476471","0.647029459476471","0.647029459476471"
"1985","0.6467982530593872","0.6467982530593872","0.6467982530593872"
"1991","0.6462551951408386","0.6462551951408386","0.6462551951408386"
"2014","0.6467469930648804","0.6467469930648804","0.6467469930648804"
"2016","0.646336019039154","0.646336019039154","0.646336019039154"
"2028","0.6468700170516968","0.6468700170516968","0.6468700170516968"
"2034","0.6476560831069946","0.6476560831069946","0.6476560831069946"
"2039","0.645321249961853","0.645321249961853","0.645321249961853"
"2049","0.6475917100906372","0.6475917100906372","0.6475917100906372"
"2067","0.6461880207061768","0.6461880207061768","0.6461880207061768"
"2068","0.6449465155601501","0.6449465155601501","0.6449465155601501"
"2090","0.6456868648529053","0.6456868648529053","0.6456868648529053"
"2098","0.6448943018913269","0.6448943018913269","0.6448943018913269"
"2105","0.6424170732498169","0.6424170732498169","0.6424170732498169"
"2110","0.6471089720726013","0.6471089720726013","0.6471089720726013"
"2135","0.6447099447250366","0.6447099447250366","0.6447099447250366"
"2141","0.6434416770935059","0.6434416770935059","0.6434416770935059"
"2143","0.6434437036514282","0.6434437036514282","0.6434437036514282"
"2152","0.6423593163490295","0.6423593163490295","0.6423593163490295"
"2164","0.6433010101318359","0.6433010101318359","0.6433010101318359"
"2171","0.64207923412323","0.64207923412323","0.64207923412323"
"2184","0.6411424875259399","0.6411424875259399","0.6411424875259399"
"2187","0.6429758071899414","0.6429758071899414","0.6429758071899414"
"2189","0.6431158781051636","0.6431158781051636","0.6431158781051636"
"2192","0.6401979327201843","0.6401979327201843","0.6401979327201843"
"2201","0.6412760019302368","0.6412760019302368","0.6412760019302368"
"2203","0.6424727439880371","0.6424727439880371","0.6424727439880371"
"2209","0.6423182487487793","0.6423182487487793","0.6423182487487793"
"2213","0.6413850784301758","0.6413850784301758","0.6413850784301758"
"2247","0.6425308585166931","0.6425308585166931","0.6425308585166931"
"2263","0.6412514448165894","0.6412514448165894","0.6412514448165894"
"2272","0.6415891647338867","0.6415891647338867","0.6415891647338867"
"2283","0.6404566764831543","0.6404566764831543","0.6404566764831543"
"2295","0.6437480449676514","0.6437480449676514","0.6437480449676514"
"2302","0.6408030986785889","0.6408030986785889","0.6408030986785889"
"2328","0.6407085657119751","0.6407085657119751","0.6407085657119751"
"2343","0.6415878534317017","0.6415878534317017","0.6415878534317017"
"2352","0.6404454708099365","0.6404454708099365","0.6404454708099365"
"2356","0.6409505009651184","0.6409505009651184","0.6409505009651184"
"2378","0.6415950059890747","0.6415950059890747","0.6415950059890747"
"2382","0.6404695510864258","0.6404695510864258","0.6404695510864258"
"2400","0.6389976739883423","0.6389976739883423","0.6389976739883423"
"2406","0.6413787603378296","0.6413787603378296","0.6413787603378296"
"2410","0.6407070755958557","0.6407070755958557","0.6407070755958557"
"2419","0.6423677206039429","0.6423677206039429","0.6423677206039429"
"2422","0.6453873515129089","0.6453873515129089","0.6453873515129089"
"2428","0.6411927938461304","0.6411927938461304","0.6411927938461304"
"2429","0.6407452821731567","0.6407452821731567","0.6407452821731567"
"2454","0.6402485370635986","0.6402485370635986","0.6402485370635986"
"2459","0.6399275064468384","0.6399275064468384","0.6399275064468384"
"2533","0.640540361404419","0.640540361404419","0.640540361404419"
"2537","0.6374378204345703","0.6374378204345703","0.6374378204345703"
"2542","0.6393653750419617","0.6393653750419617","0.6393653750419617"
"2549","0.6375949382781982","0.6375949382781982","0.6375949382781982"
"2551","0.6386691331863403","0.6386691331863403","0.6386691331863403"
"2563","0.6379970908164978","0.6379970908164978","0.6379970908164978"
"2573","0.636573076248169","0.636573076248169","0.636573076248169"
"2578","0.6384240388870239","0.6384240388870239","0.6384240388870239"
"2590","0.6353416442871094","0.6353416442871094","0.6353416442871094"
"2612","0.6374309062957764","0.6374309062957764","0.6374309062957764"
"2624","0.6386340856552124","0.6386340856552124","0.6386340856552124"
"2662","0.6396031379699707","0.6396031379699707","0.6396031379699707"
"2672","0.6352295279502869","0.6352295279502869","0.6352295279502869"
"2700","0.6366194486618042","0.6366194486618042","0.6366194486618042"
"2707","0.638874888420105","0.638874888420105","0.638874888420105"
"2732","0.6383407115936279","0.6383407115936279","0.6383407115936279"
"2738","0.6378930807113647","0.6378930807113647","0.6378930807113647"
"2752","0.6379976868629456","0.6379976868629456","0.6379976868629456"
"2773","0.6377238035202026","0.6377238035202026","0.6377238035202026"
"2815","0.6358997821807861","0.6358997821807861","0.6358997821807861"
"2821","0.6342129707336426","0.6342129707336426","0.6342129707336426"
"2833","0.635741114616394","0.635741114616394","0.635741114616394"
"2836","0.6350923776626587","0.6350923776626587","0.6350923776626587"
"2839","0.635479211807251","0.635479211807251","0.635479211807251"
"2863","0.6346962451934814","0.6346962451934814","0.6346962451934814"
"2871","0.6363214254379272","0.6363214254379272","0.6363214254379272"
"2874","0.6348057985305786","0.6348057985305786","0.6348057985305786"
"2884","0.6366278529167175","0.6366278529167175","0.6366278529167175"
"2902","0.6361441612243652","0.6361441612243652","0.6361441612243652"
"2911","0.636410117149353","0.636410117149353","0.636410117149353"
"2941","0.6343575716018677","0.6343575716018677","0.6343575716018677"
"2946","0.6358497142791748","0.6358497142791748","0.6358497142791748"
"2958","0.6330574154853821","0.6330574154853821","0.6330574154853821"
"2975","0.6355012059211731","0.6355012059211731","0.6355012059211731"
"2977","0.634194016456604","0.634194016456604","0.634194016456604"
"2992","0.6344447731971741","0.6344447731971741","0.6344447731971741"
"3003","0.6357911825180054","0.6357911825180054","0.6357911825180054"
"3029","0.633511483669281","0.633511483669281","0.633511483669281"
"3030","0.6331696510314941","0.6331696510314941","0.6331696510314941"
"3052","0.6347569227218628","0.6347569227218628","0.6347569227218628"
"3066","0.6333175301551819","0.6333175301551819","0.6333175301551819"
"3068","0.6368105411529541","0.6368105411529541","0.6368105411529541"
"3069","0.6332755088806152","0.6332755088806152","0.6332755088806152"
"3070","0.6342742443084717","0.6342742443084717","0.6342742443084717"
"3073","0.634210467338562","0.634210467338562","0.634210467338562"
"3091","0.6344716548919678","0.6344716548919678","0.6344716548919678"
"3096","0.6322006583213806","0.6322006583213806","0.6322006583213806"
"3111","0.6341477632522583","0.6341477632522583","0.6341477632522583"
"3117","0.6379896402359009","0.6379896402359009","0.6379896402359009"
"3121","0.63957279920578","0.63957279920578","0.63957279920578"
"3124","0.6354944705963135","0.6354944705963135","0.6354944705963135"
"3163","0.6326472759246826","0.6326472759246826","0.6326472759246826"
"3167","0.6311661005020142","0.6311661005020142","0.6311661005020142"
"3214","0.6324328780174255","0.6324328780174255","0.6324328780174255"
"3215","0.6342191696166992","0.6342191696166992","0.6342191696166992"
"3224","0.6304768323898315","0.6304768323898315","0.6304768323898315"
"3263","0.6354113817214966","0.6354113817214966","0.6354113817214966"
"3273","0.6308187246322632","0.6308187246322632","0.6308187246322632"
"3274","0.6321249008178711","0.6321249008178711","0.6321249008178711"
"3296","0.6308050751686096","0.6308050751686096","0.6308050751686096"
"3304","0.6320540308952332","0.6320540308952332","0.6320540308952332"
"3306","0.6303526759147644","0.6303526759147644","0.6303526759147644"
"3316","0.6295572519302368","0.6295572519302368","0.6295572519302368"
"3318","0.632421612739563","0.632421612739563","0.632421612739563"
"3335","0.6346741914749146","0.6346741914749146","0.6346741914749146"
"3341","0.6331731677055359","0.6331731677055359","0.6331731677055359"
"3353","0.6335442066192627","0.6335442066192627","0.6335442066192627"
"3356","0.6323705911636353","0.6323705911636353","0.6323705911636353"
"3365","0.6357223987579346","0.6357223987579346","0.6357223987579346"
"3367","0.6312386989593506","0.6312386989593506","0.6312386989593506"
"3372","0.6333132982254028","0.6333132982254028","0.6333132982254028"
"3398","0.636696457862854","0.636696457862854","0.636696457862854"
"3417","0.6297109127044678","0.6297109127044678","0.6297109127044678"
"3444","0.6330232620239258","0.6330232620239258","0.6330232620239258"
"3494","0.6315491199493408","0.6315491199493408","0.6315491199493408"
"3506","0.6311459541320801","0.6311459541320801","0.6311459541320801"
"3528","0.6303808093070984","0.6303808093070984","0.6303808093070984"
"3557","0.6282200813293457","0.6282200813293457","0.6282200813293457"
"3563","0.6300436854362488","0.6300436854362488","0.6300436854362488"
"3577","0.6393058896064758","0.6393058896064758","0.6393058896064758"
"3595","0.6321513652801514","0.6321513652801514","0.6321513652801514"
"3599","0.6313490867614746","0.6313490867614746","0.6313490867614746"
"3602","0.6306852102279663","0.6306852102279663","0.6306852102279663"
"3608","0.6314173340797424","0.6314173340797424","0.6314173340797424"
"3610","0.6307131052017212","0.6307131052017212","0.6307131052017212"
"3629","0.63129723072052","0.63129723072052","0.63129723072052"
"3633","0.6288901567459106","0.6288901567459106","0.6288901567459106"
"3656","0.6310269832611084","0.6310269832611084","0.6310269832611084"
"3667","0.629058837890625","0.629058837890625","0.629058837890625"
"3673","0.6284181475639343","0.6284181475639343","0.6284181475639343"
"3678","0.6295214891433716","0.6295214891433716","0.6295214891433716"
"3740","0.6301455497741699","0.6301455497741699","0.6301455497741699"
"3749","0.627833902835846","0.627833902835846","0.627833902835846"
"3758","0.629031777381897","0.629031777381897","0.629031777381897"
"3765","0.6299346089363098","0.6299346089363098","0.6299346089363098"
"3767","0.6267247200012207","0.6267247200012207","0.6267247200012207"
"3789","0.6322854161262512","0.6322854161262512","0.6322854161262512"
"3794","0.6310814619064331","0.6310814619064331","0.6310814619064331"
"3803","0.630017876625061","0.630017876625061","0.630017876625061"
"3818","0.629530131816864","0.629530131816864","0.629530131816864"
"3836","0.6274260878562927","0.6274260878562927","0.6274260878562927"
"3838","0.6294198036193848","0.6294198036193848","0.6294198036193848"
"3849","0.6301724910736084","0.6301724910736084","0.6301724910736084"
"3857","0.6296213865280151","0.6296213865280151","0.6296213865280151"
"3871","0.6269651651382446","0.6269651651382446","0.6269651651382446"
"3878","0.6270962953567505","0.6270962953567505","0.6270962953567505"
"3883","0.6298156976699829","0.6298156976699829","0.6298156976699829"
"3887","0.6289241313934326","0.6289241313934326","0.6289241313934326"
"3889","0.6283057928085327","0.6283057928085327","0.6283057928085327"
"3892","0.6272851824760437","0.6272851824760437","0.6272851824760437"
"3910","0.6290708780288696","0.6290708780288696","0.6290708780288696"
"3921","0.6318928003311157","0.6318928003311157","0.6318928003311157"
"3923","0.6299762725830078","0.6299762725830078","0.6299762725830078"
"3931","0.6278494596481323","0.6278494596481323","0.6278494596481323"
"3951","0.627570629119873","0.627570629119873","0.627570629119873"
"3958","0.6270877122879028","0.6270877122879028","0.6270877122879028"
"3961","0.6270618438720703","0.6270618438720703","0.6270618438720703"
"3974","0.6275501847267151","0.6275501847267151","0.6275501847267151"
"3993","0.6248562335968018","0.6248562335968018","0.6248562335968018"
"4009","0.6292043924331665","0.6292043924331665","0.6292043924331665"
"4012","0.6276277303695679","0.6276277303695679","0.6276277303695679"
"4016","0.6273443698883057","0.6273443698883057","0.6273443698883057"
"4021","0.6283917427062988","0.6283917427062988","0.6283917427062988"
"4032","0.6259350180625916","0.6259350180625916","0.6259350180625916"
"4040","0.6263703107833862","0.6263703107833862","0.6263703107833862"
"4054","0.6298414468765259","0.6298414468765259","0.6298414468765259"
"4066","0.6286188364028931","0.6286188364028931","0.6286188364028931"
"4074","0.6255131959915161","0.6255131959915161","0.6255131959915161"
"4101","0.6252642869949341","0.6252642869949341","0.6252642869949341"
"4114","0.6296548843383789","0.6296548843383789","0.6296548843383789"
"4131","0.6283887624740601","0.6283887624740601","0.6283887624740601"
"4140","0.6252723932266235","0.6252723932266235","0.6252723932266235"
"4148","0.6247732043266296","0.6247732043266296","0.6247732043266296"
"4162","0.6292523145675659","0.6292523145675659","0.6292523145675659"
"4163","0.6261126399040222","0.6261126399040222","0.6261126399040222"
"4175","0.6259437799453735","0.6259437799453735","0.6259437799453735"
"4181","0.6250461339950562","0.6250461339950562","0.6250461339950562"
"4184","0.6270720362663269","0.6270720362663269","0.6270720362663269"
"4212","0.6247283816337585","0.6247283816337585","0.6247283816337585"
"4213","0.6251798272132874","0.6251798272132874","0.6251798272132874"
"4229","0.626530647277832","0.626530647277832","0.626530647277832"
"4281","0.6245465278625488","0.6245465278625488","0.6245465278625488"
"4295","0.6269710659980774","0.6269710659980774","0.6269710659980774"
"4318","0.6234521865844727","0.6234521865844727","0.6234521865844727"
"4321","0.626924455165863","0.626924455165863","0.626924455165863"
"4337","0.6264898777008057","0.6264898777008057","0.6264898777008057"
"4341","0.6227951049804688","0.6227951049804688","0.6227951049804688"
"4349","0.6235188841819763","0.6235188841819763","0.6235188841819763"
"4369","0.6263717412948608","0.6263717412948608","0.6263717412948608"
"4379","0.6255882978439331","0.6255882978439331","0.6255882978439331"
"4392","0.6269590854644775","0.6269590854644775","0.6269590854644775"
"4402","0.622072696685791","0.622072696685791","0.622072696685791"
"4413","0.6255917549133301","0.6255917549133301","0.6255917549133301"
"4415","0.6251730918884277","0.6251730918884277","0.6251730918884277"
"4420","0.6220453977584839","0.6220453977584839","0.6220453977584839"
"4424","0.621752142906189","0.621752142906189","0.621752142906189"
"4425","0.6243668794631958","0.6243668794631958","0.6243668794631958"
"4429","0.6267059445381165","0.6267059445381165","0.6267059445381165"
"4443","0.6222292184829712","0.6222292184829712","0.6222292184829712"
"4447","0.622623085975647","0.622623085975647","0.622623085975647"
"4453","0.626285195350647","0.626285195350647","0.626285195350647"
"4478","0.625741720199585","0.625741720199585","0.625741720199585"
"4481","0.626971960067749","0.626971960067749","0.626971960067749"
"4487","0.623926043510437","0.623926043510437","0.623926043510437"
"4489","0.6282731294631958","0.6282731294631958","0.6282731294631958"
"4491","0.6252614855766296","0.6252614855766296","0.6252614855766296"
"4494","0.6244453191757202","0.6244453191757202","0.6244453191757202"
"4502","0.6248956918716431","0.6248956918716431","0.6248956918716431"
"4505","0.6240100860595703","0.6240100860595703","0.6240100860595703"
"4526","0.6210495233535767","0.6210495233535767","0.6210495233535767"
"4527","0.6221401691436768","0.6221401691436768","0.6221401691436768"
"4553","0.620285153388977","0.620285153388977","0.620285153388977"
"4579","0.6215654611587524","0.6215654611587524","0.6215654611587524"
"4609","0.6232419013977051","0.6232419013977051","0.6232419013977051"
"4631","0.6213924884796143","0.6213924884796143","0.6213924884796143"
"4637","0.6209283471107483","0.6209283471107483","0.6209283471107483"
"4648","0.620162844657898","0.620162844657898","0.620162844657898"
"4650","0.6201846599578857","0.6201846599578857","0.6201846599578857"
"4651","0.6184192299842834","0.6184192299842834","0.6184192299842834"
"4658","0.6218000054359436","0.6218000054359436","0.6218000054359436"
"4659","0.6191123127937317","0.6191123127937317","0.6191123127937317"
"4666","0.6206464767456055","0.6206464767456055","0.6206464767456055"
"4672","0.6199542284011841","0.6199542284011841","0.6199542284011841"
"4689","0.6197953224182129","0.6197953224182129","0.6197953224182129"
"4694","0.6204068064689636","0.6204068064689636","0.6204068064689636"
"4735","0.6183974146842957","0.6183974146842957","0.6183974146842957"
"4756","0.6195439100265503","0.6195439100265503","0.6195439100265503"
"4774","0.6173696517944336","0.6173696517944336","0.6173696517944336"
"4799","0.6166836023330688","0.6166836023330688","0.6166836023330688"
"4860","0.6177629232406616","0.6177629232406616","0.6177629232406616"
"4890","0.6199173927307129","0.6199173927307129","0.6199173927307129"
"4911","0.6125752329826355","0.6125752329826355","0.6125752329826355"
"4919","0.617865800857544","0.617865800857544","0.617865800857544"
"4935","0.6143561601638794","0.6143561601638794","0.6143561601638794"
"4937","0.6134047508239746","0.6134047508239746","0.6134047508239746"
"4942","0.6145668029785156","0.6145668029785156","0.6145668029785156"
"4950","0.6142134666442871","0.6142134666442871","0.6142134666442871"
"4951","0.6168261170387268","0.6168261170387268","0.6168261170387268"
"4968","0.6171419620513916","0.6171419620513916","0.6171419620513916"
"4979","0.616367757320404","0.616367757320404","0.616367757320404"
"5004","0.6131856441497803","0.6131856441497803","0.6131856441497803"
"5015","0.6158350706100464","0.6158350706100464","0.6158350706100464"
"5019","0.6142232418060303","0.6142232418060303","0.6142232418060303"
"5035","0.6112452745437622","0.6112452745437622","0.6112452745437622"
"5038","0.6134948134422302","0.6134948134422302","0.6134948134422302"
"5041","0.6117449998855591","0.6117449998855591","0.6117449998855591"
"5056","0.6158466339111328","0.6158466339111328","0.6158466339111328"
"5062","0.613550066947937","0.613550066947937","0.613550066947937"
"5065","0.6126747131347656","0.6126747131347656","0.6126747131347656"
"5074","0.6167898178100586","0.6167898178100586","0.6167898178100586"
"5076","0.6140618920326233","0.6140618920326233","0.6140618920326233"
"5091","0.6136248707771301","0.6136248707771301","0.6136248707771301"
"5113","0.6094039678573608","0.6094039678573608","0.6094039678573608"
"5140","0.6106703877449036","0.6106703877449036","0.6106703877449036"
"5158","0.6136921644210815","0.6136921644210815","0.6136921644210815"
"5164","0.6112088561058044","0.6112088561058044","0.6112088561058044"
