"Step","mlp_10_5_misty-sweep-1 - Train/Losses_every_step","mlp_10_5_misty-sweep-1 - Train/Losses_every_step__MIN","mlp_10_5_misty-sweep-1 - Train/Losses_every_step__MAX"
"396","0.6916384696960449","0.6916384696960449","0.6916384696960449"
"404","0.6924295425415039","0.6924295425415039","0.6924295425415039"
"424","0.691556453704834","0.691556453704834","0.691556453704834"
"429","0.6915229558944702","0.6915229558944702","0.6915229558944702"
"434","0.6912357807159424","0.6912357807159424","0.6912357807159424"
"454","0.6915888786315918","0.6915888786315918","0.6915888786315918"
"464","0.6923770904541016","0.6923770904541016","0.6923770904541016"
"471","0.6916261911392212","0.6916261911392212","0.6916261911392212"
"476","0.691657543182373","0.691657543182373","0.691657543182373"
"514","0.6913241147994995","0.6913241147994995","0.6913241147994995"
"518","0.6915603876113892","0.6915603876113892","0.6915603876113892"
"533","0.6914003491401672","0.6914003491401672","0.6914003491401672"
"548","0.6917059421539307","0.6917059421539307","0.6917059421539307"
"567","0.6908258199691772","0.6908258199691772","0.6908258199691772"
"574","0.6926881074905396","0.6926881074905396","0.6926881074905396"
"577","0.6922692060470581","0.6922692060470581","0.6922692060470581"
"584","0.6909633278846741","0.6909633278846741","0.6909633278846741"
"585","0.6919311285018921","0.6919311285018921","0.6919311285018921"
"588","0.6914736032485962","0.6914736032485962","0.6914736032485962"
"612","0.6921509504318237","0.6921509504318237","0.6921509504318237"
"645","0.6913890838623047","0.6913890838623047","0.6913890838623047"
"651","0.6915525197982788","0.6915525197982788","0.6915525197982788"
"662","0.691730260848999","0.691730260848999","0.691730260848999"
"675","0.6919828057289124","0.6919828057289124","0.6919828057289124"
"685","0.6923226118087769","0.6923226118087769","0.6923226118087769"
"702","0.6916518211364746","0.6916518211364746","0.6916518211364746"
"751","0.6907132267951965","0.6907132267951965","0.6907132267951965"
"754","0.6907801628112793","0.6907801628112793","0.6907801628112793"
"762","0.6911726593971252","0.6911726593971252","0.6911726593971252"
"788","0.6905035972595215","0.6905035972595215","0.6905035972595215"
"801","0.6916389465332031","0.6916389465332031","0.6916389465332031"
"806","0.6896061897277832","0.6896061897277832","0.6896061897277832"
"812","0.6920545101165771","0.6920545101165771","0.6920545101165771"
"839","0.6907174587249756","0.6907174587249756","0.6907174587249756"
"881","0.6903882026672363","0.6903882026672363","0.6903882026672363"
"882","0.6905323266983032","0.6905323266983032","0.6905323266983032"
"884","0.6901202201843262","0.6901202201843262","0.6901202201843262"
"885","0.6902838945388794","0.6902838945388794","0.6902838945388794"
"913","0.6899268627166748","0.6899268627166748","0.6899268627166748"
"921","0.6899553537368774","0.6899553537368774","0.6899553537368774"
"947","0.6913990378379822","0.6913990378379822","0.6913990378379822"
"961","0.6896965503692627","0.6896965503692627","0.6896965503692627"
"962","0.6900733709335327","0.6900733709335327","0.6900733709335327"
"964","0.6893980503082275","0.6893980503082275","0.6893980503082275"
"971","0.6896811723709106","0.6896811723709106","0.6896811723709106"
"975","0.6902533173561096","0.6902533173561096","0.6902533173561096"
"990","0.6883784532546997","0.6883784532546997","0.6883784532546997"
"996","0.6890044808387756","0.6890044808387756","0.6890044808387756"
"997","0.6853364706039429","0.6853364706039429","0.6853364706039429"
"1010","0.6838494539260864","0.6838494539260864","0.6838494539260864"
"1020","0.683264970779419","0.683264970779419","0.683264970779419"
"1025","0.6810697317123413","0.6810697317123413","0.6810697317123413"
"1049","0.6790428161621094","0.6790428161621094","0.6790428161621094"
"1066","0.6774210929870605","0.6774210929870605","0.6774210929870605"
"1074","0.6741589307785034","0.6741589307785034","0.6741589307785034"
"1084","0.6768841743469238","0.6768841743469238","0.6768841743469238"
"1103","0.6827273964881897","0.6827273964881897","0.6827273964881897"
"1112","0.6761313676834106","0.6761313676834106","0.6761313676834106"
"1128","0.6742937564849854","0.6742937564849854","0.6742937564849854"
"1130","0.6756300926208496","0.6756300926208496","0.6756300926208496"
"1136","0.674335241317749","0.674335241317749","0.674335241317749"
"1163","0.673987627029419","0.673987627029419","0.673987627029419"
"1164","0.6713783740997314","0.6713783740997314","0.6713783740997314"
"1167","0.6713666915893555","0.6713666915893555","0.6713666915893555"
"1182","0.6683615446090698","0.6683615446090698","0.6683615446090698"
"1211","0.6687443852424622","0.6687443852424622","0.6687443852424622"
"1216","0.6702874898910522","0.6702874898910522","0.6702874898910522"
"1224","0.6677635312080383","0.6677635312080383","0.6677635312080383"
"1232","0.6671586036682129","0.6671586036682129","0.6671586036682129"
"1238","0.6676235198974609","0.6676235198974609","0.6676235198974609"
"1252","0.6638981103897095","0.6638981103897095","0.6638981103897095"
"1268","0.6665012836456299","0.6665012836456299","0.6665012836456299"
"1271","0.6674385070800781","0.6674385070800781","0.6674385070800781"
"1273","0.6656285524368286","0.6656285524368286","0.6656285524368286"
"1301","0.6643182635307312","0.6643182635307312","0.6643182635307312"
"1325","0.659541130065918","0.659541130065918","0.659541130065918"
"1350","0.6696840524673462","0.6696840524673462","0.6696840524673462"
"1351","0.6632288098335266","0.6632288098335266","0.6632288098335266"
"1362","0.6638942956924438","0.6638942956924438","0.6638942956924438"
"1366","0.6637880802154541","0.6637880802154541","0.6637880802154541"
"1373","0.6625948548316956","0.6625948548316956","0.6625948548316956"
"1403","0.6608286499977112","0.6608286499977112","0.6608286499977112"
"1408","0.6610070466995239","0.6610070466995239","0.6610070466995239"
"1424","0.663057804107666","0.663057804107666","0.663057804107666"
"1428","0.6615392565727234","0.6615392565727234","0.6615392565727234"
"1446","0.6602437496185303","0.6602437496185303","0.6602437496185303"
"1447","0.6620585322380066","0.6620585322380066","0.6620585322380066"
"1448","0.6588791608810425","0.6588791608810425","0.6588791608810425"
"1464","0.6594866514205933","0.6594866514205933","0.6594866514205933"
"1465","0.6574388742446899","0.6574388742446899","0.6574388742446899"
"1470","0.6603947281837463","0.6603947281837463","0.6603947281837463"
"1472","0.6609536409378052","0.6609536409378052","0.6609536409378052"
"1501","0.6605330109596252","0.6605330109596252","0.6605330109596252"
"1507","0.6586757898330688","0.6586757898330688","0.6586757898330688"
"1511","0.6575555205345154","0.6575555205345154","0.6575555205345154"
"1531","0.6581004858016968","0.6581004858016968","0.6581004858016968"
"1540","0.6587533950805664","0.6587533950805664","0.6587533950805664"
"1551","0.6547123193740845","0.6547123193740845","0.6547123193740845"
"1574","0.6544310450553894","0.6544310450553894","0.6544310450553894"
"1576","0.6579209566116333","0.6579209566116333","0.6579209566116333"
"1589","0.656143069267273","0.656143069267273","0.656143069267273"
"1598","0.6570948958396912","0.6570948958396912","0.6570948958396912"
"1600","0.6579552888870239","0.6579552888870239","0.6579552888870239"
"1613","0.6550683975219727","0.6550683975219727","0.6550683975219727"
"1650","0.6584712862968445","0.6584712862968445","0.6584712862968445"
"1665","0.6534540057182312","0.6534540057182312","0.6534540057182312"
"1686","0.6528134346008301","0.6528134346008301","0.6528134346008301"
"1702","0.65519118309021","0.65519118309021","0.65519118309021"
"1709","0.6524118185043335","0.6524118185043335","0.6524118185043335"
"1718","0.6541913151741028","0.6541913151741028","0.6541913151741028"
"1732","0.653837263584137","0.653837263584137","0.653837263584137"
"1741","0.652111291885376","0.652111291885376","0.652111291885376"
"1760","0.6496220827102661","0.6496220827102661","0.6496220827102661"
"1773","0.6519793272018433","0.6519793272018433","0.6519793272018433"
"1782","0.6532447934150696","0.6532447934150696","0.6532447934150696"
"1792","0.6514620184898376","0.6514620184898376","0.6514620184898376"
"1796","0.6497575044631958","0.6497575044631958","0.6497575044631958"
"1800","0.6512248516082764","0.6512248516082764","0.6512248516082764"
"1803","0.6500868797302246","0.6500868797302246","0.6500868797302246"
"1810","0.6500560641288757","0.6500560641288757","0.6500560641288757"
"1814","0.6519627571105957","0.6519627571105957","0.6519627571105957"
"1821","0.6529664993286133","0.6529664993286133","0.6529664993286133"
"1822","0.6492829322814941","0.6492829322814941","0.6492829322814941"
"1828","0.6496032476425171","0.6496032476425171","0.6496032476425171"
"1830","0.6475770473480225","0.6475770473480225","0.6475770473480225"
"1832","0.6498053073883057","0.6498053073883057","0.6498053073883057"
"1833","0.6492857336997986","0.6492857336997986","0.6492857336997986"
"1836","0.6507610082626343","0.6507610082626343","0.6507610082626343"
"1843","0.6518357992172241","0.6518357992172241","0.6518357992172241"
"1846","0.6512678861618042","0.6512678861618042","0.6512678861618042"
"1859","0.6518383622169495","0.6518383622169495","0.6518383622169495"
"1878","0.6483911275863647","0.6483911275863647","0.6483911275863647"
"1893","0.6479879021644592","0.6479879021644592","0.6479879021644592"
"1897","0.645740270614624","0.645740270614624","0.645740270614624"
"1933","0.6439621448516846","0.6439621448516846","0.6439621448516846"
"1944","0.6429558992385864","0.6429558992385864","0.6429558992385864"
"1951","0.6446463465690613","0.6446463465690613","0.6446463465690613"
"1956","0.6465939283370972","0.6465939283370972","0.6465939283370972"
"1959","0.6426061987876892","0.6426061987876892","0.6426061987876892"
"1985","0.6451188921928406","0.6451188921928406","0.6451188921928406"
"1991","0.6421121954917908","0.6421121954917908","0.6421121954917908"
"2014","0.6463466882705688","0.6463466882705688","0.6463466882705688"
"2016","0.6487123966217041","0.6487123966217041","0.6487123966217041"
"2028","0.642690122127533","0.642690122127533","0.642690122127533"
"2034","0.6459085941314697","0.6459085941314697","0.6459085941314697"
"2039","0.6426904201507568","0.6426904201507568","0.6426904201507568"
"2049","0.6431002616882324","0.6431002616882324","0.6431002616882324"
"2067","0.6421114206314087","0.6421114206314087","0.6421114206314087"
"2068","0.6451179385185242","0.6451179385185242","0.6451179385185242"
"2090","0.6510591506958008","0.6510591506958008","0.6510591506958008"
"2098","0.6405696868896484","0.6405696868896484","0.6405696868896484"
"2105","0.6413366794586182","0.6413366794586182","0.6413366794586182"
"2110","0.6423677206039429","0.6423677206039429","0.6423677206039429"
"2135","0.6418700218200684","0.6418700218200684","0.6418700218200684"
"2141","0.6451686024665833","0.6451686024665833","0.6451686024665833"
"2143","0.6428518295288086","0.6428518295288086","0.6428518295288086"
"2152","0.643227756023407","0.643227756023407","0.643227756023407"
"2164","0.6410089731216431","0.6410089731216431","0.6410089731216431"
"2171","0.6415749788284302","0.6415749788284302","0.6415749788284302"
"2184","0.6404105424880981","0.6404105424880981","0.6404105424880981"
"2187","0.6434483528137207","0.6434483528137207","0.6434483528137207"
"2189","0.6400086879730225","0.6400086879730225","0.6400086879730225"
"2192","0.6410950422286987","0.6410950422286987","0.6410950422286987"
"2201","0.6417503356933594","0.6417503356933594","0.6417503356933594"
"2203","0.6418989896774292","0.6418989896774292","0.6418989896774292"
"2209","0.6413791179656982","0.6413791179656982","0.6413791179656982"
"2213","0.6399803161621094","0.6399803161621094","0.6399803161621094"
"2247","0.6385059356689453","0.6385059356689453","0.6385059356689453"
"2263","0.638364315032959","0.638364315032959","0.638364315032959"
"2272","0.6372430324554443","0.6372430324554443","0.6372430324554443"
"2283","0.6409066915512085","0.6409066915512085","0.6409066915512085"
"2295","0.6396088004112244","0.6396088004112244","0.6396088004112244"
"2302","0.6390764117240906","0.6390764117240906","0.6390764117240906"
"2328","0.63712078332901","0.63712078332901","0.63712078332901"
"2343","0.6375111937522888","0.6375111937522888","0.6375111937522888"
"2352","0.6369751691818237","0.6369751691818237","0.6369751691818237"
"2356","0.6406154632568359","0.6406154632568359","0.6406154632568359"
"2378","0.638988733291626","0.638988733291626","0.638988733291626"
"2382","0.6346676349639893","0.6346676349639893","0.6346676349639893"
"2400","0.634640097618103","0.634640097618103","0.634640097618103"
"2406","0.6350688338279724","0.6350688338279724","0.6350688338279724"
"2410","0.6375241875648499","0.6375241875648499","0.6375241875648499"
"2419","0.6367986798286438","0.6367986798286438","0.6367986798286438"
"2422","0.635527491569519","0.635527491569519","0.635527491569519"
"2428","0.6341985464096069","0.6341985464096069","0.6341985464096069"
"2429","0.6355581283569336","0.6355581283569336","0.6355581283569336"
"2454","0.6394093036651611","0.6394093036651611","0.6394093036651611"
"2459","0.636497974395752","0.636497974395752","0.636497974395752"
"2533","0.6377840042114258","0.6377840042114258","0.6377840042114258"
"2537","0.6326882839202881","0.6326882839202881","0.6326882839202881"
"2542","0.6367570161819458","0.6367570161819458","0.6367570161819458"
"2549","0.6358960866928101","0.6358960866928101","0.6358960866928101"
"2551","0.6326189637184143","0.6326189637184143","0.6326189637184143"
"2563","0.6309992074966431","0.6309992074966431","0.6309992074966431"
"2573","0.6342912316322327","0.6342912316322327","0.6342912316322327"
"2578","0.633131206035614","0.633131206035614","0.633131206035614"
"2590","0.6339730620384216","0.6339730620384216","0.6339730620384216"
"2612","0.6331880688667297","0.6331880688667297","0.6331880688667297"
"2624","0.6333954334259033","0.6333954334259033","0.6333954334259033"
"2662","0.6343479156494141","0.6343479156494141","0.6343479156494141"
"2672","0.6306856870651245","0.6306856870651245","0.6306856870651245"
"2700","0.6294854283332825","0.6294854283332825","0.6294854283332825"
"2707","0.630712628364563","0.630712628364563","0.630712628364563"
"2732","0.629841685295105","0.629841685295105","0.629841685295105"
"2738","0.6317497491836548","0.6317497491836548","0.6317497491836548"
"2752","0.629030704498291","0.629030704498291","0.629030704498291"
"2773","0.6288689970970154","0.6288689970970154","0.6288689970970154"
"2815","0.6270955204963684","0.6270955204963684","0.6270955204963684"
"2821","0.6295522451400757","0.6295522451400757","0.6295522451400757"
"2833","0.6271131038665771","0.6271131038665771","0.6271131038665771"
"2836","0.6272071599960327","0.6272071599960327","0.6272071599960327"
"2839","0.6260890960693359","0.6260890960693359","0.6260890960693359"
"2863","0.6228057146072388","0.6228057146072388","0.6228057146072388"
"2871","0.6275488138198853","0.6275488138198853","0.6275488138198853"
"2874","0.625792384147644","0.625792384147644","0.625792384147644"
"2884","0.6247371435165405","0.6247371435165405","0.6247371435165405"
"2902","0.6235001683235168","0.6235001683235168","0.6235001683235168"
"2911","0.623999834060669","0.623999834060669","0.623999834060669"
"2941","0.6250696182250977","0.6250696182250977","0.6250696182250977"
"2946","0.6257739067077637","0.6257739067077637","0.6257739067077637"
"2958","0.6224244236946106","0.6224244236946106","0.6224244236946106"
"2975","0.6264122128486633","0.6264122128486633","0.6264122128486633"
"2977","0.6246351599693298","0.6246351599693298","0.6246351599693298"
"2992","0.6209362745285034","0.6209362745285034","0.6209362745285034"
"3003","0.6233105063438416","0.6233105063438416","0.6233105063438416"
"3029","0.6195498704910278","0.6195498704910278","0.6195498704910278"
"3030","0.622363269329071","0.622363269329071","0.622363269329071"
"3052","0.6217154264450073","0.6217154264450073","0.6217154264450073"
"3066","0.6232402920722961","0.6232402920722961","0.6232402920722961"
"3068","0.6245579123497009","0.6245579123497009","0.6245579123497009"
"3069","0.6239146590232849","0.6239146590232849","0.6239146590232849"
"3070","0.6226375102996826","0.6226375102996826","0.6226375102996826"
"3073","0.6208041310310364","0.6208041310310364","0.6208041310310364"
"3091","0.6205086708068848","0.6205086708068848","0.6205086708068848"
"3096","0.6241545677185059","0.6241545677185059","0.6241545677185059"
"3111","0.6229223608970642","0.6229223608970642","0.6229223608970642"
"3117","0.6204577088356018","0.6204577088356018","0.6204577088356018"
"3121","0.624478816986084","0.624478816986084","0.624478816986084"
"3124","0.6237610578536987","0.6237610578536987","0.6237610578536987"
"3163","0.6225138902664185","0.6225138902664185","0.6225138902664185"
"3167","0.622471809387207","0.622471809387207","0.622471809387207"
"3214","0.621807873249054","0.621807873249054","0.621807873249054"
"3215","0.6201385259628296","0.6201385259628296","0.6201385259628296"
"3224","0.6152227520942688","0.6152227520942688","0.6152227520942688"
"3263","0.6197149753570557","0.6197149753570557","0.6197149753570557"
"3273","0.6202363967895508","0.6202363967895508","0.6202363967895508"
"3274","0.6162755489349365","0.6162755489349365","0.6162755489349365"
"3296","0.6211087703704834","0.6211087703704834","0.6211087703704834"
"3304","0.6197019815444946","0.6197019815444946","0.6197019815444946"
"3306","0.6204166412353516","0.6204166412353516","0.6204166412353516"
"3316","0.6197500228881836","0.6197500228881836","0.6197500228881836"
"3318","0.6206050515174866","0.6206050515174866","0.6206050515174866"
"3335","0.6182880401611328","0.6182880401611328","0.6182880401611328"
"3341","0.6169698238372803","0.6169698238372803","0.6169698238372803"
"3353","0.61611008644104","0.61611008644104","0.61611008644104"
"3356","0.6176690459251404","0.6176690459251404","0.6176690459251404"
"3365","0.6186290979385376","0.6186290979385376","0.6186290979385376"
"3367","0.6185119152069092","0.6185119152069092","0.6185119152069092"
"3372","0.6151618361473083","0.6151618361473083","0.6151618361473083"
"3398","0.6168624758720398","0.6168624758720398","0.6168624758720398"
"3417","0.6223487854003906","0.6223487854003906","0.6223487854003906"
"3444","0.6146860122680664","0.6146860122680664","0.6146860122680664"
"3494","0.6180053949356079","0.6180053949356079","0.6180053949356079"
"3506","0.6187371015548706","0.6187371015548706","0.6187371015548706"
"3528","0.6136044263839722","0.6136044263839722","0.6136044263839722"
"3557","0.6146519184112549","0.6146519184112549","0.6146519184112549"
"3563","0.615486204624176","0.615486204624176","0.615486204624176"
"3577","0.6148569583892822","0.6148569583892822","0.6148569583892822"
"3595","0.6154935956001282","0.6154935956001282","0.6154935956001282"
"3599","0.6151362061500549","0.6151362061500549","0.6151362061500549"
"3602","0.6160969734191895","0.6160969734191895","0.6160969734191895"
"3608","0.6206116080284119","0.6206116080284119","0.6206116080284119"
"3610","0.6150071620941162","0.6150071620941162","0.6150071620941162"
"3629","0.6150081157684326","0.6150081157684326","0.6150081157684326"
"3633","0.6125316619873047","0.6125316619873047","0.6125316619873047"
"3656","0.6210837364196777","0.6210837364196777","0.6210837364196777"
"3667","0.6126623153686523","0.6126623153686523","0.6126623153686523"
"3673","0.6144647002220154","0.6144647002220154","0.6144647002220154"
"3678","0.6140254735946655","0.6140254735946655","0.6140254735946655"
"3740","0.6131815910339355","0.6131815910339355","0.6131815910339355"
"3749","0.612024188041687","0.612024188041687","0.612024188041687"
"3758","0.6127574443817139","0.6127574443817139","0.6127574443817139"
"3765","0.6133391857147217","0.6133391857147217","0.6133391857147217"
"3767","0.6129103899002075","0.6129103899002075","0.6129103899002075"
"3789","0.6125882863998413","0.6125882863998413","0.6125882863998413"
"3794","0.616092324256897","0.616092324256897","0.616092324256897"
"3803","0.6105712056159973","0.6105712056159973","0.6105712056159973"
"3818","0.6115174889564514","0.6115174889564514","0.6115174889564514"
"3836","0.612871527671814","0.612871527671814","0.612871527671814"
"3838","0.6117196083068848","0.6117196083068848","0.6117196083068848"
"3849","0.6107659935951233","0.6107659935951233","0.6107659935951233"
"3857","0.611662745475769","0.611662745475769","0.611662745475769"
"3871","0.612188458442688","0.612188458442688","0.612188458442688"
"3878","0.6125244498252869","0.6125244498252869","0.6125244498252869"
"3883","0.6124335527420044","0.6124335527420044","0.6124335527420044"
"3887","0.610473096370697","0.610473096370697","0.610473096370697"
"3889","0.6102885007858276","0.6102885007858276","0.6102885007858276"
"3892","0.6108173131942749","0.6108173131942749","0.6108173131942749"
"3910","0.6096750497817993","0.6096750497817993","0.6096750497817993"
"3921","0.6110368371009827","0.6110368371009827","0.6110368371009827"
"3923","0.6087821125984192","0.6087821125984192","0.6087821125984192"
"3931","0.6138401627540588","0.6138401627540588","0.6138401627540588"
"3951","0.6102652549743652","0.6102652549743652","0.6102652549743652"
"3958","0.6061988472938538","0.6061988472938538","0.6061988472938538"
"3961","0.6100652813911438","0.6100652813911438","0.6100652813911438"
"3974","0.6094175577163696","0.6094175577163696","0.6094175577163696"
"3993","0.6098840236663818","0.6098840236663818","0.6098840236663818"
"4009","0.6131442785263062","0.6131442785263062","0.6131442785263062"
"4012","0.6110066175460815","0.6110066175460815","0.6110066175460815"
"4016","0.6110369563102722","0.6110369563102722","0.6110369563102722"
"4021","0.6088418960571289","0.6088418960571289","0.6088418960571289"
"4032","0.6127212643623352","0.6127212643623352","0.6127212643623352"
"4040","0.6068589091300964","0.6068589091300964","0.6068589091300964"
"4054","0.6115618944168091","0.6115618944168091","0.6115618944168091"
"4066","0.609176754951477","0.609176754951477","0.609176754951477"
"4074","0.6143524050712585","0.6143524050712585","0.6143524050712585"
"4101","0.6099241971969604","0.6099241971969604","0.6099241971969604"
"4114","0.6076023578643799","0.6076023578643799","0.6076023578643799"
"4131","0.609312891960144","0.609312891960144","0.609312891960144"
"4140","0.6093040704727173","0.6093040704727173","0.6093040704727173"
"4148","0.6063488721847534","0.6063488721847534","0.6063488721847534"
"4162","0.6093737483024597","0.6093737483024597","0.6093737483024597"
"4163","0.6101911664009094","0.6101911664009094","0.6101911664009094"
"4175","0.6061369180679321","0.6061369180679321","0.6061369180679321"
"4181","0.6120079755783081","0.6120079755783081","0.6120079755783081"
"4184","0.6099351644515991","0.6099351644515991","0.6099351644515991"
"4212","0.6081377267837524","0.6081377267837524","0.6081377267837524"
"4213","0.6070085763931274","0.6070085763931274","0.6070085763931274"
"4229","0.6080204248428345","0.6080204248428345","0.6080204248428345"
"4281","0.6074084043502808","0.6074084043502808","0.6074084043502808"
"4295","0.6112805008888245","0.6112805008888245","0.6112805008888245"
"4318","0.6063461899757385","0.6063461899757385","0.6063461899757385"
"4321","0.608310341835022","0.608310341835022","0.608310341835022"
"4337","0.6054796576499939","0.6054796576499939","0.6054796576499939"
"4341","0.6093178987503052","0.6093178987503052","0.6093178987503052"
"4349","0.6072567701339722","0.6072567701339722","0.6072567701339722"
"4369","0.6067756414413452","0.6067756414413452","0.6067756414413452"
"4379","0.6038124561309814","0.6038124561309814","0.6038124561309814"
"4392","0.6062851548194885","0.6062851548194885","0.6062851548194885"
"4402","0.6064255237579346","0.6064255237579346","0.6064255237579346"
"4413","0.604651689529419","0.604651689529419","0.604651689529419"
"4415","0.6007968187332153","0.6007968187332153","0.6007968187332153"
"4420","0.6077014207839966","0.6077014207839966","0.6077014207839966"
"4424","0.6063754558563232","0.6063754558563232","0.6063754558563232"
"4425","0.606877326965332","0.606877326965332","0.606877326965332"
"4429","0.6064701080322266","0.6064701080322266","0.6064701080322266"
"4443","0.607522189617157","0.607522189617157","0.607522189617157"
"4447","0.6044735908508301","0.6044735908508301","0.6044735908508301"
"4453","0.6036325693130493","0.6036325693130493","0.6036325693130493"
"4478","0.6053931713104248","0.6053931713104248","0.6053931713104248"
"4481","0.6061819791793823","0.6061819791793823","0.6061819791793823"
"4487","0.6032776236534119","0.6032776236534119","0.6032776236534119"
"4489","0.6051902174949646","0.6051902174949646","0.6051902174949646"
"4491","0.6021666526794434","0.6021666526794434","0.6021666526794434"
"4494","0.6054372787475586","0.6054372787475586","0.6054372787475586"
"4502","0.6053602695465088","0.6053602695465088","0.6053602695465088"
"4505","0.6050690412521362","0.6050690412521362","0.6050690412521362"
"4526","0.6040544509887695","0.6040544509887695","0.6040544509887695"
"4527","0.6049157381057739","0.6049157381057739","0.6049157381057739"
"4553","0.6046420335769653","0.6046420335769653","0.6046420335769653"
"4579","0.6042096018791199","0.6042096018791199","0.6042096018791199"
"4609","0.6002342700958252","0.6002342700958252","0.6002342700958252"
"4631","0.600699245929718","0.600699245929718","0.600699245929718"
"4637","0.6013723611831665","0.6013723611831665","0.6013723611831665"
"4648","0.6004842519760132","0.6004842519760132","0.6004842519760132"
"4650","0.5997041463851929","0.5997041463851929","0.5997041463851929"
"4651","0.603042483329773","0.603042483329773","0.603042483329773"
"4658","0.6050835251808167","0.6050835251808167","0.6050835251808167"
"4659","0.6031313538551331","0.6031313538551331","0.6031313538551331"
"4666","0.6047571301460266","0.6047571301460266","0.6047571301460266"
"4672","0.6011492013931274","0.6011492013931274","0.6011492013931274"
"4689","0.6011755466461182","0.6011755466461182","0.6011755466461182"
"4694","0.6072511672973633","0.6072511672973633","0.6072511672973633"
"4735","0.6012544631958008","0.6012544631958008","0.6012544631958008"
"4756","0.6022425889968872","0.6022425889968872","0.6022425889968872"
"4774","0.6039469838142395","0.6039469838142395","0.6039469838142395"
"4799","0.6000301837921143","0.6000301837921143","0.6000301837921143"
"4860","0.6004611253738403","0.6004611253738403","0.6004611253738403"
"4890","0.5973676443099976","0.5973676443099976","0.5973676443099976"
"4911","0.6002802848815918","0.6002802848815918","0.6002802848815918"
"4919","0.5965346097946167","0.5965346097946167","0.5965346097946167"
"4935","0.5966812372207642","0.5966812372207642","0.5966812372207642"
"4937","0.6001577377319336","0.6001577377319336","0.6001577377319336"
"4942","0.5992429256439209","0.5992429256439209","0.5992429256439209"
"4950","0.6021311283111572","0.6021311283111572","0.6021311283111572"
"4951","0.5979790091514587","0.5979790091514587","0.5979790091514587"
"4968","0.5969823598861694","0.5969823598861694","0.5969823598861694"
"4979","0.6021764278411865","0.6021764278411865","0.6021764278411865"
"5004","0.5969420075416565","0.5969420075416565","0.5969420075416565"
"5015","0.5985568761825562","0.5985568761825562","0.5985568761825562"
"5019","0.5960273742675781","0.5960273742675781","0.5960273742675781"
"5035","0.5960569977760315","0.5960569977760315","0.5960569977760315"
"5038","0.5959881544113159","0.5959881544113159","0.5959881544113159"
"5041","0.5988527536392212","0.5988527536392212","0.5988527536392212"
"5056","0.5973614454269409","0.5973614454269409","0.5973614454269409"
"5062","0.5974568128585815","0.5974568128585815","0.5974568128585815"
"5065","0.5968143939971924","0.5968143939971924","0.5968143939971924"
"5074","0.5940447449684143","0.5940447449684143","0.5940447449684143"
"5076","0.5984455943107605","0.5984455943107605","0.5984455943107605"
"5091","0.5945771336555481","0.5945771336555481","0.5945771336555481"
"5113","0.5914158225059509","0.5914158225059509","0.5914158225059509"
"5140","0.5921207666397095","0.5921207666397095","0.5921207666397095"
