"Step","postactivation_production: kan - Train/Losses_every_step","postactivation_production: kan - Train/Losses_every_step__MIN","postactivation_production: kan - Train/Losses_every_step__MAX","postactivation_production: mlp - Train/Losses_every_step","postactivation_production: mlp - Train/Losses_every_step__MIN","postactivation_production: mlp - Train/Losses_every_step__MAX"
"72","0.6931995749473572","0.6931905746459961","0.6932110786437988","0.6930797100067139","0.6926993131637573","0.6940350532531738"
"118","0.6934681832790375","0.6932507753372192","0.6935853362083435","0.6926460981369018","0.6922231912612915","0.6932010650634766"
"150","0.6938407123088837","0.693170428276062","0.6942384243011475","0.6923843860626221","0.6922212839126587","0.692597508430481"
"153","0.6934455633163452","0.6933025121688843","0.6935304403305054","0.6922213077545166","0.6919761896133423","0.6925525665283203"
"163","0.6933711469173431","0.693229079246521","0.6934455633163452","0.6925938248634338","0.6920019388198853","0.6930828094482422"
"184","0.6928848475217819","0.6924744844436646","0.6933385729789734","0.6923250198364258","0.6918067932128906","0.6931437253952026"
"258","0.6926176846027374","0.6921972036361694","0.6930712461471558","0.6922425389289856","0.6915801167488098","0.6931100487709045"
"265","0.6927065551280975","0.6925144791603088","0.6928239464759827","0.6921089887619019","0.6915497779846191","0.6926183700561523"
"277","0.6925927996635437","0.692244827747345","0.6933231949806213","0.6923164963722229","0.6916126608848572","0.6929007768630981"
"280","0.6924722492694855","0.692093014717102","0.6929820775985718","0.692151415348053","0.6916654109954834","0.6926109790802002"
"300","0.6924735307693481","0.6920496821403503","0.6930703520774841","0.6923452734947204","0.6920971870422363","0.6927370429039001"
"304","0.6925627589225769","0.6924930810928345","0.6927636861801147","0.692440140247345","0.6913100481033325","0.693246603012085"
"317","0.6926935315132141","0.692618727684021","0.692811131477356","0.692302668094635","0.6911913156509399","0.6928086280822754"
"336","0.6926819682121277","0.6921030282974243","0.692988395690918","0.6920485973358155","0.6915073394775391","0.6927867531776428"
"388","0.6929137110710144","0.6925399303436279","0.6931304931640625","0.6916642904281616","0.6912492513656616","0.6920605301856995"
"429","0.692687377333641","0.6923375129699707","0.6928588151931763","0.6919776916503906","0.691353440284729","0.6925837993621826"
"476","0.6923284083604813","0.6919792890548706","0.6925289034843445","0.6916825890541076","0.6913732290267944","0.6919058561325073"
"514","0.6921123713254929","0.6920350790023804","0.6923050880432129","0.6908067464828491","0.690536379814148","0.6913241147994995"
"533","0.6920097023248672","0.6917315721511841","0.6924809217453003","0.6915513634681701","0.6910825967788696","0.6922166347503662"
"612","0.6923431307077408","0.6919198036193848","0.6925299763679504","0.6913200497627259","0.6904229521751404","0.692112922668457"
"651","0.6925597041845322","0.6921435594558716","0.6927548050880432","0.6917742848396301","0.6909242868423462","0.6924948692321777"
"751","0.6921373903751373","0.6919023990631104","0.6925076842308044","0.6911315560340882","0.6904595494270325","0.6917510032653809"
"762","0.6919386386871338","0.6918050646781921","0.6920174360275269","0.6910327076911926","0.6903213262557983","0.6917214393615723"
"788","0.6917859613895416","0.6916602849960327","0.6919218897819519","0.6912427544593811","0.6906375288963318","0.6916264295578003"
"806","0.6918191462755203","0.6915685534477234","0.692182719707489","0.6907103180885314","0.6898112297058105","0.6915535926818848"
"921","0.6916466951370239","0.6912675499916077","0.692096471786499","0.689779269695282","0.6826133728027344","0.6931121945381165"
"947","0.6913434863090515","0.6903877258300781","0.6919144988059998","0.6854126811027527","0.6756677627563477","0.6915534734725952"
"964","0.6899818331003189","0.6865938901901245","0.6927123665809631","0.6847880482673645","0.6754042506217957","0.6916986703872681"
"996","0.6876062154769897","0.6826308965682983","0.6918993592262268","0.6864150404930115","0.6749463081359863","0.6919341087341309"
"997","0.687676191329956","0.68193519115448","0.6922488212585449","0.6841006517410279","0.672968327999115","0.691342294216156"
"1020","0.6864363253116608","0.680569589138031","0.6919651031494141","0.6835971951484681","0.6696460247039795","0.69072425365448"
"1049","0.685886338353157","0.6796190142631531","0.6918827295303345","0.6824335098266602","0.6702179312705994","0.6898557543754578"
"1066","0.6852345615625381","0.6771672964096069","0.691831111907959","0.6801314353942871","0.6708775758743286","0.6900917291641235"
"1074","0.6841385513544083","0.6749281883239746","0.6908475160598755","0.6790249347686768","0.6703823208808899","0.6868079900741577"
"1112","0.6822218000888824","0.6715865135192871","0.692144513130188","0.677781593799591","0.6678977608680725","0.6847892999649048"
"1128","0.6834816783666611","0.672194242477417","0.6917398571968079","0.6747228860855102","0.6689957976341248","0.6793655157089233"
"1130","0.6835837513208389","0.6721744537353516","0.6924350261688232","0.6799322962760925","0.6655486822128296","0.6954612731933594"
"1136","0.68500716984272","0.6711028814315796","0.6925525069236755","0.6773081660270691","0.6680070161819458","0.6837885975837708"
"1164","0.6801123321056366","0.6677478551864624","0.691618800163269","0.6758498668670654","0.6654622554779053","0.686844527721405"
"1167","0.680869534611702","0.6694321036338806","0.6918559074401855","0.6711479902267456","0.6641030311584473","0.6772220134735107"
"1216","0.6785444766283035","0.6645535826683044","0.6919914484024048","0.6714559912681579","0.663144052028656","0.6774751543998718"
"1232","0.6782564222812653","0.6632540225982666","0.6922838687896729","0.6685171604156495","0.662604570388794","0.6740972995758057"
"1238","0.6783904880285263","0.6627880334854126","0.6920251846313477","0.6681775331497193","0.6624308824539185","0.6743150949478149"
"1252","0.6785339415073395","0.6645301580429077","0.6924257278442383","0.6663219451904296","0.6610842943191528","0.6721369028091431"
"1268","0.6764638721942902","0.660172700881958","0.6921250820159912","0.6650097727775574","0.6575185060501099","0.6714305877685547"
"1351","0.6748265773057938","0.6558815836906433","0.6923608779907227","0.6615325093269349","0.6536238193511963","0.6668485999107361"
"1366","0.67318956553936","0.6529510617256165","0.6922543048858643","0.661538028717041","0.6556849479675293","0.6671505570411682"
"1428","0.6711232215166092","0.6513851881027222","0.6909866333007812","0.6611238479614258","0.6525714993476868","0.6669849753379822"
"1446","0.67000812292099","0.6506630778312683","0.6905069351196289","0.6594301104545593","0.6518619060516357","0.666695773601532"
"1447","0.6696362048387527","0.6497422456741333","0.6897267699241638","0.6595833539962769","0.650574803352356","0.6664618253707886"
"1448","0.6693406999111176","0.6508793830871582","0.6895305514335632","0.6593504548072815","0.6520704627037048","0.6638666391372681"
"1470","0.6703053265810013","0.6517665386199951","0.6890557408332825","0.6580617070198059","0.6492174863815308","0.6641569137573242"
"1501","0.667594850063324","0.6498832106590271","0.6868605017662048","0.6558470010757447","0.6498491168022156","0.6617978811264038"
"1531","0.6649725288152695","0.6477941274642944","0.682101845741272","0.6554282546043396","0.6466302871704102","0.663143515586853"
"1576","0.6631900519132614","0.6459728479385376","0.6804067492485046","0.6547997951507568","0.648708701133728","0.6611478924751282"
