"Step","skilled-sweep-3 - Train/Losses final","skilled-sweep-3 - Train/Losses final__MIN","skilled-sweep-3 - Train/Losses final__MAX","playful-sweep-2 - Train/Losses final","playful-sweep-2 - Train/Losses final__MIN","playful-sweep-2 - Train/Losses final__MAX","prime-sweep-1 - Train/Losses final","prime-sweep-1 - Train/Losses final__MIN","prime-sweep-1 - Train/Losses final__MAX"
"1271","0.6923828125","0.6923828125","0.6923828125","0.69384765625","0.69384765625","0.69384765625","0.689453125","0.689453125","0.689453125"
"1301","0.6943359375","0.6943359375","0.6943359375","0.69384765625","0.69384765625","0.69384765625","0.6923828125","0.6923828125","0.6923828125"
"1351","0.6923828125","0.6923828125","0.6923828125","0.69091796875","0.69091796875","0.69091796875","0.6875","0.6875","0.6875"
"1366","0.7041015625","0.7041015625","0.7041015625","0.70068359375","0.70068359375","0.70068359375","0.70068359375","0.70068359375","0.70068359375"
"1403","0.6884765625","0.6884765625","0.6884765625","0.69580078125","0.69580078125","0.69580078125","0.69091796875","0.69091796875","0.69091796875"
"1408","0.6953125","0.6953125","0.6953125","0.697265625","0.697265625","0.697265625","0.69921875","0.69921875","0.69921875"
"1428","0.70361328125","0.70361328125","0.70361328125","0.70263671875","0.70263671875","0.70263671875","0.70361328125","0.70361328125","0.70361328125"
"1446","0.69677734375","0.69677734375","0.69677734375","0.69873046875","0.69873046875","0.69873046875","0.7001953125","0.7001953125","0.7001953125"
"1447","0.70166015625","0.70166015625","0.70166015625","0.69384765625","0.69384765625","0.69384765625","0.6943359375","0.6943359375","0.6943359375"
"1448","0.68798828125","0.68798828125","0.68798828125","0.69677734375","0.69677734375","0.69677734375","0.6962890625","0.6962890625","0.6962890625"
"1470","0.6865234375","0.6865234375","0.6865234375","0.69384765625","0.69384765625","0.69384765625","0.69189453125","0.69189453125","0.69189453125"
"1501","0.69287109375","0.69287109375","0.69287109375","0.6865234375","0.6865234375","0.6865234375","0.69140625","0.69140625","0.69140625"
"1507","0.697265625","0.697265625","0.697265625","0.69384765625","0.69384765625","0.69384765625","0.69287109375","0.69287109375","0.69287109375"
"1531","0.69970703125","0.69970703125","0.69970703125","0.693359375","0.693359375","0.693359375","0.6982421875","0.6982421875","0.6982421875"
"1576","0.693359375","0.693359375","0.693359375","0.69921875","0.69921875","0.69921875","0.6982421875","0.6982421875","0.6982421875"
"1598","0.7021484375","0.7021484375","0.7021484375","0.7001953125","0.7001953125","0.7001953125","0.69775390625","0.69775390625","0.69775390625"
"1686","0.68017578125","0.68017578125","0.68017578125","0.68310546875","0.68310546875","0.68310546875","0.6845703125","0.6845703125","0.6845703125"
"1702","0.68798828125","0.68798828125","0.68798828125","0.68896484375","0.68896484375","0.68896484375","0.68896484375","0.68896484375","0.68896484375"
"1718","0.6650390625","0.6650390625","0.6650390625","0.6669921875","0.6669921875","0.6669921875","0.66748046875","0.66748046875","0.66748046875"
"1741","0.69091796875","0.69091796875","0.69091796875","0.68408203125","0.68408203125","0.68408203125","0.68798828125","0.68798828125","0.68798828125"
"1760","0.69921875","0.69921875","0.69921875","0.6923828125","0.6923828125","0.6923828125","0.69384765625","0.69384765625","0.69384765625"
"1773","0.6943359375","0.6943359375","0.6943359375","0.693359375","0.693359375","0.693359375","0.69140625","0.69140625","0.69140625"
"1782","0.7001953125","0.7001953125","0.7001953125","0.693359375","0.693359375","0.693359375","0.69140625","0.69140625","0.69140625"
"1792","0.705078125","0.705078125","0.705078125","0.69921875","0.69921875","0.69921875","0.7021484375","0.7021484375","0.7021484375"
"1796","0.67431640625","0.67431640625","0.67431640625","0.6787109375","0.6787109375","0.6787109375","0.67822265625","0.67822265625","0.67822265625"
"1814","0.6923828125","0.6923828125","0.6923828125","0.6845703125","0.6845703125","0.6845703125","0.68896484375","0.68896484375","0.68896484375"
"1821","0.69189453125","0.69189453125","0.69189453125","0.69775390625","0.69775390625","0.69775390625","0.6982421875","0.6982421875","0.6982421875"
"1830","0.6884765625","0.6884765625","0.6884765625","0.6904296875","0.6904296875","0.6904296875","0.69189453125","0.69189453125","0.69189453125"
"1832","0.693359375","0.693359375","0.693359375","0.69677734375","0.69677734375","0.69677734375","0.6943359375","0.6943359375","0.6943359375"
"1833","0.69775390625","0.69775390625","0.69775390625","0.697265625","0.697265625","0.697265625","0.69580078125","0.69580078125","0.69580078125"
"1846","0.69580078125","0.69580078125","0.69580078125","0.68896484375","0.68896484375","0.68896484375","0.6953125","0.6953125","0.6953125"
"1897","0.68798828125","0.68798828125","0.68798828125","0.69384765625","0.69384765625","0.69384765625","0.6943359375","0.6943359375","0.6943359375"
"1933","0.693359375","0.693359375","0.693359375","0.69140625","0.69140625","0.69140625","0.69091796875","0.69091796875","0.69091796875"
"1944","0.6943359375","0.6943359375","0.6943359375","0.6953125","0.6953125","0.6953125","0.68994140625","0.68994140625","0.68994140625"
"1956","0.69140625","0.69140625","0.69140625","0.69091796875","0.69091796875","0.69091796875","0.697265625","0.697265625","0.697265625"
"1985","0.6943359375","0.6943359375","0.6943359375","0.69873046875","0.69873046875","0.69873046875","0.70263671875","0.70263671875","0.70263671875"
"1991","0.69970703125","0.69970703125","0.69970703125","0.69970703125","0.69970703125","0.69970703125","0.6982421875","0.6982421875","0.6982421875"
"2014","0.71826171875","0.71826171875","0.71826171875","0.72998046875","0.72998046875","0.72998046875","0.72412109375","0.72412109375","0.72412109375"
"2028","0.6923828125","0.6923828125","0.6923828125","0.70263671875","0.70263671875","0.70263671875","0.69873046875","0.69873046875","0.69873046875"
"2034","0.69140625","0.69140625","0.69140625","0.70361328125","0.70361328125","0.70361328125","0.6962890625","0.6962890625","0.6962890625"
"2049","0.6923828125","0.6923828125","0.6923828125","0.68798828125","0.68798828125","0.68798828125","0.689453125","0.689453125","0.689453125"
"2068","0.68798828125","0.68798828125","0.68798828125","0.69677734375","0.69677734375","0.69677734375","0.69921875","0.69921875","0.69921875"
"2098","0.6904296875","0.6904296875","0.6904296875","0.70458984375","0.70458984375","0.70458984375","0.7001953125","0.7001953125","0.7001953125"
"2105","0.68798828125","0.68798828125","0.68798828125","0.6962890625","0.6962890625","0.6962890625","0.693359375","0.693359375","0.693359375"
"2143","0.697265625","0.697265625","0.697265625","0.6962890625","0.6962890625","0.6962890625","0.69140625","0.69140625","0.69140625"
"2152","0.71142578125","0.71142578125","0.71142578125","0.708984375","0.708984375","0.708984375","0.705078125","0.705078125","0.705078125"
"2164","0.69482421875","0.69482421875","0.69482421875","0.68798828125","0.68798828125","0.68798828125","0.693359375","0.693359375","0.693359375"
"2171","0.6904296875","0.6904296875","0.6904296875","0.697265625","0.697265625","0.697265625","0.69775390625","0.69775390625","0.69775390625"
"2184","0.69140625","0.69140625","0.69140625","0.69677734375","0.69677734375","0.69677734375","0.697265625","0.697265625","0.697265625"
"2187","0.70556640625","0.70556640625","0.70556640625","0.70556640625","0.70556640625","0.70556640625","0.70947265625","0.70947265625","0.70947265625"
"2189","0.68994140625","0.68994140625","0.68994140625","0.68701171875","0.68701171875","0.68701171875","0.68798828125","0.68798828125","0.68798828125"
"2201","0.6748046875","0.6748046875","0.6748046875","0.67529296875","0.67529296875","0.67529296875","0.67822265625","0.67822265625","0.67822265625"
"2203","0.68896484375","0.68896484375","0.68896484375","0.6884765625","0.6884765625","0.6884765625","0.68310546875","0.68310546875","0.68310546875"
"2213","0.69287109375","0.69287109375","0.69287109375","0.7021484375","0.7021484375","0.7021484375","0.69970703125","0.69970703125","0.69970703125"
"2247","0.69482421875","0.69482421875","0.69482421875","0.6982421875","0.6982421875","0.6982421875","0.69482421875","0.69482421875","0.69482421875"
"2263","0.705078125","0.705078125","0.705078125","0.69873046875","0.69873046875","0.69873046875","0.69970703125","0.69970703125","0.69970703125"
"2272","0.701171875","0.701171875","0.701171875","0.69287109375","0.69287109375","0.69287109375","0.69384765625","0.69384765625","0.69384765625"
"2283","0.70849609375","0.70849609375","0.70849609375","0.70703125","0.70703125","0.70703125","0.705078125","0.705078125","0.705078125"
"2295","0.7109375","0.7109375","0.7109375","0.70654296875","0.70654296875","0.70654296875","0.70361328125","0.70361328125","0.70361328125"
"2302","0.69970703125","0.69970703125","0.69970703125","0.701171875","0.701171875","0.701171875","0.7001953125","0.7001953125","0.7001953125"
"2328","0.69287109375","0.69287109375","0.69287109375","0.69921875","0.69921875","0.69921875","0.7001953125","0.7001953125","0.7001953125"
"2352","0.6982421875","0.6982421875","0.6982421875","0.69677734375","0.69677734375","0.69677734375","0.69580078125","0.69580078125","0.69580078125"
"2378","0.72216796875","0.72216796875","0.72216796875","0.71435546875","0.71435546875","0.71435546875","0.7216796875","0.7216796875","0.7216796875"
"2419","0.67578125","0.67578125","0.67578125","0.68212890625","0.68212890625","0.68212890625","0.68115234375","0.68115234375","0.68115234375"
"2422","0.693359375","0.693359375","0.693359375","0.693359375","0.693359375","0.693359375","0.6982421875","0.6982421875","0.6982421875"
"2428","0.67724609375","0.67724609375","0.67724609375","0.68359375","0.68359375","0.68359375","0.68798828125","0.68798828125","0.68798828125"
"2429","0.6845703125","0.6845703125","0.6845703125","0.6865234375","0.6865234375","0.6865234375","0.6826171875","0.6826171875","0.6826171875"
"2459","0.67626953125","0.67626953125","0.67626953125","0.68310546875","0.68310546875","0.68310546875","0.6826171875","0.6826171875","0.6826171875"
"2533","0.685546875","0.685546875","0.685546875","0.67578125","0.67578125","0.67578125","0.67578125","0.67578125","0.67578125"
"2542","0.68603515625","0.68603515625","0.68603515625","0.6865234375","0.6865234375","0.6865234375","0.68017578125","0.68017578125","0.68017578125"
"2549","0.6982421875","0.6982421875","0.6982421875","0.69775390625","0.69775390625","0.69775390625","0.69677734375","0.69677734375","0.69677734375"
"2563","0.7080078125","0.7080078125","0.7080078125","0.69384765625","0.69384765625","0.69384765625","0.70361328125","0.70361328125","0.70361328125"
"2573","0.6923828125","0.6923828125","0.6923828125","0.7001953125","0.7001953125","0.7001953125","0.6923828125","0.6923828125","0.6923828125"
"2590","0.69140625","0.69140625","0.69140625","0.6953125","0.6953125","0.6953125","0.69287109375","0.69287109375","0.69287109375"
"2624","0.70703125","0.70703125","0.70703125","0.69091796875","0.69091796875","0.69091796875","0.69970703125","0.69970703125","0.69970703125"
"2662","0.69384765625","0.69384765625","0.69384765625","0.68994140625","0.68994140625","0.68994140625","0.69580078125","0.69580078125","0.69580078125"
"2672","0.685546875","0.685546875","0.685546875","0.68359375","0.68359375","0.68359375","0.67822265625","0.67822265625","0.67822265625"
"2707","0.697265625","0.697265625","0.697265625","0.6982421875","0.6982421875","0.6982421875","0.7001953125","0.7001953125","0.7001953125"
"2732","0.703125","0.703125","0.703125","0.70654296875","0.70654296875","0.70654296875","0.69921875","0.69921875","0.69921875"
"2752","0.6953125","0.6953125","0.6953125","0.68798828125","0.68798828125","0.68798828125","0.6904296875","0.6904296875","0.6904296875"
"2815","0.71044921875","0.71044921875","0.71044921875","0.71142578125","0.71142578125","0.71142578125","0.720703125","0.720703125","0.720703125"
"2821","0.68212890625","0.68212890625","0.68212890625","0.68701171875","0.68701171875","0.68701171875","0.6923828125","0.6923828125","0.6923828125"
"2833","0.6884765625","0.6884765625","0.6884765625","0.6884765625","0.6884765625","0.6884765625","0.6953125","0.6953125","0.6953125"
"2836","0.68408203125","0.68408203125","0.68408203125","0.68701171875","0.68701171875","0.68701171875","0.68505859375","0.68505859375","0.68505859375"
"2863","0.685546875","0.685546875","0.685546875","0.68701171875","0.68701171875","0.68701171875","0.6923828125","0.6923828125","0.6923828125"
"2874","0.69677734375","0.69677734375","0.69677734375","0.69140625","0.69140625","0.69140625","0.689453125","0.689453125","0.689453125"
"2902","0.70556640625","0.70556640625","0.70556640625","0.70361328125","0.70361328125","0.70361328125","0.70263671875","0.70263671875","0.70263671875"
"2911","0.68017578125","0.68017578125","0.68017578125","0.6865234375","0.6865234375","0.6865234375","0.68115234375","0.68115234375","0.68115234375"
"2958","0.6904296875","0.6904296875","0.6904296875","0.697265625","0.697265625","0.697265625","0.689453125","0.689453125","0.689453125"
"2975","0.681640625","0.681640625","0.681640625","0.681640625","0.681640625","0.681640625","0.68798828125","0.68798828125","0.68798828125"
"2977","0.6826171875","0.6826171875","0.6826171875","0.7001953125","0.7001953125","0.7001953125","0.71435546875","0.71435546875","0.71435546875"
"2992","0.73388671875","0.73388671875","0.73388671875","0.728515625","0.728515625","0.728515625","0.73779296875","0.73779296875","0.73779296875"
"3003","0.70361328125","0.70361328125","0.70361328125","0.69921875","0.69921875","0.69921875","0.697265625","0.697265625","0.697265625"
"3029","0.6962890625","0.6962890625","0.6962890625","0.697265625","0.697265625","0.697265625","0.69921875","0.69921875","0.69921875"
"3068","0.6953125","0.6953125","0.6953125","0.70654296875","0.70654296875","0.70654296875","0.70556640625","0.70556640625","0.70556640625"
"3073","0.68359375","0.68359375","0.68359375","0.69580078125","0.69580078125","0.69580078125","0.69091796875","0.69091796875","0.69091796875"
"3091","0.6962890625","0.6962890625","0.6962890625","0.6943359375","0.6943359375","0.6943359375","0.69580078125","0.69580078125","0.69580078125"
"3096","0.69921875","0.69921875","0.69921875","0.7001953125","0.7001953125","0.7001953125","0.697265625","0.697265625","0.697265625"
"3117","0.7041015625","0.7041015625","0.7041015625","0.69873046875","0.69873046875","0.69873046875","0.7099609375","0.7099609375","0.7099609375"
"3121","0.68896484375","0.68896484375","0.68896484375","0.68408203125","0.68408203125","0.68408203125","0.69384765625","0.69384765625","0.69384765625"
"3124","0.69775390625","0.69775390625","0.69775390625","0.69189453125","0.69189453125","0.69189453125","0.701171875","0.701171875","0.701171875"
"3163","0.68408203125","0.68408203125","0.68408203125","0.7041015625","0.7041015625","0.7041015625","0.68798828125","0.68798828125","0.68798828125"
"3167","0.70263671875","0.70263671875","0.70263671875","0.70947265625","0.70947265625","0.70947265625","0.7021484375","0.7021484375","0.7021484375"
"3214","0.6923828125","0.6923828125","0.6923828125","0.69140625","0.69140625","0.69140625","0.69287109375","0.69287109375","0.69287109375"
"3215","0.67626953125","0.67626953125","0.67626953125","0.68115234375","0.68115234375","0.68115234375","0.67236328125","0.67236328125","0.67236328125"
"3273","0.693359375","0.693359375","0.693359375","0.69775390625","0.69775390625","0.69775390625","0.69921875","0.69921875","0.69921875"
"3274","0.6904296875","0.6904296875","0.6904296875","0.69189453125","0.69189453125","0.69189453125","0.69140625","0.69140625","0.69140625"
"3306","0.7060546875","0.7060546875","0.7060546875","0.7001953125","0.7001953125","0.7001953125","0.708984375","0.708984375","0.708984375"
"3316","0.703125","0.703125","0.703125","0.69580078125","0.69580078125","0.69580078125","0.69970703125","0.69970703125","0.69970703125"
"3335","0.69140625","0.69140625","0.69140625","0.6884765625","0.6884765625","0.6884765625","0.69091796875","0.69091796875","0.69091796875"
"3341","0.6953125","0.6953125","0.6953125","0.69970703125","0.69970703125","0.69970703125","0.69775390625","0.69775390625","0.69775390625"
"3356","0.68896484375","0.68896484375","0.68896484375","0.6875","0.6875","0.6875","0.68701171875","0.68701171875","0.68701171875"
"3372","0.69287109375","0.69287109375","0.69287109375","0.697265625","0.697265625","0.697265625","0.69677734375","0.69677734375","0.69677734375"
"3417","0.697265625","0.697265625","0.697265625","0.69970703125","0.69970703125","0.69970703125","0.69775390625","0.69775390625","0.69775390625"
"3444","0.69384765625","0.69384765625","0.69384765625","0.69677734375","0.69677734375","0.69677734375","0.6865234375","0.6865234375","0.6865234375"
"3494","0.6943359375","0.6943359375","0.6943359375","0.69677734375","0.69677734375","0.69677734375","0.69873046875","0.69873046875","0.69873046875"
"3506","0.69140625","0.69140625","0.69140625","0.6796875","0.6796875","0.6796875","0.68896484375","0.68896484375","0.68896484375"
"3528","0.68359375","0.68359375","0.68359375","0.68408203125","0.68408203125","0.68408203125","0.68017578125","0.68017578125","0.68017578125"
"3557","0.6962890625","0.6962890625","0.6962890625","0.697265625","0.697265625","0.697265625","0.69384765625","0.69384765625","0.69384765625"
"3563","0.6962890625","0.6962890625","0.6962890625","0.69677734375","0.69677734375","0.69677734375","0.70166015625","0.70166015625","0.70166015625"
"3595","0.6875","0.6875","0.6875","0.6904296875","0.6904296875","0.6904296875","0.69091796875","0.69091796875","0.69091796875"
"3599","0.68603515625","0.68603515625","0.68603515625","0.70263671875","0.70263671875","0.70263671875","0.6923828125","0.6923828125","0.6923828125"
"3602","0.70263671875","0.70263671875","0.70263671875","0.6884765625","0.6884765625","0.6884765625","0.6962890625","0.6962890625","0.6962890625"
"3608","0.693359375","0.693359375","0.693359375","0.69140625","0.69140625","0.69140625","0.68896484375","0.68896484375","0.68896484375"
"3610","0.6884765625","0.6884765625","0.6884765625","0.6953125","0.6953125","0.6953125","0.6845703125","0.6845703125","0.6845703125"
"3656","0.68603515625","0.68603515625","0.68603515625","0.70458984375","0.70458984375","0.70458984375","0.69873046875","0.69873046875","0.69873046875"
"3673","0.708984375","0.708984375","0.708984375","0.703125","0.703125","0.703125","0.70849609375","0.70849609375","0.70849609375"
"3740","0.70654296875","0.70654296875","0.70654296875","0.703125","0.703125","0.703125","0.69921875","0.69921875","0.69921875"
"3749","0.677734375","0.677734375","0.677734375","0.681640625","0.681640625","0.681640625","0.68408203125","0.68408203125","0.68408203125"
"3758","0.724609375","0.724609375","0.724609375","0.71142578125","0.71142578125","0.71142578125","0.7041015625","0.7041015625","0.7041015625"
"3794","0.70166015625","0.70166015625","0.70166015625","0.6962890625","0.6962890625","0.6962890625","0.6953125","0.6953125","0.6953125"
"3803","0.68994140625","0.68994140625","0.68994140625","0.70361328125","0.70361328125","0.70361328125","0.6982421875","0.6982421875","0.6982421875"
"3818","0.69580078125","0.69580078125","0.69580078125","0.697265625","0.697265625","0.697265625","0.69873046875","0.69873046875","0.69873046875"
"3836","0.697265625","0.697265625","0.697265625","0.70263671875","0.70263671875","0.70263671875","0.70263671875","0.70263671875","0.70263671875"
"3857","0.69873046875","0.69873046875","0.69873046875","0.6953125","0.6953125","0.6953125","0.68994140625","0.68994140625","0.68994140625"
"3871","0.6845703125","0.6845703125","0.6845703125","0.6982421875","0.6982421875","0.6982421875","0.69482421875","0.69482421875","0.69482421875"
"3878","0.720703125","0.720703125","0.720703125","0.7138671875","0.7138671875","0.7138671875","0.708984375","0.708984375","0.708984375"
"3887","0.6904296875","0.6904296875","0.6904296875","0.68505859375","0.68505859375","0.68505859375","0.68408203125","0.68408203125","0.68408203125"
"3892","0.6826171875","0.6826171875","0.6826171875","0.6943359375","0.6943359375","0.6943359375","0.6953125","0.6953125","0.6953125"
"3910","0.70068359375","0.70068359375","0.70068359375","0.70458984375","0.70458984375","0.70458984375","0.71142578125","0.71142578125","0.71142578125"
"3921","0.701171875","0.701171875","0.701171875","0.6875","0.6875","0.6875","0.6845703125","0.6845703125","0.6845703125"
"3974","0.68798828125","0.68798828125","0.68798828125","0.6845703125","0.6845703125","0.6845703125","0.6904296875","0.6904296875","0.6904296875"
