"Step","postactivation_production: mlp - Train/Accuracy","postactivation_production: mlp - Train/Accuracy__MIN","postactivation_production: mlp - Train/Accuracy__MAX","postactivation_production: kan - Train/Accuracy","postactivation_production: kan - Train/Accuracy__MIN","postactivation_production: kan - Train/Accuracy__MAX"
"48912","0.9895833333333334","0.96875","1","0.984375","0.96875","1"
"48914","0.99375","0.984375","1","0.99609375","0.984375","1"
"48915","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"48949","0.2677083333333333","0.21875","0.328125","0.275390625","0.234375","0.296875"
"48951","0.653125","0.53125","0.71875","0.595703125","0.390625","0.671875"
"48985","0.6958333333333333","0.578125","0.796875","0.642578125","0.59375","0.703125"
"48998","0.396875","0.296875","0.5","0.3671875","0.296875","0.484375"
"49021","0.8635416666666667","0.71875","0.953125","0.833984375","0.6875","0.953125"
"49023","0.9864583333333333","0.953125","1","0.9765625","0.9375","1"
"49035","0.9958333333333333","0.984375","1","0.998046875","0.984375","1"
"49104","0.9958333333333333","0.984375","1","0.984375","0.96875","1"
"49108","0.23854166666666668","0.140625","0.296875","0.20703125","0.15625","0.28125"
"49142","0.9875","0.96875","1","0.98046875","0.96875","0.984375"
"49145","0.46875","0.375","0.609375","0.4140625","0.328125","0.515625"
"49147","0.9958333333333333","0.96875","1","0.99609375","0.984375","1"
"49163","0.6916666666666667","0.578125","0.78125","0.64453125","0.546875","0.8125"
"49179","0.9885416666666667","0.96875","1","0.9921875","0.984375","1"
"49223","0.9854166666666667","0.953125","1","0.94140625","0.859375","0.984375"
"49227","0.9791666666666666","0.953125","1","0.978515625","0.96875","0.984375"
"49235","0.9989583333333333","0.984375","1","1","1","1"
"49267","0.9614583333333333","0.9375","1","0.955078125","0.90625","0.984375"
"49270","0.403125","0.28125","0.484375","0.337890625","0.25","0.421875"
"49305","0.22291666666666668","0.171875","0.28125","0.201171875","0.125","0.25"
"49343","0.7375","0.671875","0.8125","0.62109375","0.484375","0.765625"
"49349","0.5270833333333333","0.421875","0.671875","0.501953125","0.375","0.640625"
"49361","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"49406","0.28958333333333336","0.234375","0.390625","0.26171875","0.1875","0.34375"
"49455","0.4895833333333333","0.40625","0.609375","0.42578125","0.3125","0.5"
"49481","0.9958333333333333","0.984375","1","0.984375","0.96875","1"
"49490","0.5375","0.40625","0.65625","0.3828125","0.296875","0.46875"
"49495","0.5770833333333333","0.40625","0.703125","0.54296875","0.484375","0.640625"
"49527","0.28854166666666664","0.25","0.328125","0.23828125","0.1875","0.3125"
"49533","0.9979166666666667","0.984375","1","1","1","1"
"49549","0.7885416666666667","0.703125","0.875","0.693359375","0.578125","0.78125"
"49569","0.9760416666666667","0.953125","1","0.98046875","0.96875","1"
"49575","0.7885416666666667","0.671875","0.890625","0.6953125","0.59375","0.796875"
"49611","0.575","0.46875","0.671875","0.517578125","0.390625","0.640625"
"49633","1","1","1","1","1","1"
"49654","0.7395833333333334","0.609375","0.859375","0.64453125","0.515625","0.71875"
"49675","0.4947916666666667","0.390625","0.609375","0.4140625","0.296875","0.5625"
"49700","0.9322916666666666","0.8125","1","0.873046875","0.75","0.96875"
"49701","0.8833333333333333","0.78125","0.953125","0.841796875","0.640625","0.96875"
"49721","0.6270833333333333","0.46875","0.75","0.599609375","0.5","0.71875"
"49724","0.9947916666666666","0.984375","1","0.99609375","0.984375","1"
"49725","0.90625","0.828125","0.96875","0.79296875","0.65625","0.921875"
"49726","0.6166666666666667","0.4375","0.734375","0.626953125","0.5","0.734375"
"49776","0.7875","0.6875","0.875","0.640625","0.5625","0.75"
"49791","0.9791666666666666","0.9375","1","0.970703125","0.953125","1"
"49813","0.2375","0.171875","0.28125","0.19140625","0.15625","0.25"
"49842","0.5979166666666667","0.515625","0.703125","0.5546875","0.46875","0.640625"
"49846","0.8770833333333333","0.71875","0.984375","0.865234375","0.8125","0.921875"
"49860","0.3927083333333333","0.328125","0.484375","0.35546875","0.265625","0.4375"
"49914","0.9822916666666667","0.96875","1","0.974609375","0.96875","0.984375"
"49939","0.978125","0.953125","1","0.974609375","0.9375","1"
"49942","0.5239583333333333","0.359375","0.640625","0.47265625","0.390625","0.515625"
"49953","0.6010416666666667","0.46875","0.6875","0.57421875","0.484375","0.6875"
"49959","0.971875","0.921875","1","0.935546875","0.84375","0.984375"
"49968","0.840625","0.671875","0.953125","0.779296875","0.609375","0.921875"
"49979","0.21458333333333332","0.140625","0.265625","0.185546875","0.09375","0.25"
"49983","0.8552083333333333","0.78125","0.96875","0.74609375","0.609375","0.875"
"49992","0.9833333333333333","0.953125","1","0.962890625","0.9375","0.984375"
"50020","0.6208333333333333","0.4375","0.75","0.5546875","0.453125","0.71875"
"50044","0.6822916666666666","0.53125","0.78125","0.619140625","0.453125","0.78125"
"50052","0.584375","0.46875","0.671875","0.46875","0.375","0.59375"
"50074","0.7145833333333333","0.546875","0.828125","0.64453125","0.390625","0.796875"
"50084","1","1","1","1","1","1"
"50090","0.9833333333333333","0.953125","1","0.970703125","0.921875","1"
"50111","0.9958333333333333","0.984375","1","0.998046875","0.984375","1"
"50120","0.796875","0.671875","0.890625","0.66796875","0.53125","0.796875"
"50127","0.5135416666666667","0.421875","0.703125","0.43359375","0.359375","0.5625"
"50150","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"50200","0.4947916666666667","0.421875","0.5625","0.458984375","0.421875","0.5"
"50204","0.9197916666666667","0.828125","0.984375","0.884765625","0.796875","0.984375"
"50225","0.8979166666666667","0.8125","0.96875","0.791015625","0.6875","0.859375"
"50245","0.925","0.84375","0.96875","0.845703125","0.75","0.984375"
"50264","0.909375","0.859375","0.96875","0.84375","0.796875","0.890625"
"50281","0.38958333333333334","0.296875","0.453125","0.365234375","0.3125","0.40625"
"50305","0.3875","0.359375","0.453125","0.28125","0.203125","0.34375"
"50342","0.9270833333333334","0.875","0.984375","0.830078125","0.75","0.921875"
"50355","0.9760416666666667","0.953125","1","0.912109375","0.84375","0.96875"
"50357","0.29270833333333335","0.25","0.34375","0.22265625","0.125","0.296875"
"50373","0.621875","0.5","0.734375","0.568359375","0.46875","0.6875"
"50385","0.9947916666666666","0.96875","1","0.984375","0.96875","1"
"50394","0.86875","0.71875","0.96875","0.818359375","0.625","0.90625"
"50399","0.909375","0.84375","0.96875","0.8203125","0.75","0.890625"
"50409","0.44479166666666664","0.375","0.53125","0.380859375","0.3125","0.46875"
"50422","0.38645833333333335","0.265625","0.46875","0.359375","0.28125","0.421875"
"50430","0.990625","0.96875","1","0.982421875","0.96875","0.984375"
"50439","0.996875","0.984375","1","0.99609375","0.984375","1"
"50442","0.9833333333333333","0.96875","1","0.974609375","0.96875","0.984375"
"50538","0.3572916666666667","0.25","0.4375","0.3359375","0.25","0.4375"
"50573","0.21145833333333333","0.140625","0.28125","0.21875","0.109375","0.328125"
"50580","0.9760416666666667","0.953125","0.984375","0.96875","0.953125","1"
"50582","0.9802083333333333","0.9375","1","0.91796875","0.84375","0.984375"
"50601","0.9979166666666667","0.984375","1","1","1","1"
"50620","0.9916666666666667","0.96875","1","0.984375","0.953125","1"
"50621","0.9010416666666666","0.765625","0.96875","0.857421875","0.703125","0.953125"
"50639","0.996875","0.984375","1","0.990234375","0.96875","1"
"50674","0.43333333333333335","0.3125","0.53125","0.40625","0.296875","0.5"
"50676","0.8916666666666667","0.828125","0.9375","0.849609375","0.765625","0.890625"
"50705","0.328125","0.21875","0.453125","0.265625","0.171875","0.328125"
"50721","0.434375","0.359375","0.53125","0.361328125","0.296875","0.421875"
"50733","0.9739583333333334","0.921875","1","0.93359375","0.875","1"
"50741","0.9979166666666667","0.984375","1","1","1","1"
"50764","0.5958333333333333","0.40625","0.734375","0.51953125","0.40625","0.609375"
"50805","0.9166666666666666","0.828125","0.984375","0.8125","0.671875","0.890625"
"50841","0.4583333333333333","0.375","0.59375","0.388671875","0.203125","0.46875"
"50868","0.9864583333333333","0.96875","1","0.9765625","0.96875","0.984375"
"50880","0.9979166666666667","0.96875","1","0.99609375","0.984375","1"
"50888","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"50899","0.9864583333333333","0.96875","1","0.986328125","0.953125","1"
"50913","0.8541666666666666","0.703125","0.953125","0.810546875","0.6875","0.96875"
"50915","0.9822916666666667","0.953125","1","0.98828125","0.984375","1"
"50950","0.9927083333333333","0.984375","1","0.99609375","0.984375","1"
"50979","0.9791666666666666","0.953125","1","0.947265625","0.90625","1"
"51000","0.909375","0.859375","0.96875","0.845703125","0.78125","0.90625"
"51005","0.9958333333333333","0.984375","1","0.98828125","0.96875","1"
"51030","0.8583333333333333","0.78125","0.953125","0.697265625","0.59375","0.8125"
"51080","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"51105","0.85625","0.75","0.9375","0.71875","0.609375","0.828125"
"51153","0.8833333333333333","0.75","0.96875","0.82421875","0.625","0.9375"
"51178","0.875","0.78125","0.953125","0.767578125","0.671875","0.859375"
"51193","0.9958333333333333","0.984375","1","0.98828125","0.96875","1"
"51220","0.9395833333333333","0.890625","1","0.859375","0.796875","0.953125"
"51248","0.975","0.953125","0.984375","0.921875","0.796875","0.984375"
"51250","0.6177083333333333","0.515625","0.6875","0.587890625","0.5","0.703125"
"51251","0.403125","0.28125","0.484375","0.3828125","0.296875","0.484375"
"51288","0.984375","0.953125","1","0.978515625","0.953125","1"
"51307","0.6354166666666666","0.515625","0.71875","0.61328125","0.484375","0.703125"
"51349","0.990625","0.96875","1","0.9921875","0.984375","1"
"51352","0.9958333333333333","0.96875","1","0.994140625","0.96875","1"
"51368","0.990625","0.984375","1","0.978515625","0.96875","0.984375"
"51378","0.484375","0.390625","0.546875","0.41015625","0.34375","0.53125"
"51398","0.7052083333333333","0.625","0.828125","0.65234375","0.515625","0.75"
"51411","0.8395833333333333","0.765625","0.890625","0.72265625","0.625","0.796875"
"51428","0.9979166666666667","0.984375","1","1","1","1"
"51438","0.9635416666666666","0.921875","0.984375","0.96875","0.921875","1"
"51458","0.9947916666666666","0.984375","1","0.986328125","0.96875","1"
"51463","0.9927083333333333","0.96875","1","0.986328125","0.96875","1"
"51465","0.7072916666666667","0.625","0.8125","0.646484375","0.546875","0.734375"
"51485","0.40520833333333334","0.328125","0.5","0.32421875","0.25","0.40625"
"51573","0.26979166666666665","0.1875","0.34375","0.2109375","0.15625","0.296875"
"51584","0.4479166666666667","0.34375","0.5","0.376953125","0.28125","0.453125"
"51605","0.8770833333333333","0.78125","0.96875","0.822265625","0.71875","0.90625"
"51621","0.7197916666666667","0.59375","0.78125","0.62890625","0.53125","0.75"
"51631","0.91875","0.859375","0.984375","0.83984375","0.734375","0.9375"
"51635","0.55625","0.421875","0.6875","0.462890625","0.359375","0.546875"
"51638","0.9927083333333333","0.984375","1","0.986328125","0.96875","1"
"51644","0.28541666666666665","0.203125","0.359375","0.271484375","0.171875","0.375"
"51647","0.2791666666666667","0.171875","0.328125","0.220703125","0.140625","0.296875"
"51656","0.6541666666666667","0.375","0.796875","0.60546875","0.4375","0.75"
"51677","0.25833333333333336","0.1875","0.328125","0.208984375","0.15625","0.25"
"51683","0.975","0.9375","1","0.970703125","0.953125","1"
"51692","0.925","0.875","1","0.80859375","0.75","0.859375"
"51715","0.68125","0.546875","0.8125","0.63671875","0.515625","0.84375"
"51719","0.8979166666666667","0.78125","0.96875","0.859375","0.765625","0.984375"
"51726","0.36041666666666666","0.265625","0.4375","0.26953125","0.203125","0.34375"
"51751","0.996875","0.96875","1","0.9921875","0.96875","1"
"51753","0.5489583333333333","0.40625","0.65625","0.5078125","0.4375","0.59375"
"51762","0.66875","0.53125","0.828125","0.607421875","0.46875","0.78125"
"51800","0.9979166666666667","0.984375","1","1","1","1"
"51806","0.8833333333333333","0.78125","0.96875","0.76953125","0.640625","0.875"
"51809","0.9875","0.953125","1","0.947265625","0.84375","1"
"51830","0.29375","0.25","0.328125","0.25390625","0.203125","0.328125"
"51884","0.7416666666666667","0.671875","0.828125","0.646484375","0.53125","0.78125"
"51949","0.9166666666666666","0.859375","0.96875","0.826171875","0.765625","0.890625"
"51974","0.809375","0.71875","0.90625","0.716796875","0.59375","0.796875"
"51987","0.24479166666666666","0.1875","0.3125","0.20703125","0.15625","0.265625"
"52004","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"52007","0.6041666666666666","0.546875","0.703125","0.541015625","0.359375","0.671875"
"52026","0.315625","0.234375","0.421875","0.248046875","0.21875","0.28125"
"52039","0.8854166666666666","0.765625","0.96875","0.86328125","0.75","0.96875"
"52052","0.99375","0.984375","1","0.9921875","0.984375","1"
"52088","1","1","1","0.994140625","0.984375","1"
"52127","0.9916666666666667","0.96875","1","0.986328125","0.96875","1"
"52130","0.9770833333333333","0.953125","1","0.978515625","0.953125","1"
"52131","0.9770833333333333","0.953125","1","0.97265625","0.953125","0.984375"
"52133","0.9927083333333333","0.96875","1","0.984375","0.953125","1"
"52180","0.9770833333333333","0.953125","1","0.962890625","0.953125","1"
"52205","0.9333333333333333","0.890625","0.96875","0.86328125","0.78125","0.9375"
"52209","0.6239583333333333","0.46875","0.734375","0.615234375","0.484375","0.828125"
"52231","0.4947916666666667","0.375","0.609375","0.451171875","0.390625","0.53125"
"52251","0.9885416666666667","0.96875","1","0.96875","0.9375","0.984375"
"52264","0.525","0.4375","0.609375","0.466796875","0.359375","0.625"
"52310","0.2989583333333333","0.171875","0.375","0.275390625","0.203125","0.375"
"52314","0.48125","0.34375","0.5625","0.447265625","0.390625","0.53125"
"52343","0.9989583333333333","0.984375","1","1","1","1"
"52365","0.45","0.359375","0.515625","0.322265625","0.25","0.40625"
"52381","0.7958333333333333","0.6875","0.90625","0.693359375","0.609375","0.78125"
"52401","0.45416666666666666","0.34375","0.5","0.4296875","0.328125","0.546875"
"52422","0.5958333333333333","0.5","0.703125","0.5625","0.453125","0.71875"
"52447","0.5052083333333334","0.390625","0.609375","0.458984375","0.40625","0.546875"
"52483","0.9333333333333333","0.859375","0.984375","0.841796875","0.734375","0.9375"
"52513","0.9854166666666667","0.96875","1","0.982421875","0.96875","1"
"52542","0.9885416666666667","0.953125","1","0.984375","0.953125","1"
"52569","0.946875","0.859375","1","0.806640625","0.6875","0.9375"
"52579","0.9822916666666667","0.953125","1","0.974609375","0.96875","0.984375"
"52596","1","1","1","1","1","1"
"52624","0.9947916666666666","0.96875","1","0.994140625","0.96875","1"
"52626","0.39166666666666666","0.296875","0.5","0.328125","0.25","0.421875"
"52710","0.8833333333333333","0.765625","0.96875","0.873046875","0.8125","1"
"52726","0.9697916666666667","0.953125","0.984375","0.962890625","0.921875","0.984375"
"52742","0.23541666666666666","0.15625","0.3125","0.267578125","0.1875","0.328125"
"52747","0.9927083333333333","0.96875","1","0.984375","0.953125","1"
"52758","0.9333333333333333","0.84375","0.984375","0.896484375","0.828125","0.96875"
"52769","0.9427083333333334","0.859375","1","0.841796875","0.71875","0.921875"
"52777","0.6552083333333333","0.46875","0.890625","0.607421875","0.40625","0.8125"
"52808","0.3072916666666667","0.234375","0.375","0.25","0.171875","0.3125"
"52818","0.9947916666666666","0.984375","1","0.994140625","0.984375","1"
"52852","1","1","1","1","1","1"
"52889","0.9552083333333333","0.875","0.984375","0.84765625","0.71875","0.96875"
"52908","0.9854166666666667","0.96875","1","0.955078125","0.921875","1"
"52910","0.6979166666666666","0.53125","0.84375","0.64453125","0.5","0.796875"
"52913","0.9895833333333334","0.96875","1","0.921875","0.765625","1"
"52917","0.7","0.578125","0.8125","0.650390625","0.453125","0.78125"
"52920","0.6770833333333334","0.59375","0.765625","0.6171875","0.515625","0.75"
"52924","0.984375","0.96875","1","0.982421875","0.953125","1"
"52934","0.6802083333333333","0.5","0.859375","0.62890625","0.46875","0.796875"
"52940","0.9447916666666667","0.875","1","0.873046875","0.75","0.953125"
"52943","0.9895833333333334","0.953125","1","0.974609375","0.9375","1"
"52946","0.98125","0.953125","1","0.9453125","0.84375","1"
"52949","0.9927083333333333","0.953125","1","0.990234375","0.96875","1"
"52951","0.9885416666666667","0.96875","1","0.978515625","0.96875","1"
"52966","0.9364583333333333","0.875","0.984375","0.83203125","0.6875","0.953125"
"52968","0.9958333333333333","0.984375","1","0.994140625","0.984375","1"
"53011","0.8083333333333333","0.71875","0.9375","0.697265625","0.59375","0.765625"
"53020","0.23333333333333334","0.15625","0.328125","0.22265625","0.09375","0.3125"
"53050","0.809375","0.734375","0.875","0.671875","0.53125","0.796875"
"53054","0.9916666666666667","0.96875","1","0.994140625","0.984375","1"
"53060","0.9802083333333333","0.90625","1","0.96875","0.9375","1"
"53070","0.26458333333333334","0.203125","0.359375","0.189453125","0.125","0.25"
"53172","0.9947916666666666","0.984375","1","0.990234375","0.984375","1"
"53196","0.24895833333333334","0.140625","0.34375","0.248046875","0.171875","0.34375"
"53210","0.43020833333333336","0.375","0.515625","0.37109375","0.3125","0.4375"
"53224","0.9083333333333333","0.859375","0.953125","0.84375","0.765625","0.921875"
"53252","1","1","1","1","1","1"
"53285","0.9291666666666667","0.859375","0.984375","0.8203125","0.65625","0.9375"
"53369","0.6020833333333333","0.53125","0.671875","0.5078125","0.453125","0.578125"
"53375","0.44479166666666664","0.375","0.53125","0.373046875","0.265625","0.484375"
"53387","0.9979166666666667","0.984375","1","0.9921875","0.96875","1"
"53395","0.7052083333333333","0.59375","0.8125","0.6640625","0.53125","0.734375"
"53399","0.275","0.203125","0.34375","0.216796875","0.125","0.28125"
"53427","0.24791666666666667","0.15625","0.40625","0.234375","0.125","0.3125"
"53453","0.678125","0.53125","0.796875","0.638671875","0.5","0.84375"
"53483","0.9989583333333333","0.984375","1","1","1","1"
"53489","0.45208333333333334","0.34375","0.609375","0.376953125","0.21875","0.484375"
"53510","0.471875","0.40625","0.59375","0.3984375","0.328125","0.515625"
"53511","0.9958333333333333","0.96875","1","0.994140625","0.96875","1"
"53550","0.21354166666666666","0.109375","0.296875","0.208984375","0.140625","0.265625"
"53567","1","1","1","0.998046875","0.984375","1"
"53568","0.434375","0.34375","0.515625","0.388671875","0.3125","0.53125"
"53579","0.7104166666666667","0.546875","0.8125","0.65234375","0.46875","0.8125"
"53586","0.828125","0.71875","0.890625","0.73828125","0.65625","0.8125"
"53589","0.25729166666666664","0.1875","0.3125","0.2421875","0.15625","0.3125"
"53597","0.9875","0.96875","1","0.986328125","0.96875","1"
"53607","0.9895833333333334","0.96875","1","0.935546875","0.828125","0.984375"
"53628","0.6989583333333333","0.59375","0.765625","0.5859375","0.421875","0.71875"
"53671","0.9822916666666667","0.9375","1","0.955078125","0.921875","0.984375"
"53686","0.9947916666666666","0.984375","1","0.98828125","0.96875","1"
"53690","0.2677083333333333","0.203125","0.359375","0.25","0.1875","0.375"
"53720","0.9520833333333333","0.921875","0.984375","0.880859375","0.84375","0.953125"
"53738","0.9864583333333333","0.96875","1","0.96484375","0.921875","1"
"53771","0.6375","0.40625","0.78125","0.6171875","0.46875","0.78125"
"53795","0.8416666666666667","0.765625","0.921875","0.728515625","0.59375","0.890625"
"53796","0.5447916666666667","0.40625","0.65625","0.47265625","0.328125","0.59375"
"53799","0.996875","0.984375","1","0.99609375","0.984375","1"
"53823","0.6770833333333334","0.53125","0.765625","0.591796875","0.40625","0.734375"
"53830","0.7135416666666666","0.578125","0.796875","0.623046875","0.5","0.765625"
"53885","0.8802083333333334","0.78125","0.9375","0.76171875","0.609375","0.859375"
"53904","0.975","0.9375","1","0.970703125","0.953125","0.984375"
"53917","0.24375","0.140625","0.328125","0.21484375","0.171875","0.265625"
"53942","0.9927083333333333","0.984375","1","0.984375","0.96875","1"
"53943","0.984375","0.96875","1","0.978515625","0.953125","0.984375"
"53963","0.66875","0.5","0.8125","0.61328125","0.484375","0.765625"
"53972","0.45416666666666666","0.390625","0.578125","0.408203125","0.3125","0.484375"
"53978","0.6677083333333333","0.453125","0.84375","0.6484375","0.484375","0.765625"
"54106","0.9104166666666667","0.75","1","0.841796875","0.625","0.953125"
"54152","0.66875","0.515625","0.8125","0.61328125","0.546875","0.796875"
"54162","0.5239583333333333","0.421875","0.609375","0.48828125","0.40625","0.609375"
"54183","0.48020833333333335","0.390625","0.546875","0.392578125","0.25","0.546875"
"54186","0.9104166666666667","0.71875","0.984375","0.8515625","0.734375","0.96875"
"54211","0.7416666666666667","0.609375","0.84375","0.72265625","0.578125","0.84375"
"54215","0.9947916666666666","0.984375","1","0.9921875","0.96875","1"
"54255","1","1","1","0.998046875","0.984375","1"
"54270","0.9916666666666667","0.96875","1","0.98828125","0.96875","1"
"54279","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"54280","0.9760416666666667","0.953125","1","0.93359375","0.859375","0.984375"
"54291","0.9458333333333333","0.859375","1","0.859375","0.734375","0.953125"
"54325","0.9208333333333333","0.84375","1","0.876953125","0.703125","0.96875"
"54330","0.4583333333333333","0.40625","0.5625","0.41796875","0.328125","0.46875"
"54356","0.45625","0.359375","0.53125","0.33203125","0.234375","0.4375"
"54358","0.99375","0.984375","1","0.994140625","0.984375","1"
"54370","0.940625","0.859375","1","0.908203125","0.8125","0.984375"
"54378","0.9822916666666667","0.96875","1","0.982421875","0.96875","0.984375"
"54414","0.934375","0.78125","1","0.884765625","0.75","0.984375"
"54416","0.9041666666666667","0.765625","0.984375","0.83984375","0.640625","0.96875"
"54442","0.3458333333333333","0.234375","0.484375","0.298828125","0.1875","0.40625"
"54451","0.9989583333333333","0.984375","1","0.99609375","0.984375","1"
"54470","0.946875","0.859375","1","0.833984375","0.65625","0.9375"
"54474","0.996875","0.984375","1","0.998046875","0.984375","1"
"54482","1","1","1","1","1","1"
"54513","0.30416666666666664","0.234375","0.375","0.236328125","0.15625","0.3125"
"54530","0.24791666666666667","0.171875","0.328125","0.19140625","0.125","0.21875"
"54562","0.46875","0.359375","0.578125","0.43359375","0.25","0.546875"
"54564","0.25416666666666665","0.15625","0.34375","0.21875","0.15625","0.375"
"54584","0.984375","0.96875","1","0.986328125","0.984375","1"
"54597","0.99375","0.96875","1","0.9921875","0.96875","1"
"54605","0.6927083333333334","0.484375","0.796875","0.609375","0.515625","0.71875"
"54610","0.9875","0.96875","1","0.984375","0.96875","1"
"54687","0.9635416666666666","0.921875","0.984375","0.9296875","0.84375","0.96875"
"54688","0.9708333333333333","0.953125","0.984375","0.970703125","0.9375","1"
"54708","0.9875","0.96875","1","0.98046875","0.96875","1"
"54719","0.971875","0.921875","1","0.970703125","0.9375","1"
"54737","0.9479166666666666","0.90625","1","0.880859375","0.765625","0.9375"
"54744","0.7354166666666667","0.53125","0.859375","0.703125","0.546875","0.796875"
"54756","0.653125","0.46875","0.84375","0.58984375","0.390625","0.71875"
"54775","0.8697916666666666","0.796875","0.953125","0.763671875","0.65625","0.84375"
"54818","0.9947916666666666","0.96875","1","0.958984375","0.921875","0.984375"
"54825","0.984375","0.96875","1","0.990234375","0.96875","1"
"54846","0.990625","0.96875","1","0.986328125","0.953125","1"
"54852","0.66875","0.515625","0.78125","0.619140625","0.546875","0.734375"
"54854","0.99375","0.96875","1","0.98046875","0.953125","1"
"54865","0.4822916666666667","0.40625","0.609375","0.38671875","0.296875","0.484375"
"54931","0.9895833333333334","0.96875","1","0.978515625","0.96875","1"
"54940","0.8197916666666667","0.75","0.921875","0.662109375","0.59375","0.828125"
"54959","0.996875","0.984375","1","0.99609375","0.984375","1"
"54960","1","1","1","0.9921875","0.984375","1"
"55024","0.553125","0.4375","0.640625","0.484375","0.359375","0.59375"
"55044","0.9885416666666667","0.96875","1","0.9765625","0.953125","0.984375"
"55047","0.29270833333333335","0.203125","0.421875","0.283203125","0.21875","0.34375"
"55090","0.6322916666666667","0.5625","0.71875","0.515625","0.359375","0.609375"
"55111","0.9760416666666667","0.953125","1","0.974609375","0.953125","1"
"55163","0.64375","0.484375","0.78125","0.57421875","0.390625","0.78125"
"55170","0.8520833333333333","0.734375","0.953125","0.712890625","0.59375","0.765625"
"55203","0.5166666666666667","0.40625","0.625","0.439453125","0.34375","0.53125"
"55215","0.9958333333333333","0.984375","1","0.990234375","0.984375","1"
"55246","0.26979166666666665","0.171875","0.375","0.255859375","0.1875","0.359375"
"55251","0.975","0.9375","1","0.951171875","0.890625","0.984375"
"55281","0.9635416666666666","0.921875","0.984375","0.970703125","0.96875","0.984375"
"55282","0.9958333333333333","0.96875","1","0.9921875","0.984375","1"
"55300","0.46770833333333334","0.40625","0.5625","0.3828125","0.25","0.5625"
"55301","0.43854166666666666","0.3125","0.546875","0.365234375","0.265625","0.421875"
"55332","0.9541666666666667","0.84375","1","0.8671875","0.6875","0.984375"
"55340","0.4979166666666667","0.421875","0.5625","0.427734375","0.3125","0.5625"
"55351","0.9947916666666666","0.984375","1","0.994140625","0.984375","1"
"55396","1","1","1","0.998046875","0.984375","1"
"55423","0.96875","0.921875","1","0.939453125","0.875","0.984375"
"55448","0.809375","0.75","0.890625","0.7265625","0.625","0.8125"
"55453","0.42083333333333334","0.3125","0.5","0.392578125","0.328125","0.453125"
"55459","0.8895833333333333","0.734375","0.984375","0.84375","0.734375","0.953125"
"55460","0.6541666666666667","0.484375","0.796875","0.591796875","0.453125","0.671875"
"55468","0.4427083333333333","0.328125","0.53125","0.427734375","0.34375","0.546875"
"55475","0.703125","0.625","0.796875","0.662109375","0.578125","0.8125"
"55522","0.5635416666666667","0.453125","0.640625","0.5","0.421875","0.578125"
"55604","0.9645833333333333","0.9375","1","0.92578125","0.859375","0.953125"
"55640","0.6895833333333333","0.546875","0.78125","0.65234375","0.5","0.8125"
"55644","0.25","0.15625","0.390625","0.20703125","0.109375","0.296875"
"55645","0.9864583333333333","0.96875","1","0.986328125","0.984375","1"
"55653","0.259375","0.125","0.375","0.25390625","0.15625","0.296875"
"55662","0.9822916666666667","0.9375","1","0.9765625","0.953125","0.984375"
"55670","0.8833333333333333","0.828125","0.96875","0.80078125","0.6875","0.859375"
"55684","0.9947916666666666","0.96875","1","0.994140625","0.984375","1"
"55709","0.4114583333333333","0.359375","0.46875","0.373046875","0.203125","0.484375"
"55722","0.9791666666666666","0.953125","1","0.984375","0.96875","1"
"55724","0.25729166666666664","0.1875","0.3125","0.25","0.1875","0.3125"
"55729","0.959375","0.921875","0.984375","0.875","0.71875","0.953125"
"55770","0.865625","0.796875","0.9375","0.72265625","0.59375","0.8125"
"55771","0.40520833333333334","0.296875","0.515625","0.34765625","0.234375","0.453125"
"55782","0.5260416666666666","0.4375","0.640625","0.435546875","0.359375","0.609375"
"55816","0.24895833333333334","0.15625","0.34375","0.224609375","0.125","0.375"
"55831","0.7510416666666667","0.546875","0.84375","0.703125","0.5","0.859375"
"55845","0.4114583333333333","0.328125","0.484375","0.388671875","0.328125","0.453125"
"55862","0.32916666666666666","0.265625","0.40625","0.25390625","0.1875","0.359375"
"55922","0.9395833333333333","0.828125","1","0.89453125","0.75","1"
"55924","0.36770833333333336","0.296875","0.453125","0.318359375","0.28125","0.40625"
"55945","0.9989583333333333","0.984375","1","1","1","1"
"55949","0.434375","0.296875","0.53125","0.408203125","0.328125","0.484375"
"56021","0.996875","0.984375","1","0.998046875","0.984375","1"
"56028","0.28020833333333334","0.125","0.375","0.25390625","0.140625","0.34375"
"56034","0.896875","0.78125","0.984375","0.8359375","0.671875","0.9375"
"56061","0.928125","0.8125","0.984375","0.89453125","0.78125","0.953125"
"56066","0.9010416666666666","0.78125","0.96875","0.859375","0.71875","0.953125"
"56072","0.44166666666666665","0.390625","0.515625","0.431640625","0.375","0.5"
"56075","0.47291666666666665","0.359375","0.578125","0.4296875","0.390625","0.46875"
"56076","0.28125","0.171875","0.375","0.2421875","0.1875","0.296875"
"56083","0.9927083333333333","0.96875","1","0.982421875","0.953125","1"
"56145","0.33229166666666665","0.234375","0.453125","0.318359375","0.25","0.390625"
