"Step","postactivation_production: mlp - Train/Accuracy","postactivation_production: mlp - Train/Accuracy__MIN","postactivation_production: mlp - Train/Accuracy__MAX","postactivation_production: kan - Train/Accuracy","postactivation_production: kan - Train/Accuracy__MIN","postactivation_production: kan - Train/Accuracy__MAX"
"77453","0.990625","0.96875","1","0.994140625","0.984375","1"
"77463","0.6479166666666667","0.53125","0.734375","0.62890625","0.546875","0.65625"
"77480","0.9822916666666667","0.96875","0.984375","0.984375","0.984375","0.984375"
"77486","0.9333333333333333","0.859375","0.984375","0.88671875","0.78125","0.953125"
"77489","0.3302083333333333","0.25","0.484375","0.298828125","0.15625","0.390625"
"77503","0.5833333333333334","0.484375","0.6875","0.51953125","0.375","0.640625"
"77534","0.584375","0.515625","0.65625","0.521484375","0.421875","0.609375"
"77550","0.9333333333333333","0.84375","0.984375","0.84765625","0.796875","0.953125"
"77552","0.8208333333333333","0.6875","0.90625","0.75390625","0.59375","0.859375"
"77558","0.996875","0.984375","1","0.998046875","0.984375","1"
"77572","0.8479166666666667","0.71875","0.921875","0.78515625","0.703125","0.90625"
"77575","0.9958333333333333","0.96875","1","0.990234375","0.96875","1"
"77578","0.259375","0.1875","0.359375","0.234375","0.140625","0.28125"
"77614","0.9760416666666667","0.921875","1","0.9453125","0.78125","1"
"77628","0.8625","0.6875","0.96875","0.80859375","0.59375","0.953125"
"77659","0.3","0.203125","0.40625","0.248046875","0.203125","0.34375"
"77671","0.9458333333333333","0.890625","0.984375","0.873046875","0.734375","0.953125"
"77699","0.7916666666666666","0.6875","0.84375","0.740234375","0.640625","0.859375"
"77725","0.5739583333333333","0.484375","0.671875","0.48828125","0.390625","0.578125"
"77732","0.996875","0.984375","1","0.998046875","0.984375","1"
"77757","0.4114583333333333","0.328125","0.5","0.400390625","0.3125","0.484375"
"77780","0.40625","0.34375","0.46875","0.447265625","0.328125","0.59375"
"77832","0.571875","0.46875","0.671875","0.462890625","0.34375","0.59375"
"77854","0.5697916666666667","0.375","0.71875","0.453125","0.34375","0.59375"
"77856","0.5583333333333333","0.484375","0.640625","0.482421875","0.34375","0.609375"
"77877","0.5458333333333333","0.453125","0.59375","0.5078125","0.390625","0.625"
"77897","0.975","0.921875","1","0.931640625","0.859375","1"
"77899","0.9739583333333334","0.9375","1","0.970703125","0.953125","0.984375"
"77926","0.9229166666666667","0.859375","0.96875","0.8203125","0.6875","0.9375"
"77946","0.996875","0.984375","1","0.99609375","0.984375","1"
"78023","0.984375","0.96875","1","0.9765625","0.953125","0.984375"
"78036","0.6416666666666667","0.5625","0.71875","0.587890625","0.46875","0.6875"
"78040","0.9947916666666666","0.984375","1","0.990234375","0.96875","1"
"78048","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"78074","0.9927083333333333","0.96875","1","0.947265625","0.84375","1"
"78106","0.8125","0.734375","0.859375","0.7421875","0.625","0.859375"
"78114","0.975","0.890625","1","0.943359375","0.8125","1"
"78146","0.9875","0.953125","1","0.955078125","0.828125","1"
"78170","0.975","0.953125","1","0.93359375","0.859375","0.984375"
"78175","1","1","1","1","1","1"
"78271","0.996875","0.984375","1","1","1","1"
"78295","0.9958333333333333","0.96875","1","0.982421875","0.953125","1"
"78312","1","1","1","1","1","1"
"78319","0.4635416666666667","0.328125","0.546875","0.388671875","0.234375","0.546875"
"78336","0.8208333333333333","0.71875","0.890625","0.775390625","0.6875","0.890625"
"78339","0.2989583333333333","0.203125","0.359375","0.2421875","0.15625","0.328125"
"78349","0.534375","0.453125","0.65625","0.478515625","0.359375","0.5625"
"78364","1","1","1","0.99609375","0.984375","1"
"78368","0.8208333333333333","0.671875","0.890625","0.767578125","0.71875","0.84375"
"78377","0.31666666666666665","0.25","0.4375","0.251953125","0.140625","0.359375"
"78388","0.98125","0.953125","1","0.962890625","0.9375","0.984375"
"78433","0.5927083333333333","0.484375","0.65625","0.544921875","0.375","0.671875"
"78454","1","1","1","1","1","1"
"78456","0.9229166666666667","0.875","0.984375","0.84765625","0.75","0.9375"
"78459","0.8375","0.640625","0.96875","0.73046875","0.640625","0.90625"
"78480","0.4125","0.328125","0.5","0.384765625","0.28125","0.515625"
"78503","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"78514","0.996875","0.984375","1","0.99609375","0.984375","1"
"78516","0.990625","0.953125","1","0.935546875","0.859375","1"
"78605","0.978125","0.9375","1","0.947265625","0.90625","0.96875"
"78611","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"78619","0.9989583333333333","0.984375","1","1","1","1"
"78647","0.9895833333333334","0.96875","1","0.98828125","0.984375","1"
"78682","0.9729166666666667","0.953125","0.984375","0.966796875","0.953125","0.984375"
"78690","0.8010416666666667","0.6875","0.890625","0.7265625","0.484375","0.8125"
"78731","0.9208333333333333","0.875","0.984375","0.84765625","0.765625","0.921875"
"78765","0.6229166666666667","0.5","0.765625","0.611328125","0.484375","0.734375"
"78809","0.5520833333333334","0.4375","0.671875","0.47265625","0.390625","0.609375"
"78831","0.8604166666666667","0.796875","0.921875","0.83984375","0.75","0.921875"
"78837","1","1","1","1","1","1"
"78842","0.99375","0.96875","1","0.978515625","0.953125","1"
"78857","0.7958333333333333","0.703125","0.890625","0.728515625","0.546875","0.84375"
"78881","0.984375","0.953125","1","0.982421875","0.96875","1"
"78886","0.9989583333333333","0.984375","1","1","1","1"
"78897","0.9739583333333334","0.9375","1","0.94921875","0.84375","0.984375"
"78919","0.996875","0.984375","1","0.998046875","0.984375","1"
"78963","0.4510416666666667","0.375","0.546875","0.44921875","0.3125","0.609375"
"79006","0.521875","0.421875","0.609375","0.484375","0.34375","0.609375"
"79020","0.8354166666666667","0.765625","0.90625","0.740234375","0.65625","0.828125"
"79021","0.678125","0.53125","0.765625","0.591796875","0.4375","0.734375"
"79062","0.8791666666666667","0.78125","0.953125","0.8125","0.734375","0.890625"
"79071","0.9770833333333333","0.953125","1","0.966796875","0.953125","1"
"79075","0.9989583333333333","0.984375","1","1","1","1"
"79081","0.9864583333333333","0.9375","1","0.970703125","0.921875","1"
"79085","0.9947916666666666","0.984375","1","0.994140625","0.984375","1"
"79111","0.6864583333333333","0.59375","0.765625","0.64453125","0.46875","0.75"
"79117","0.8083333333333333","0.671875","0.875","0.7578125","0.671875","0.890625"
"79125","0.3958333333333333","0.25","0.5","0.39453125","0.296875","0.53125"
"79196","0.9958333333333333","0.984375","1","0.99609375","0.984375","1"
"79262","0.9989583333333333","0.984375","1","0.994140625","0.96875","1"
"79268","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"79291","0.9958333333333333","0.984375","1","0.998046875","0.984375","1"
"79303","0.990625","0.953125","1","0.96875","0.90625","1"
"79305","0.9802083333333333","0.890625","1","0.95703125","0.859375","1"
"79336","0.865625","0.765625","0.9375","0.806640625","0.671875","0.890625"
"79345","0.5270833333333333","0.390625","0.65625","0.431640625","0.359375","0.515625"
"79378","0.6","0.484375","0.703125","0.533203125","0.375","0.640625"
"79399","0.9927083333333333","0.953125","1","1","1","1"
"79415","0.89375","0.78125","0.984375","0.810546875","0.640625","0.953125"
"79434","0.9989583333333333","0.984375","1","0.994140625","0.984375","1"
"79443","0.5104166666666666","0.375","0.59375","0.439453125","0.359375","0.53125"
"79458","0.9791666666666666","0.921875","1","0.927734375","0.8125","0.984375"
"79459","0.98125","0.953125","1","0.970703125","0.90625","1"
"79484","0.6708333333333333","0.546875","0.765625","0.564453125","0.40625","0.703125"
"79506","1","1","1","1","1","1"
"79517","0.990625","0.96875","1","0.984375","0.96875","1"
"79523","0.996875","0.96875","1","1","1","1"
"79533","1","1","1","0.998046875","0.984375","1"
"79558","0.5875","0.484375","0.6875","0.505859375","0.421875","0.65625"
"79559","0.9947916666666666","0.96875","1","1","1","1"
"79568","0.99375","0.984375","1","0.984375","0.96875","1"
"79573","0.9697916666666667","0.921875","1","0.92578125","0.765625","0.984375"
"79620","0.9322916666666666","0.875","0.96875","0.84765625","0.765625","0.921875"
"79647","0.5677083333333334","0.46875","0.671875","0.53515625","0.46875","0.6875"
"79649","1","1","1","1","1","1"
"79672","0.8020833333333334","0.6875","0.90625","0.7421875","0.640625","0.859375"
"79682","0.6770833333333334","0.546875","0.828125","0.6484375","0.546875","0.78125"
"79686","0.51875","0.40625","0.640625","0.396484375","0.296875","0.515625"
"79693","0.28125","0.203125","0.34375","0.2265625","0.15625","0.28125"
"79702","0.7791666666666667","0.625","0.859375","0.7109375","0.546875","0.796875"
"79709","0.9125","0.796875","1","0.828125","0.6875","0.984375"
"79722","0.9520833333333333","0.921875","0.984375","0.861328125","0.765625","0.9375"
"79726","0.9677083333333333","0.9375","1","0.951171875","0.84375","0.984375"
"79780","0.9927083333333333","0.96875","1","0.9609375","0.859375","1"
"79783","0.9854166666666667","0.921875","1","0.94921875","0.84375","1"
"79845","0.9885416666666667","0.96875","1","0.98046875","0.96875","1"
"79865","0.990625","0.953125","1","0.966796875","0.859375","1"
"79875","0.5614583333333333","0.484375","0.625","0.49609375","0.421875","0.59375"
"79921","0.28958333333333336","0.203125","0.359375","0.27734375","0.21875","0.390625"
"79932","0.9760416666666667","0.953125","0.984375","0.953125","0.90625","0.984375"
"79937","0.9989583333333333","0.984375","1","0.99609375","0.984375","1"
"79954","0.9958333333333333","0.96875","1","0.9921875","0.984375","1"
"79978","0.9875","0.96875","1","0.9296875","0.859375","0.96875"
"80026","0.996875","0.984375","1","0.994140625","0.96875","1"
"80035","0.6041666666666666","0.5","0.703125","0.568359375","0.46875","0.65625"
"80065","0.9885416666666667","0.96875","1","0.98046875","0.953125","1"
"80117","0.9947916666666666","0.984375","1","0.9921875","0.984375","1"
"80133","0.365625","0.265625","0.46875","0.333984375","0.25","0.390625"
"80135","0.8625","0.78125","0.921875","0.7890625","0.703125","0.921875"
"80178","0.69375","0.59375","0.78125","0.6171875","0.484375","0.703125"
"80230","0.990625","0.96875","1","0.984375","0.96875","1"
"80248","0.9885416666666667","0.96875","1","0.974609375","0.953125","1"
"80316","0.33645833333333336","0.21875","0.4375","0.265625","0.125","0.390625"
"80322","0.9885416666666667","0.953125","1","0.98046875","0.96875","1"
"80333","0.9833333333333333","0.921875","1","0.9375","0.78125","0.984375"
"80335","0.9989583333333333","0.984375","1","1","1","1"
"80344","0.996875","0.984375","1","0.994140625","0.984375","1"
"80345","0.7989583333333333","0.71875","0.859375","0.70703125","0.5625","0.84375"
"80360","0.9989583333333333","0.984375","1","0.99609375","0.984375","1"
"80374","0.9958333333333333","0.984375","1","1","1","1"
"80396","0.975","0.921875","1","0.951171875","0.890625","1"
"80403","0.9989583333333333","0.984375","1","1","1","1"
"80407","0.9895833333333334","0.9375","1","0.962890625","0.890625","1"
"80444","0.64375","0.484375","0.765625","0.595703125","0.421875","0.71875"
"80453","1","1","1","1","1","1"
"80458","0.578125","0.453125","0.734375","0.515625","0.34375","0.609375"
"80478","0.9916666666666667","0.96875","1","0.97265625","0.953125","1"
"80481","0.9510416666666667","0.890625","1","0.86328125","0.796875","0.9375"
"80487","1","1","1","0.99609375","0.96875","1"
"80501","1","1","1","1","1","1"
"80516","0.99375","0.96875","1","0.994140625","0.984375","1"
"80554","0.8677083333333333","0.75","0.96875","0.822265625","0.65625","0.96875"
"80589","1","1","1","0.990234375","0.984375","1"
"80592","0.9979166666666667","0.984375","1","0.9921875","0.9375","1"
"80595","1","1","1","1","1","1"
"80602","0.6916666666666667","0.609375","0.796875","0.626953125","0.53125","0.734375"
"80616","0.421875","0.34375","0.484375","0.380859375","0.25","0.421875"
"80619","0.996875","0.984375","1","0.9921875","0.96875","1"
"80664","0.8072916666666666","0.671875","0.890625","0.744140625","0.578125","0.859375"
"80674","1","1","1","0.998046875","0.984375","1"
"80683","0.325","0.234375","0.390625","0.27734375","0.171875","0.421875"
"80701","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"80795","0.9989583333333333","0.984375","1","1","1","1"
"80812","0.259375","0.203125","0.3125","0.259765625","0.1875","0.328125"
"80817","0.9364583333333333","0.875","0.984375","0.845703125","0.75","0.9375"
"80886","0.9989583333333333","0.984375","1","1","1","1"
"80927","0.3729166666666667","0.28125","0.46875","0.36328125","0.28125","0.4375"
"80944","0.7625","0.671875","0.84375","0.712890625","0.59375","0.828125"
"81035","0.2916666666666667","0.21875","0.40625","0.255859375","0.140625","0.34375"
"81046","0.9916666666666667","0.953125","1","0.986328125","0.96875","1"
"81077","0.9947916666666666","0.96875","1","0.986328125","0.953125","1"
"81133","0.55","0.453125","0.65625","0.5078125","0.34375","0.625"
"81139","0.99375","0.96875","1","0.9921875","0.953125","1"
"81149","0.9958333333333333","0.96875","1","0.98828125","0.953125","1"
"81178","0.53125","0.4375","0.59375","0.47265625","0.28125","0.625"
"81184","0.9791666666666666","0.890625","1","0.94140625","0.890625","1"
"81185","0.9791666666666666","0.9375","1","0.951171875","0.859375","1"
"81197","0.9979166666666667","0.984375","1","1","1","1"
"81270","0.4083333333333333","0.328125","0.484375","0.380859375","0.234375","0.515625"
"81277","0.571875","0.5","0.671875","0.466796875","0.3125","0.59375"
"81280","0.5572916666666666","0.5","0.640625","0.462890625","0.3125","0.65625"
"81291","0.51875","0.40625","0.671875","0.462890625","0.390625","0.59375"
"81298","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"81325","0.9947916666666666","0.96875","1","0.982421875","0.96875","1"
"81347","0.46875","0.375","0.5625","0.40234375","0.3125","0.515625"
"81402","0.5885416666666666","0.484375","0.671875","0.53125","0.4375","0.640625"
"81442","0.9125","0.859375","0.96875","0.8125","0.65625","0.9375"
"81452","0.4239583333333333","0.296875","0.5","0.40625","0.328125","0.53125"
"81480","0.9979166666666667","0.984375","1","0.99609375","0.984375","1"
"81481","0.996875","0.96875","1","1","1","1"
"81491","0.9010416666666666","0.828125","0.953125","0.84375","0.765625","0.90625"
"81496","1","1","1","1","1","1"
"81518","0.9958333333333333","0.984375","1","0.994140625","0.984375","1"
"81534","0.9958333333333333","0.96875","1","0.998046875","0.984375","1"
"81553","0.8729166666666667","0.71875","0.96875","0.8046875","0.625","0.9375"
"81555","0.5927083333333333","0.53125","0.671875","0.57421875","0.515625","0.625"
"81564","0.6666666666666666","0.53125","0.796875","0.57421875","0.453125","0.71875"
"81582","0.3458333333333333","0.203125","0.484375","0.29296875","0.1875","0.390625"
"81599","0.9979166666666667","0.96875","1","0.998046875","0.984375","1"
"81629","0.28958333333333336","0.15625","0.390625","0.30078125","0.15625","0.4375"
"81632","0.9916666666666667","0.96875","1","0.970703125","0.953125","0.984375"
"81668","1","1","1","1","1","1"
"81721","0.915625","0.859375","0.96875","0.8203125","0.734375","0.921875"
"81762","0.6895833333333333","0.5625","0.796875","0.611328125","0.515625","0.71875"
"81777","0.9947916666666666","0.96875","1","0.994140625","0.984375","1"
"81794","0.896875","0.78125","0.96875","0.81640625","0.65625","1"
"81809","0.2708333333333333","0.1875","0.359375","0.27734375","0.1875","0.34375"
"81819","0.9989583333333333","0.984375","1","1","1","1"
"81825","0.9625","0.921875","0.984375","0.908203125","0.796875","0.96875"
"81856","0.665625","0.546875","0.75","0.591796875","0.46875","0.6875"
"81886","0.6666666666666666","0.53125","0.796875","0.59765625","0.4375","0.703125"
"81948","0.44479166666666664","0.328125","0.515625","0.36328125","0.21875","0.46875"
"81968","0.42291666666666666","0.265625","0.546875","0.359375","0.234375","0.46875"
"81981","0.30625","0.234375","0.390625","0.287109375","0.125","0.40625"
"82017","0.98125","0.96875","0.984375","0.9609375","0.90625","1"
"82056","0.6416666666666667","0.53125","0.71875","0.56640625","0.4375","0.6875"
"82077","0.9020833333333333","0.78125","0.96875","0.841796875","0.671875","0.96875"
"82085","0.5614583333333333","0.421875","0.640625","0.478515625","0.40625","0.5625"
"82088","0.6416666666666667","0.453125","0.765625","0.6328125","0.546875","0.734375"
"82089","0.9979166666666667","0.96875","1","0.994140625","0.96875","1"
"82096","0.9916666666666667","0.96875","1","0.982421875","0.90625","1"
"82113","0.9395833333333333","0.875","1","0.83203125","0.71875","0.953125"
"82126","0.9395833333333333","0.875","0.984375","0.861328125","0.78125","0.921875"
"82168","0.6260416666666667","0.546875","0.71875","0.52734375","0.390625","0.640625"
"82175","0.9864583333333333","0.9375","1","0.939453125","0.875","0.984375"
"82181","0.9979166666666667","0.984375","1","0.994140625","0.984375","1"
"82189","1","1","1","0.99609375","0.984375","1"
"82195","0.9552083333333333","0.921875","1","0.892578125","0.8125","0.96875"
"82196","0.86875","0.78125","0.953125","0.837890625","0.734375","0.9375"
"82214","0.9833333333333333","0.96875","1","0.955078125","0.890625","0.984375"
"82227","0.975","0.9375","1","0.947265625","0.890625","0.984375"
"82252","0.9989583333333333","0.984375","1","0.986328125","0.9375","1"
"82334","1","1","1","0.998046875","0.984375","1"
"82346","0.6770833333333334","0.5625","0.765625","0.6328125","0.546875","0.703125"
"82353","0.584375","0.453125","0.71875","0.560546875","0.40625","0.703125"
"82363","0.9979166666666667","0.984375","1","0.99609375","0.96875","1"
"82374","0.9979166666666667","0.984375","1","0.990234375","0.96875","1"
"82381","0.8927083333333333","0.75","0.984375","0.81640625","0.671875","0.90625"
"82391","0.9895833333333334","0.953125","1","0.96875","0.921875","1"
"82400","1","1","1","0.99609375","0.984375","1"
"82421","0.8333333333333334","0.6875","0.921875","0.77734375","0.671875","0.90625"
"82448","0.9958333333333333","0.96875","1","0.990234375","0.96875","1"
"82468","0.978125","0.890625","1","0.96484375","0.859375","1"
"82473","0.32395833333333335","0.21875","0.46875","0.29296875","0.21875","0.40625"
"82487","0.8125","0.734375","0.90625","0.759765625","0.71875","0.8125"
"82497","0.990625","0.96875","1","0.986328125","0.96875","1"
"82500","0.55625","0.421875","0.65625","0.505859375","0.390625","0.640625"
"82517","0.5864583333333333","0.46875","0.71875","0.45703125","0.328125","0.578125"
"82523","0.9947916666666666","0.984375","1","0.984375","0.96875","1"
"82557","0.32083333333333336","0.25","0.40625","0.3359375","0.296875","0.4375"
"82568","0.575","0.5","0.6875","0.52734375","0.390625","0.625"
"82574","0.8604166666666667","0.75","0.9375","0.78515625","0.609375","0.9375"
"82585","0.91875","0.84375","0.984375","0.85546875","0.765625","0.96875"
"82593","0.41458333333333336","0.296875","0.53125","0.361328125","0.21875","0.453125"
"82603","0.9010416666666666","0.796875","0.96875","0.857421875","0.765625","0.953125"
"82610","0.8166666666666667","0.703125","0.890625","0.787109375","0.71875","0.875"
"82627","0.3177083333333333","0.265625","0.390625","0.291015625","0.25","0.328125"
"82646","0.5666666666666667","0.46875","0.703125","0.50390625","0.328125","0.65625"
"82678","0.9875","0.984375","1","0.98046875","0.96875","0.984375"
"82681","0.6270833333333333","0.5625","0.71875","0.5859375","0.4375","0.6875"
"82683","0.34791666666666665","0.21875","0.4375","0.333984375","0.265625","0.453125"
"82686","0.6364583333333333","0.53125","0.734375","0.578125","0.421875","0.765625"
"82726","0.9875","0.953125","1","0.978515625","0.953125","1"
"82751","0.415625","0.34375","0.453125","0.39453125","0.265625","0.5"
"82753","0.7145833333333333","0.59375","0.828125","0.671875","0.59375","0.8125"
"82770","0.884375","0.734375","0.96875","0.79296875","0.671875","0.90625"
"82773","0.32708333333333334","0.21875","0.40625","0.279296875","0.125","0.453125"
"82790","0.9322916666666666","0.875","0.984375","0.830078125","0.734375","0.9375"
"82806","0.271875","0.15625","0.375","0.21875","0.15625","0.28125"
"82831","1","1","1","1","1","1"
"82871","1","1","1","0.998046875","0.984375","1"
"82925","0.515625","0.34375","0.609375","0.453125","0.328125","0.578125"
"82936","0.996875","0.984375","1","0.99609375","0.984375","1"
"82937","0.8885416666666667","0.765625","0.96875","0.822265625","0.65625","0.953125"
"83018","0.5520833333333334","0.453125","0.625","0.490234375","0.296875","0.625"
"83033","0.41458333333333336","0.265625","0.546875","0.34765625","0.234375","0.453125"
"83037","0.865625","0.765625","0.921875","0.828125","0.75","0.9375"
"83039","0.8572916666666667","0.75","0.921875","0.814453125","0.734375","0.90625"
"83045","0.9947916666666666","0.96875","1","0.96875","0.9375","1"
"83083","0.9822916666666667","0.96875","1","0.96875","0.921875","1"
"83120","0.9854166666666667","0.921875","1","0.958984375","0.828125","1"
"83122","0.9947916666666666","0.96875","1","0.9921875","0.984375","1"
"83123","0.996875","0.96875","1","0.998046875","0.984375","1"
"83124","0.2864583333333333","0.21875","0.359375","0.291015625","0.21875","0.359375"
"83142","0.9729166666666667","0.890625","1","0.94140625","0.828125","0.984375"
"83171","0.653125","0.53125","0.75","0.62109375","0.484375","0.75"
"83178","0.5979166666666667","0.5","0.671875","0.544921875","0.4375","0.6875"
"83191","0.996875","0.984375","1","0.998046875","0.984375","1"
"83212","0.9989583333333333","0.984375","1","1","1","1"
"83259","0.659375","0.53125","0.78125","0.583984375","0.484375","0.6875"
"83269","1","1","1","0.998046875","0.984375","1"
"83273","0.640625","0.484375","0.75","0.58203125","0.515625","0.703125"
"83281","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"83291","0.8208333333333333","0.75","0.9375","0.771484375","0.640625","0.890625"
"83297","0.9854166666666667","0.953125","1","0.962890625","0.9375","0.984375"
"83301","0.771875","0.671875","0.875","0.703125","0.5625","0.8125"
"83304","0.9583333333333334","0.875","0.984375","0.896484375","0.828125","0.984375"
"83341","0.90625","0.78125","0.984375","0.794921875","0.640625","0.9375"
"83360","0.7229166666666667","0.625","0.8125","0.6328125","0.515625","0.703125"
"83376","0.2989583333333333","0.1875","0.390625","0.2734375","0.21875","0.375"
"83379","0.9979166666666667","0.984375","1","0.994140625","0.984375","1"
"83399","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"83422","1","1","1","1","1","1"
"83428","0.8666666666666667","0.78125","0.9375","0.8359375","0.734375","0.96875"
"83442","0.9833333333333333","0.953125","1","0.96875","0.875","1"
"83444","0.996875","0.984375","1","0.99609375","0.984375","1"
"83461","0.5989583333333334","0.4375","0.703125","0.54296875","0.453125","0.671875"
"83480","0.30416666666666664","0.1875","0.375","0.236328125","0.15625","0.3125"
"83501","0.9989583333333333","0.984375","1","0.998046875","0.984375","1"
"83505","0.6145833333333334","0.46875","0.71875","0.546875","0.359375","0.734375"
"83510","0.990625","0.953125","1","0.974609375","0.9375","0.984375"
"83512","0.7114583333333333","0.5625","0.78125","0.685546875","0.59375","0.84375"
"83513","1","1","1","0.998046875","0.984375","1"
"83517","0.996875","0.984375","1","0.990234375","0.96875","1"
"83523","0.996875","0.984375","1","0.9921875","0.96875","1"
"83537","0.9854166666666667","0.953125","1","0.96484375","0.9375","0.984375"
"83540","0.9802083333333333","0.90625","1","0.94140625","0.890625","1"
"83541","0.6395833333333333","0.578125","0.71875","0.599609375","0.546875","0.703125"
"83546","0.6697916666666667","0.578125","0.734375","0.599609375","0.4375","0.75"
"83571","0.534375","0.375","0.609375","0.44921875","0.328125","0.59375"
"83601","0.665625","0.578125","0.734375","0.564453125","0.4375","0.703125"
"83615","0.5510416666666667","0.421875","0.671875","0.48046875","0.390625","0.640625"
"83616","1","1","1","1","1","1"
"83641","0.9927083333333333","0.96875","1","0.990234375","0.96875","1"
"83679","0.9020833333333333","0.734375","0.984375","0.849609375","0.734375","0.984375"
"83686","0.7364583333333333","0.59375","0.796875","0.666015625","0.515625","0.8125"
"83710","0.8822916666666667","0.796875","0.96875","0.7578125","0.609375","0.96875"
"83714","0.8895833333333333","0.796875","0.96875","0.814453125","0.640625","0.90625"
"83729","0.7625","0.6875","0.859375","0.736328125","0.6875","0.828125"
"83741","0.996875","0.984375","1","0.994140625","0.984375","1"
"83752","0.521875","0.4375","0.609375","0.4609375","0.375","0.609375"
"83774","0.996875","0.984375","1","0.994140625","0.984375","1"
"83778","0.9385416666666667","0.890625","1","0.876953125","0.734375","0.96875"
"83790","0.9895833333333334","0.96875","1","0.962890625","0.84375","1"
"83814","0.8104166666666667","0.75","0.890625","0.7421875","0.65625","0.859375"
"83829","0.9989583333333333","0.984375","1","0.99609375","0.984375","1"
"83833","0.6010416666666667","0.5","0.71875","0.5234375","0.421875","0.65625"
"83854","0.8802083333333334","0.78125","0.953125","0.794921875","0.5625","0.9375"
"83915","0.5427083333333333","0.484375","0.703125","0.4765625","0.359375","0.578125"
"83947","0.99375","0.984375","1","0.986328125","0.96875","1"
"83953","0.35833333333333334","0.265625","0.4375","0.283203125","0.125","0.390625"
"83998","0.9697916666666667","0.921875","1","0.951171875","0.890625","0.984375"
"84008","0.978125","0.953125","1","0.974609375","0.953125","1"
"84034","1","1","1","0.998046875","0.984375","1"
"84080","0.9104166666666667","0.859375","0.96875","0.861328125","0.828125","0.921875"
"84085","0.35833333333333334","0.25","0.46875","0.32421875","0.25","0.390625"
"84089","0.9989583333333333","0.984375","1","0.994140625","0.984375","1"
"84103","0.9989583333333333","0.984375","1","1","1","1"
"84123","0.9854166666666667","0.9375","1","0.9453125","0.875","0.984375"
"84126","0.98125","0.921875","1","0.9453125","0.890625","1"
"84132","0.9895833333333334","0.96875","1","0.98828125","0.96875","1"
"84145","0.6729166666666667","0.515625","0.78125","0.578125","0.515625","0.65625"
"84146","0.6291666666666667","0.53125","0.703125","0.625","0.515625","0.734375"
"84157","0.909375","0.734375","1","0.865234375","0.65625","0.96875"
"84167","0.9291666666666667","0.796875","1","0.861328125","0.71875","0.96875"
"84169","0.9864583333333333","0.953125","1","0.96875","0.921875","1"
"84173","1","1","1","1","1","1"
"84189","0.9979166666666667","0.984375","1","0.998046875","0.984375","1"
"84204","0.5958333333333333","0.453125","0.71875","0.4921875","0.359375","0.625"
"84231","0.9104166666666667","0.859375","0.953125","0.8359375","0.6875","0.953125"
"84259","1","1","1","0.998046875","0.984375","1"
"84269","0.5239583333333333","0.421875","0.625","0.470703125","0.390625","0.53125"
"84298","0.9927083333333333","0.984375","1","0.990234375","0.96875","1"
"84371","1","1","1","1","1","1"
"84386","0.9895833333333334","0.953125","1","0.953125","0.90625","0.984375"
"84393","0.9979166666666667","0.984375","1","1","1","1"
"84396","0.30520833333333336","0.1875","0.359375","0.275390625","0.171875","0.328125"
"84410","0.3770833333333333","0.3125","0.5","0.326171875","0.28125","0.390625"
"84426","0.8979166666666667","0.796875","0.984375","0.857421875","0.71875","0.96875"
"84465","0.98125","0.953125","1","0.95703125","0.90625","0.984375"
"84475","0.925","0.859375","1","0.875","0.8125","0.9375"
"84496","0.9989583333333333","0.984375","1","1","1","1"
"84510","0.99375","0.96875","1","0.9609375","0.890625","0.984375"
"84521","0.353125","0.25","0.4375","0.35546875","0.265625","0.453125"
"84525","0.9854166666666667","0.9375","1","0.966796875","0.90625","1"
"84543","0.5447916666666667","0.46875","0.734375","0.4453125","0.3125","0.609375"
"84544","0.9020833333333333","0.75","0.96875","0.83984375","0.703125","0.984375"
"84560","0.9989583333333333","0.984375","1","0.99609375","0.984375","1"
"84569","0.6635416666666667","0.5625","0.78125","0.62109375","0.53125","0.78125"
"84611","0.4270833333333333","0.328125","0.53125","0.3359375","0.203125","0.484375"
"84629","0.42604166666666665","0.328125","0.53125","0.388671875","0.28125","0.484375"
"84648","0.3375","0.25","0.40625","0.271484375","0.203125","0.375"
"84659","0.2947916666666667","0.21875","0.375","0.265625","0.171875","0.390625"
"84668","0.3177083333333333","0.25","0.40625","0.31640625","0.203125","0.421875"
"84705","0.990625","0.984375","1","0.986328125","0.984375","1"
"84728","0.9197916666666667","0.84375","0.984375","0.837890625","0.703125","0.953125"
"84731","0.5458333333333333","0.40625","0.625","0.544921875","0.40625","0.71875"
"84738","0.5229166666666667","0.4375","0.671875","0.52734375","0.390625","0.578125"
"84747","0.39895833333333336","0.328125","0.484375","0.337890625","0.25","0.390625"
"84767","0.5041666666666667","0.421875","0.609375","0.470703125","0.390625","0.578125"
"84783","0.959375","0.90625","0.984375","0.9140625","0.875","0.984375"
