"Step","postactivation_production: kan - Train/Losses_every_step","postactivation_production: kan - Train/Losses_every_step__MIN","postactivation_production: kan - Train/Losses_every_step__MAX","postactivation_production: mlp - Train/Losses_every_step","postactivation_production: mlp - Train/Losses_every_step__MIN","postactivation_production: mlp - Train/Losses_every_step__MAX"
"997","2.24141583442688","2.008948802947998","2.458566665649414","1.976593589782715","0.7706069946289062","2.308058738708496"
"1020","2.258445405960083","2.1582541465759277","2.3987579345703125","2.0843341827392576","1.5041301250457764","2.3540661334991455"
"1049","2.324203443527222","2.2380149364471436","2.3602688312530518","2.107054901123047","1.848496675491333","2.343710422515869"
"1066","2.2819063663482666","2.1588454246520996","2.3697283267974854","2.022012734413147","1.5065609216690063","2.2923026084899902"
"1074","2.1258782863616945","1.8597697019577026","2.3304686546325684","2.08122832775116","1.137431025505066","2.3495771884918213"
"1103","2.3792309761047363","2.308279275894165","2.4344844818115234","1.9600869178771974","0.72900390625","2.329481840133667"
"1112","2.271359920501709","2.1320674419403076","2.3803725242614746","2.0793359518051147","1.2391830682754517","2.3007049560546875"
"1128","2.1504252910614015","1.9256715774536133","2.3514604568481445","2.1815486431121824","1.7286174297332764","2.3034677505493164"
"1130","2.1854865550994873","1.9797688722610474","2.382593870162964","2.2649109840393065","2.062568187713623","2.3261003494262695"
"1136","2.3387311458587647","2.225066661834717","2.3819892406463623","1.698333168029785","0.9417159557342529","2.2988646030426025"
"1164","2.0819671630859373","1.822230577468872","2.2024331092834473","2.0261960506439207","1.1945195198059082","2.306781053543091"
"1167","2.2649691104888916","2.18435001373291","2.3762717247009277","2.204409456253052","1.9272639751434326","2.3039591312408447"
"1182","2.269665241241455","2.1087465286254883","2.320580005645752","2.011949825286865","1.2347891330718994","2.3067243099212646"
"1216","2.1157243728637694","1.7963210344314575","2.3316755294799805","2.2751197814941406","2.1644773483276367","2.322181224822998"
"1232","2.2072349071502684","1.8157036304473877","2.3509342670440674","1.5896977663040162","1.1187684535980225","2.308816909790039"
"1238","2.185029411315918","1.7989842891693115","2.342082977294922","1.828215742111206","0.9174984693527222","2.2906975746154785"
"1252","2.2111414432525636","1.6803150177001953","2.3470098972320557","1.7274683356285094","0.898874819278717","2.315261125564575"
"1268","2.352407932281494","2.256467819213867","2.442808151245117","1.9044634580612183","0.920552134513855","2.3016464710235596"
"1271","2.218257188796997","1.73707914352417","2.351646900177002","1.9992639064788817","1.0839512348175049","2.3117284774780273"
"1301","2.3316956996917724","2.2340564727783203","2.3724262714385986","1.653895378112793","0.837306022644043","2.307260751724243"
"1351","2.1983256340026855","1.754533052444458","2.416358709335327","2.0722732305526734","1.5996778011322021","2.3032820224761963"
"1366","2.1664373159408568","1.8575373888015747","2.3955445289611816","1.7184898614883424","1.484987735748291","1.928650975227356"
"1403","2.0723861694335937","1.7103807926177979","2.405085325241089","2.090633249282837","1.4719512462615967","2.302013635635376"
"1408","2.364976334571838","1.8035014867782593","2.618161201477051","2.0833849906921387","1.551417589187622","2.3028178215026855"
"1428","2.314306926727295","2.203256130218506","2.4036824703216553","1.9637989044189452","0.8802287578582764","2.3044517040252686"
"1446","2.2722785472869873","2.177143096923828","2.3520729541778564","1.8527971506118774","0.7643319368362427","2.2963290214538574"
"1447","2.1970638990402223","1.9612330198287964","2.338118553161621","1.9102543354034425","0.6701117753982544","2.3169727325439453"
"1448","2.3589149951934814","2.303497791290283","2.5738072395324707","1.6580308198928833","0.8267538547515869","2.2999277114868164"
