"Step","postactivation_production: mlp - Train/Accuracies_every_step","postactivation_production: mlp - Train/Accuracies_every_step__MIN","postactivation_production: mlp - Train/Accuracies_every_step__MAX"
"1130","0.14732142857142858","0.09375","0.234375"
"1136","0.19866071428571427","0.078125","0.34375"
"1164","0.13839285714285715","0","0.25"
"1167","0.19419642857142858","0.078125","0.328125"
"1182","0.18526785714285715","0.09375","0.28125"
"1216","0.27455357142857145","0.0625","0.59375"
"1232","0.2857142857142857","0.078125","0.625"
"1238","0.11607142857142858","0.0625","0.21875"
"1252","0.42857142857142855","0.171875","0.578125"
"1268","0.10044642857142858","0.046875","0.28125"
"1271","0.17857142857142858","0.078125","0.328125"
"1301","0.171875","0.078125","0.53125"
"1351","0.22098214285714285","0.125","0.34375"
"1366","0.25669642857142855","0.078125","0.5625"
"1403","0.15625","0.078125","0.328125"
"1408","0.16517857142857142","0.078125","0.515625"
"1428","0.2544642857142857","0.109375","0.40625"
"1446","0.203125","0.09375","0.5"
"1447","0.10714285714285714","0.09375","0.140625"
"1448","0.21875","0.0625","0.65625"
"1470","0.3638392857142857","0.15625","0.734375"
"1501","0.1875","0.078125","0.4375"
"1507","0.25","0.078125","0.4375"
"1531","0.17633928571428573","0.078125","0.296875"
"1576","0.13392857142857142","0.0625","0.234375"
"1598","0.3482142857142857","0.203125","0.625"
"1686","0.125","0.046875","0.234375"
"1702","0.19419642857142858","0.046875","0.328125"
"1718","0.265625","0.078125","0.484375"
"1741","0.09598214285714286","0.046875","0.171875"
"1760","0.328125","0.078125","0.640625"
"1773","0.24553571428571427","0.0625","0.453125"
"1782","0.24107142857142858","0.109375","0.34375"
"1792","0.3125","0.0625","0.5625"
"1796","0.09375","0.046875","0.171875"
"1814","0.16517857142857142","0.046875","0.328125"
"1821","0.14732142857142858","0.0625","0.265625"
"1830","0.16964285714285715","0.078125","0.5625"
"1832","0.25","0.0625","0.515625"
"1833","0.25892857142857145","0.09375","0.53125"
"1846","0.16517857142857142","0.109375","0.375"
"1897","0.14955357142857142","0.0625","0.25"
"1933","0.25892857142857145","0.109375","0.59375"
"1944","0.14508928571428573","0.125","0.203125"
"1956","0.14508928571428573","0.046875","0.375"
"1985","0.16517857142857142","0.0625","0.25"
"1991","0.28794642857142855","0.09375","0.640625"
"2014","0.27455357142857145","0.15625","0.515625"
"2028","0.19419642857142858","0.0625","0.3125"
"2034","0.18303571428571427","0.078125","0.375"
"2049","0.29464285714285715","0.09375","0.578125"
"2068","0.15848214285714285","0.0625","0.265625"
"2098","0.125","0.09375","0.140625"
"2105","0.16517857142857142","0.078125","0.390625"
"2143","0.26339285714285715","0.15625","0.421875"
"2152","0.20089285714285715","0.109375","0.3125"
"2164","0.24330357142857142","0.125","0.5625"
"2171","0.14285714285714285","0.046875","0.40625"
"2184","0.26339285714285715","0.078125","0.515625"
"2187","0.11830357142857142","0.0625","0.140625"
"2189","0.390625","0.171875","0.546875"
"2201","0.125","0.078125","0.203125"
"2203","0.22767857142857142","0.0625","0.53125"
"2213","0.09375","0.0625","0.171875"
"2247","0.2611607142857143","0.078125","0.375"
"2263","0.33035714285714285","0.109375","0.59375"
"2272","0.18526785714285715","0.03125","0.40625"
"2283","0.16294642857142858","0.03125","0.40625"
"2295","0.31026785714285715","0.078125","0.5625"
"2302","0.29464285714285715","0.140625","0.65625"
"2328","0.171875","0.0625","0.34375"
"2352","0.16071428571428573","0.078125","0.25"
"2378","0.15625","0.09375","0.296875"
"2419","0.09821428571428571","0.078125","0.171875"
"2422","0.16964285714285715","0.046875","0.609375"
"2428","0.16964285714285715","0.0625","0.421875"
"2429","0.18973214285714285","0.078125","0.625"
"2459","0.18303571428571427","0.078125","0.28125"
"2533","0.21205357142857142","0.03125","0.484375"
"2542","0.27455357142857145","0.0625","0.703125"
"2549","0.22544642857142858","0.109375","0.34375"
"2563","0.125","0.09375","0.171875"
"2573","0.23214285714285715","0.0625","0.453125"
"2590","0.3080357142857143","0.125","0.65625"
"2624","0.16294642857142858","0.09375","0.25"
"2662","0.16964285714285715","0.0625","0.34375"
"2672","0.22098214285714285","0.0625","0.5625"
"2707","0.28348214285714285","0.0625","0.625"
"2732","0.27232142857142855","0.046875","0.59375"
"2752","0.22098214285714285","0.09375","0.28125"
"2815","0.19419642857142858","0.09375","0.4375"
"2821","0.2700892857142857","0.125","0.453125"
"2833","0.36160714285714285","0.09375","0.671875"
"2836","0.19196428571428573","0.0625","0.609375"
"2863","0.18973214285714285","0.078125","0.484375"
"2874","0.11607142857142858","0.078125","0.1875"
"2902","0.31473214285714285","0.109375","0.609375"
"2911","0.18303571428571427","0.09375","0.25"
"2958","0.34598214285714285","0.078125","0.671875"
"2975","0.12723214285714285","0.078125","0.3125"
"2977","0.13169642857142858","0.078125","0.203125"
"2992","0.27901785714285715","0.046875","0.59375"
"3003","0.27901785714285715","0.09375","0.65625"
"3029","0.12723214285714285","0.078125","0.25"
"3068","0.3125","0.125","0.65625"
"3073","0.3169642857142857","0.09375","0.5625"
"3091","0.28794642857142855","0.09375","0.53125"
"3096","0.14955357142857142","0.09375","0.21875"
"3117","0.25892857142857145","0.09375","0.546875"
"3121","0.21875","0.078125","0.5"
"3124","0.39285714285714285","0.0625","0.671875"
"3163","0.23214285714285715","0.140625","0.359375"
"3167","0.19866071428571427","0.0625","0.46875"
"3214","0.34151785714285715","0.140625","0.578125"
"3215","0.20758928571428573","0.15625","0.34375"
"3273","0.171875","0.046875","0.265625"
"3274","0.21651785714285715","0.078125","0.5"
"3306","0.17857142857142858","0.09375","0.234375"
"3316","0.21428571428571427","0.09375","0.359375"
"3335","0.2700892857142857","0.109375","0.515625"
"3341","0.10267857142857142","0.0625","0.125"
"3356","0.234375","0.09375","0.59375"
"3372","0.11830357142857142","0.09375","0.1875"
"3417","0.15178571428571427","0.046875","0.203125"
"3444","0.16741071428571427","0.09375","0.265625"
"3494","0.20535714285714285","0.078125","0.28125"
"3506","0.28348214285714285","0.09375","0.65625"
"3528","0.15401785714285715","0.078125","0.265625"
"3557","0.22544642857142858","0.109375","0.625"
"3563","0.16294642857142858","0.0625","0.265625"
"3595","0.265625","0.09375","0.578125"
"3599","0.16294642857142858","0.078125","0.234375"
"3602","0.16964285714285715","0.09375","0.296875"
"3608","0.171875","0.046875","0.296875"
"3610","0.22321428571428573","0.078125","0.703125"
"3656","0.4330357142857143","0.140625","0.65625"
"3673","0.18080357142857142","0.078125","0.34375"
"3740","0.23883928571428573","0.125","0.703125"
"3749","0.296875","0.1875","0.53125"
"3758","0.18303571428571427","0.09375","0.328125"
"3794","0.13392857142857142","0.0625","0.171875"
"3803","0.21651785714285715","0.078125","0.28125"
"3818","0.24776785714285715","0.125","0.3125"
"3836","0.28125","0.0625","0.75"
"3857","0.15401785714285715","0.0625","0.28125"
"3871","0.2700892857142857","0.140625","0.4375"
"3878","0.2544642857142857","0.15625","0.3125"
"3887","0.20535714285714285","0.03125","0.546875"
"3892","0.16741071428571427","0.09375","0.25"
"3910","0.32589285714285715","0.09375","0.65625"
"3921","0.16517857142857142","0.09375","0.234375"
"3974","0.22544642857142858","0.078125","0.34375"
"3993","0.18080357142857142","0.046875","0.25"
"4009","0.27901785714285715","0.125","0.71875"
"4012","0.16517857142857142","0.03125","0.25"
"4016","0.16741071428571427","0.109375","0.265625"
"4032","0.23660714285714285","0.046875","0.671875"
"4054","0.14285714285714285","0.09375","0.296875"
"4101","0.10044642857142858","0.078125","0.15625"
"4114","0.30580357142857145","0.125","0.6875"
"4131","0.3125","0.09375","0.703125"
"4148","0.22767857142857142","0.140625","0.40625"
"4162","0.13839285714285715","0.078125","0.203125"
"4163","0.14285714285714285","0.109375","0.25"
"4175","0.17857142857142858","0.078125","0.484375"
"4184","0.25892857142857145","0.171875","0.40625"
"4213","0.32142857142857145","0.0625","0.515625"
"4281","0.19866071428571427","0.125","0.28125"
"4321","0.13839285714285715","0.046875","0.375"
"4337","0.25223214285714285","0.171875","0.453125"
"4349","0.24107142857142858","0.125","0.578125"
"4369","0.21651785714285715","0.09375","0.3125"
"4402","0.14732142857142858","0.0625","0.25"
"4420","0.10491071428571429","0.046875","0.171875"
"4424","0.14955357142857142","0.125","0.265625"
"4425","0.23660714285714285","0.109375","0.296875"
"4447","0.33705357142857145","0.09375","0.640625"
"4453","0.17410714285714285","0.09375","0.28125"
"4481","0.21875","0.109375","0.296875"
"4487","0.27901785714285715","0.15625","0.765625"
"4489","0.11160714285714286","0.046875","0.171875"
"4505","0.375","0.0625","0.65625"
"4526","0.15848214285714285","0.09375","0.234375"
"4527","0.10491071428571429","0.046875","0.15625"
"4579","0.20758928571428573","0.015625","0.53125"
"4609","0.2544642857142857","0.109375","0.703125"
"4631","0.19642857142857142","0.109375","0.359375"
"4648","0.42410714285714285","0.0625","0.703125"
"4650","0.21205357142857142","0.0625","0.3125"
"4651","0.27232142857142855","0.125","0.609375"
"4659","0.17633928571428573","0.078125","0.28125"
"4666","0.20982142857142858","0.0625","0.34375"
"4672","0.23660714285714285","0.09375","0.359375"
"4735","0.31473214285714285","0.09375","0.65625"
"4774","0.32142857142857145","0.140625","0.71875"
"4799","0.125","0.046875","0.21875"
"4890","0.26339285714285715","0.1875","0.34375"
"4935","0.23660714285714285","0.140625","0.3125"
"4979","0.25892857142857145","0.109375","0.515625"
"5004","0.24553571428571427","0.078125","0.34375"
"5019","0.37276785714285715","0.125","0.6875"
"5035","0.15178571428571427","0.09375","0.234375"
"5038","0.2857142857142857","0.0625","0.671875"
"5041","0.14508928571428573","0.078125","0.296875"
"5056","0.23660714285714285","0.078125","0.546875"
"5065","0.16964285714285715","0.09375","0.296875"
"5076","0.203125","0.09375","0.296875"
"5140","0.20982142857142858","0.15625","0.296875"
"5164","0.19866071428571427","0.078125","0.390625"
"5168","0.31919642857142855","0.09375","0.6875"
"5218","0.24330357142857142","0.0625","0.671875"
"5240","0.24330357142857142","0.09375","0.671875"
"5248","0.328125","0.078125","0.625"
"5266","0.18526785714285715","0.078125","0.609375"
"5294","0.18303571428571427","0.109375","0.25"
"5313","0.21875","0.15625","0.296875"
"5327","0.18303571428571427","0.109375","0.3125"
"5336","0.20982142857142858","0.09375","0.328125"
"5346","0.11830357142857142","0.09375","0.15625"
"5348","0.4642857142857143","0.15625","0.734375"
"5360","0.23214285714285715","0.125","0.3125"
"5369","0.19419642857142858","0.078125","0.40625"
"5388","0.19196428571428573","0.109375","0.390625"
"5390","0.08258928571428571","0","0.140625"
"5396","0.28125","0.078125","0.578125"
"5419","0.22098214285714285","0.09375","0.3125"
"5438","0.24330357142857142","0.125","0.359375"
"5473","0.16294642857142858","0.078125","0.25"
"5483","0.2611607142857143","0.125","0.40625"
"5520","0.2924107142857143","0.078125","0.5625"
"5544","0.22544642857142858","0.09375","0.3125"
"5570","0.19196428571428573","0.0625","0.328125"
"5581","0.21875","0.125","0.34375"
"5593","0.17633928571428573","0.09375","0.265625"
"5596","0.3125","0.109375","0.765625"
"5604","0.23883928571428573","0.046875","0.328125"
"5644","0.171875","0.078125","0.28125"
"5653","0.515625","0.328125","0.734375"
"5661","0.203125","0.109375","0.3125"
"5714","0.24776785714285715","0.125","0.453125"
"5741","0.21651785714285715","0.109375","0.671875"
"5755","0.24330357142857142","0.140625","0.609375"
"5769","0.26785714285714285","0.0625","0.703125"
"5773","0.296875","0.03125","0.703125"
"5778","0.35714285714285715","0.140625","0.796875"
"5817","0.34151785714285715","0.203125","0.6875"
"5824","0.22321428571428573","0.15625","0.265625"
"5847","0.20535714285714285","0.09375","0.3125"
"5904","0.23883928571428573","0.046875","0.375"
"5909","0.27455357142857145","0.046875","0.703125"
"5937","0.25223214285714285","0.109375","0.578125"
"5947","0.18303571428571427","0.0625","0.328125"
"5956","0.17857142857142858","0.09375","0.34375"
"5972","0.32589285714285715","0.125","0.6875"
"6007","0.19866071428571427","0.09375","0.328125"
"6023","0.24330357142857142","0.109375","0.40625"
"6026","0.12723214285714285","0.078125","0.171875"
"6076","0.16517857142857142","0.09375","0.265625"
"6087","0.21205357142857142","0.15625","0.28125"
"6089","0.24330357142857142","0.109375","0.390625"
"6125","0.20758928571428573","0.0625","0.328125"
"6139","0.40625","0.171875","0.5625"
"6196","0.14955357142857142","0.078125","0.234375"
"6208","0.23660714285714285","0.140625","0.34375"
"6221","0.22767857142857142","0.125","0.359375"
"6232","0.3080357142857143","0.125","0.71875"
"6243","0.38169642857142855","0.203125","0.671875"
"6297","0.25669642857142855","0.09375","0.421875"
"6312","0.16071428571428573","0.0625","0.234375"
"6318","0.17633928571428573","0.109375","0.234375"
"6322","0.328125","0.140625","0.625"
"6334","0.19419642857142858","0.078125","0.390625"
"6351","0.3236607142857143","0.09375","0.515625"
"6357","0.20758928571428573","0.109375","0.3125"
"6370","0.21875","0.125","0.328125"
"6387","0.26785714285714285","0.0625","0.6875"
"6440","0.20535714285714285","0.0625","0.453125"
"6442","0.20535714285714285","0.109375","0.359375"
"6447","0.34151785714285715","0.09375","0.640625"
"6455","0.19866071428571427","0.0625","0.3125"
"6484","0.21428571428571427","0.109375","0.28125"
"6495","0.31919642857142855","0.125","0.71875"
"6534","0.26785714285714285","0.15625","0.34375"
"6551","0.42410714285714285","0.1875","0.75"
"6552","0.203125","0.09375","0.3125"
"6565","0.25","0.0625","0.375"
"6603","0.16964285714285715","0.125","0.21875"
"6627","0.35267857142857145","0.21875","0.703125"
"6630","0.24107142857142858","0.078125","0.34375"
"6644","0.33035714285714285","0.140625","0.75"
"6659","0.36830357142857145","0.234375","0.640625"
"6673","0.23883928571428573","0.078125","0.796875"
"6676","0.3861607142857143","0.125","0.703125"
"6691","0.3325892857142857","0.171875","0.671875"
"6692","0.21875","0.15625","0.3125"
"6695","0.17857142857142858","0.15625","0.21875"
"6700","0.375","0.046875","0.78125"
"6742","0.13839285714285715","0.046875","0.296875"
"6749","0.375","0.125","0.75"
"6759","0.19642857142857142","0.109375","0.375"
"6763","0.24330357142857142","0.09375","0.53125"
"6782","0.1875","0.15625","0.21875"
"6826","0.4955357142857143","0.078125","0.78125"
"6828","0.328125","0.125","0.71875"
"6886","0.18303571428571427","0.09375","0.234375"
"6944","0.30357142857142855","0.21875","0.390625"
"6955","0.29017857142857145","0.234375","0.359375"
"6973","0.41517857142857145","0.09375","0.796875"
"7004","0.3013392857142857","0.140625","0.734375"
"7007","0.22544642857142858","0.171875","0.3125"
"7010","0.25223214285714285","0.125","0.625"
"7056","0.21651785714285715","0.09375","0.40625"
"7061","0.25","0.125","0.71875"
"7064","0.4330357142857143","0.15625","0.765625"
"7077","0.5513392857142857","0.109375","0.78125"
"7112","0.22991071428571427","0.140625","0.28125"
"7162","0.22544642857142858","0.09375","0.328125"
"7200","0.24553571428571427","0.171875","0.515625"
"7212","0.21428571428571427","0.125","0.4375"
"7238","0.34151785714285715","0.078125","0.828125"
"7239","0.28125","0.03125","0.8125"
"7248","0.203125","0.09375","0.3125"
"7275","0.20535714285714285","0.109375","0.40625"
"7299","0.21651785714285715","0.078125","0.34375"
"7301","0.328125","0.109375","0.8125"
"7349","0.33705357142857145","0.078125","0.59375"
"7357","0.234375","0.078125","0.390625"
"7373","0.2544642857142857","0.078125","0.40625"
"7390","0.32142857142857145","0.09375","0.796875"
"7431","0.18080357142857142","0.109375","0.28125"
"7441","0.28794642857142855","0.140625","0.375"
"7454","0.23214285714285715","0.03125","0.734375"
"7472","0.29464285714285715","0.125","0.625"
"7498","0.14955357142857142","0.03125","0.421875"
"7506","0.2700892857142857","0.15625","0.390625"
"7566","0.4017857142857143","0.140625","0.71875"
"7600","0.33705357142857145","0.109375","0.71875"
"7614","0.28125","0.09375","0.703125"
"7621","0.24776785714285715","0.125","0.40625"
"7641","0.34598214285714285","0.109375","0.640625"
"7656","0.45535714285714285","0.109375","0.640625"
"7661","0.20758928571428573","0.140625","0.28125"
"7667","0.25892857142857145","0.0625","0.5625"
"7670","0.41964285714285715","0.078125","0.75"
"7708","0.47098214285714285","0.078125","0.859375"
"7710","0.3638392857142857","0.140625","0.671875"
"7717","0.27901785714285715","0.171875","0.421875"
"7776","0.41517857142857145","0.046875","0.765625"
"7794","0.22991071428571427","0.09375","0.734375"
"7843","0.3861607142857143","0.0625","0.625"
"7863","0.25669642857142855","0.03125","0.546875"
"7871","0.328125","0.109375","0.765625"
"7874","0.3080357142857143","0.171875","0.5"
"7901","0.43526785714285715","0.125","0.796875"
"7908","0.3638392857142857","0.09375","0.796875"
"7917","0.4419642857142857","0.234375","0.84375"
"7962","0.30580357142857145","0.0625","0.734375"
"7967","0.2611607142857143","0.0625","0.78125"
"7992","0.48214285714285715","0.125","0.890625"
"7994","0.5602678571428571","0.21875","0.75"
"8018","0.453125","0.109375","0.890625"
"8050","0.29464285714285715","0.09375","0.53125"
"8090","0.17410714285714285","0.046875","0.375"
"8151","0.25892857142857145","0.09375","0.421875"
"8166","0.45982142857142855","0.3125","0.6875"
"8197","0.27455357142857145","0.109375","0.46875"
"8209","0.23214285714285715","0.125","0.5625"
"8231","0.19642857142857142","0.109375","0.328125"
"8235","0.31026785714285715","0.015625","0.65625"
"8240","0.3794642857142857","0.09375","0.796875"
"8260","0.3549107142857143","0.109375","0.640625"
"8282","0.296875","0.15625","0.828125"
"8284","0.23883928571428573","0.140625","0.40625"
"8287","0.17857142857142858","0.078125","0.359375"
"8307","0.18303571428571427","0.046875","0.6875"
"8318","0.42410714285714285","0.1875","0.78125"
"8330","0.34598214285714285","0.140625","0.703125"
"8331","0.34598214285714285","0.109375","0.765625"
"8334","0.24107142857142858","0.109375","0.796875"
"8336","0.38169642857142855","0.109375","0.84375"
"8372","0.25669642857142855","0.09375","0.546875"
"8390","0.4642857142857143","0.078125","0.875"
"8413","0.14285714285714285","0.09375","0.265625"
"8425","0.3705357142857143","0.0625","0.796875"
"8467","0.24553571428571427","0.203125","0.296875"
"8474","0.3482142857142857","0.15625","0.90625"
"8544","0.265625","0.0625","0.46875"
"8569","0.2767857142857143","0.03125","0.84375"
"8621","0.4419642857142857","0.1875","0.71875"
"8661","0.28348214285714285","0.203125","0.359375"
"8687","0.3482142857142857","0.109375","0.8125"
"8825","0.453125","0.109375","0.703125"
"8834","0.20535714285714285","0.109375","0.40625"
"8861","0.18303571428571427","0.046875","0.515625"
"8878","0.29910714285714285","0.046875","0.5625"
"8906","0.5022321428571429","0.125","0.828125"
"8953","0.14285714285714285","0.078125","0.203125"
"8982","0.2611607142857143","0.109375","0.4375"
"8983","0.36830357142857145","0.0625","0.828125"
"9027","0.43526785714285715","0.0625","0.84375"
"9031","0.25223214285714285","0.15625","0.671875"
"9068","0.14732142857142858","0.046875","0.25"
"9085","0.23660714285714285","0.125","0.609375"
"9095","0.29910714285714285","0.109375","0.46875"
"9141","0.171875","0.09375","0.25"
"9166","0.35267857142857145","0.140625","0.953125"
"9167","0.22544642857142858","0.109375","0.296875"
"9190","0.12946428571428573","0.09375","0.21875"
"9197","0.31919642857142855","0.140625","0.609375"
"9210","0.3392857142857143","0.109375","0.703125"
"9243","0.27232142857142855","0.09375","0.6875"
"9303","0.34375","0.09375","0.765625"
"9332","0.3236607142857143","0.09375","0.640625"
"9337","0.44642857142857145","0.234375","0.90625"
"9346","0.29464285714285715","0.109375","0.609375"
"9348","0.6607142857142857","0.21875","0.828125"
"9375","0.22544642857142858","0.0625","0.328125"
"9394","0.5602678571428571","0.078125","0.890625"
"9427","0.3950892857142857","0.140625","0.671875"
"9438","0.4107142857142857","0.109375","0.828125"
"9444","0.34375","0.046875","0.75"
"9447","0.24553571428571427","0.109375","0.53125"
"9470","0.39732142857142855","0.109375","0.671875"
"9502","0.3861607142857143","0.109375","0.6875"
"9532","0.5200892857142857","0.15625","0.875"
"9554","0.23883928571428573","0.125","0.3125"
"9572","0.3482142857142857","0.078125","0.65625"
"9589","0.19866071428571427","0.109375","0.390625"
"9605","0.28125","0.109375","0.484375"
"9612","0.49776785714285715","0.171875","0.703125"
"9616","0.45535714285714285","0.140625","0.796875"
"9621","0.29017857142857145","0.109375","0.71875"
"9633","0.5401785714285714","0.078125","0.890625"
"9635","0.22321428571428573","0.125","0.359375"
"9645","0.34151785714285715","0.15625","0.6875"
"9648","0.16517857142857142","0.109375","0.296875"
"9668","0.4799107142857143","0.125","0.765625"
"9681","0.14955357142857142","0.0625","0.3125"
"9751","0.5290178571428571","0.15625","0.84375"
"9754","0.234375","0.046875","0.6875"
"9764","0.3482142857142857","0.203125","0.609375"
"9789","0.25","0.125","0.734375"
"9836","0.43973214285714285","0.09375","0.75"
"9852","0.43973214285714285","0.1875","0.78125"
"9883","0.37276785714285715","0.15625","0.78125"
"9906","0.35714285714285715","0.109375","0.6875"
"9909","0.375","0.078125","0.859375"
"9933","0.35044642857142855","0.078125","0.90625"
"9965","0.39955357142857145","0.140625","0.8125"
"9993","0.25223214285714285","0.09375","0.796875"
"10029","0.25","0.125","0.421875"
"10069","0.5982142857142857","0.1875","0.90625"
"10075","0.20982142857142858","0.125","0.375"
"10077","0.41964285714285715","0.171875","0.6875"
"10097","0.21651785714285715","0.03125","0.5"
"10104","0.453125","0.109375","0.78125"
"10105","0.4732142857142857","0.140625","0.875"
"10106","0.24107142857142858","0.125","0.3125"
"10140","0.3482142857142857","0.125","0.859375"
"10152","0.24776785714285715","0.078125","0.796875"
"10159","0.33705357142857145","0.109375","0.78125"
"10163","0.34598214285714285","0.140625","0.84375"
"10166","0.30357142857142855","0.15625","0.84375"
"10184","0.34151785714285715","0.140625","0.671875"
"10209","0.16071428571428573","0.078125","0.28125"
"10228","0.31473214285714285","0.21875","0.375"
"10237","0.2544642857142857","0.078125","0.640625"
"10247","0.5982142857142857","0.140625","0.765625"
"10248","0.47098214285714285","0.203125","0.828125"
"10268","0.24330357142857142","0.109375","0.5"
"10290","0.2924107142857143","0.078125","0.4375"
"10295","0.28794642857142855","0.15625","0.796875"
"10353","0.22321428571428573","0.078125","0.65625"
"10380","0.18080357142857142","0.046875","0.3125"
"10453","0.3325892857142857","0.046875","0.828125"
"10469","0.4174107142857143","0.140625","0.765625"
"10517","0.4330357142857143","0.1875","0.625"
"10524","0.33035714285714285","0.125","0.71875"
"10564","0.3861607142857143","0.078125","0.90625"
"10606","0.2924107142857143","0.15625","0.4375"
"10627","0.234375","0.09375","0.625"
"10640","0.34375","0.078125","0.828125"
"10662","0.43526785714285715","0.109375","0.84375"
"10697","0.27901785714285715","0.140625","0.453125"
"10708","0.17857142857142858","0.109375","0.28125"
"10730","0.25223214285714285","0.109375","0.6875"
"10773","0.6026785714285714","0.265625","0.84375"
"10777","0.49107142857142855","0.15625","0.8125"
"10779","0.41517857142857145","0.109375","0.828125"
"10785","0.390625","0.0625","0.921875"
"10807","0.39285714285714285","0.21875","0.921875"
"10886","0.24553571428571427","0.140625","0.34375"
"10896","0.26339285714285715","0.125","0.828125"
"10931","0.20089285714285715","0.03125","0.390625"
"10949","0.40625","0.1875","0.75"
"10979","0.27901785714285715","0.171875","0.8125"
"10983","0.21875","0.078125","0.734375"
"10984","0.49330357142857145","0.1875","0.71875"
"11035","0.5178571428571429","0.078125","0.90625"
"11066","0.31026785714285715","0.140625","0.4375"
"11074","0.328125","0.140625","0.78125"
"11123","0.53125","0.1875","0.765625"
"11133","0.31026785714285715","0.203125","0.484375"
"11160","0.26785714285714285","0.125","0.765625"
"11161","0.2767857142857143","0.15625","0.609375"
"11178","0.14285714285714285","0.109375","0.1875"
"11182","0.18973214285714285","0.09375","0.359375"
"11231","0.34375","0.171875","0.671875"
"11234","0.21651785714285715","0.140625","0.296875"
"11258","0.32142857142857145","0.109375","0.71875"
"11277","0.546875","0.125","0.953125"
"11300","0.35044642857142855","0.0625","0.765625"
"11305","0.34151785714285715","0.265625","0.40625"
"11309","0.27455357142857145","0.078125","0.4375"
"11315","0.15625","0.09375","0.203125"
"11354","0.18303571428571427","0.140625","0.234375"
"11373","0.16964285714285715","0.0625","0.28125"
"11461","0.28125","0.1875","0.640625"
"11465","0.3861607142857143","0.1875","0.828125"
"11518","0.4263392857142857","0.0625","0.671875"
"11529","0.3169642857142857","0.140625","0.71875"
"11531","0.41517857142857145","0.09375","0.703125"
"11551","0.38169642857142855","0.140625","0.765625"
"11559","0.203125","0.09375","0.328125"
"11564","0.34151785714285715","0.109375","0.828125"
"11590","0.27232142857142855","0.109375","0.78125"
"11594","0.41517857142857145","0.125","0.875"
"11607","0.28125","0.140625","0.359375"
"11623","0.46205357142857145","0.15625","0.9375"
"11629","0.359375","0.078125","0.890625"
"11632","0.39285714285714285","0.1875","0.6875"
"11647","0.2767857142857143","0.09375","0.75"
"11666","0.4888392857142857","0.1875","0.875"
"11669","0.38169642857142855","0.09375","0.71875"
"11672","0.4575892857142857","0.03125","0.890625"
"11742","0.25223214285714285","0.09375","0.609375"
"11753","0.5602678571428571","0.109375","0.953125"
"11797","0.6495535714285714","0.296875","0.90625"
"11813","0.5357142857142857","0.109375","0.796875"
"11879","0.6227678571428571","0.21875","0.90625"
"11939","0.203125","0.03125","0.40625"
"11952","0.43526785714285715","0.1875","0.796875"
"11968","0.296875","0.140625","0.875"
