"Step","postactivation_production: mlp - Train/Losses_every_step","postactivation_production: mlp - Train/Losses_every_step__MIN","postactivation_production: mlp - Train/Losses_every_step__MAX"
"1501","2.213565366608756","1.881672739982605","2.326930046081543"
"1507","2.0686618259974887","1.7811839580535889","2.2982301712036133"
"1531","2.2565265042441234","2.154524087905884","2.311082601547241"
"1576","2.27993951525007","2.186418294906616","2.319565773010254"
"1598","1.8472024287496294","0.8781920671463013","2.2483971118927"
"1686","2.304488386426653","2.2558493614196777","2.3767831325531006"
"1702","2.218276330402919","2.090528726577759","2.328416109085083"
"1718","1.987075618335179","1.5093252658843994","2.334902048110962"
"1741","2.320932456425258","2.243913412094116","2.368988513946533"
"1760","1.8002746445792062","0.8023351430892944","2.3168110847473145"
"1773","2.0775642224720547","1.4363900423049927","2.3361971378326416"
"1782","2.1754039185387746","1.9446682929992676","2.3078432083129883"
"1792","1.7731206587382726","0.9406276941299438","2.3511013984680176"
"1796","2.3204961163657054","2.2935421466827393","2.351168394088745"
"1814","2.255760141781398","1.9290372133255005","2.3662188053131104"
"1821","2.26156108719962","2.1422548294067383","2.333270311355591"
"1830","2.1235408782958984","0.9934611320495605","2.3339805603027344"
"1832","2.1003388166427612","1.7253258228302002","2.324674129486084"
"1833","1.9924271958214896","1.2313354015350342","2.3283283710479736"
"1846","2.2522903169904436","1.9761099815368652","2.3123350143432617"
"1897","2.2982942376817976","2.2378578186035156","2.3415937423706055"
"1933","2.0525736893926347","0.8286681771278381","2.329435348510742"
"1944","2.2967866829463413","2.2794148921966553","2.3183040618896484"
"1956","2.253617916788374","1.8672152757644653","2.352625846862793"
"1985","2.2305571692330495","2.1231136322021484","2.310112953186035"
"1991","1.8287301829883031","0.7498714923858643","2.3370699882507324"
"2014","2.045489260128566","1.211046576499939","2.2832767963409424"
"2028","2.2292160306658064","2.103437900543213","2.3377671241760254"
"2034","2.2105367864881242","1.9605804681777954","2.319359302520752"
"2049","1.9573575087956019","1.0820859670639038","2.3224663734436035"
"2068","2.2716685363224576","2.1519508361816406","2.3171443939208984"
"2098","2.2989008086068288","2.271043300628662","2.316101551055908"
"2105","2.1625336408615112","1.3805302381515503","2.3331551551818848"
"2143","2.169703960418701","1.993133544921875","2.309429883956909"
"2152","2.2422918932778493","2.1340808868408203","2.3334944248199463"
"2164","2.072751981871469","1.087603211402893","2.3038926124572754"
"2171","2.2313086645943776","1.805513858795166","2.3254594802856445"
"2184","1.866513626916068","1.2563432455062866","2.3424861431121826"
"2187","2.2934302943093434","2.2626800537109375","2.3100829124450684"
"2189","1.507812465940203","1.0856456756591797","2.228729248046875"
"2201","2.3043281010219028","2.291447162628174","2.320244312286377"
"2203","2.0427364792142595","1.180694818496704","2.313490867614746"
"2213","2.303780964442662","2.272871494293213","2.315469264984131"
"2247","2.130411114011492","2.0047309398651123","2.318735361099243"
"2263","1.8169608456747872","1.0205535888671875","2.3010666370391846"
"2272","2.2013529198510304","1.852591633796692","2.3280839920043945"
"2283","2.1874974966049194","1.7882708311080933","2.3133175373077393"
"2295","1.8805812767573766","1.0530163049697876","2.3352227210998535"
"2302","1.9944287027631487","0.8109915256500244","2.297623634338379"
"2328","2.2328302519662038","2.0649619102478027","2.32205867767334"
"2352","2.248579263687134","2.1659181118011475","2.312309980392456"
"2378","2.2156266484941756","1.9645671844482422","2.3031954765319824"
"2419","2.3074513844081332","2.266671895980835","2.320423126220703"
"2422","2.0665625163487027","0.761117696762085","2.3071846961975098"
"2428","2.1297297137124196","1.3962225914001465","2.3059275150299072"
"2429","2.0647360341889516","0.7155573964118958","2.308271884918213"
"2459","2.2304347923823764","2.1164474487304688","2.325434684753418"
"2533","1.9662260498319353","1.0682470798492432","2.3679049015045166"
"2542","1.8252229946000236","0.7675184607505798","2.3191442489624023"
"2549","2.193488359451294","2.0397822856903076","2.329409599304199"
"2563","2.294590336935861","2.2536325454711914","2.3554141521453857"
"2573","1.9385495356151037","1.0963724851608276","2.317060947418213"
"2590","1.8224628056798662","0.7799535393714905","2.300598621368408"
"2624","2.28645658493042","2.1682534217834473","2.31789493560791"
"2662","2.2295217514038086","2.0318756103515625","2.3277840614318848"
"2672","2.0349179336002896","0.9045166969299316","2.355646848678589"
"2707","1.8178902609007699","0.7635969519615173","2.3089122772216797"
"2732","1.8380212358066015","0.7790491580963135","2.3317208290100098"
"2752","2.1551922048841203","2.0554885864257812","2.3098764419555664"
"2815","2.2064625195094516","1.8231801986694336","2.3045387268066406"
"2821","1.958333969116211","1.2555177211761475","2.3306899070739746"
"2833","1.670731553009578","0.7003074288368225","2.2992146015167236"
"2836","2.0576171278953552","0.822284996509552","2.3075308799743652"
"2863","2.0817144257681712","1.0044469833374023","2.3156685829162598"
"2874","2.289052963256836","2.2264201641082764","2.3251614570617676"
"2902","1.790195575782231","0.7705525755882263","2.2930121421813965"
"2911","2.2268777574811662","2.0939979553222656","2.2942147254943848"
"2958","1.6074451463563102","0.6652839183807373","2.3104310035705566"
"2975","2.2620716776166643","1.9870316982269287","2.312288522720337"
"2977","2.283482721873692","2.245692014694214","2.3104848861694336"
"2992","1.855912915297917","0.9036731123924255","2.3048105239868164"
"3003","1.8359879084995814","0.705330491065979","2.3219223022460938"
"3029","2.2826904909951344","2.1488137245178223","2.3279566764831543"
"3068","1.8308512994221278","0.8406254053115845","2.299961566925049"
"3073","1.8167824574879237","0.826842188835144","2.315077304840088"
"3091","1.8210325155939375","0.9448232054710388","2.306701421737671"
"3096","2.2687000887734547","2.2257232666015625","2.30302357673645"
"3117","1.9396816151482719","1.1137076616287231","2.3031933307647705"
"3121","2.051081214632307","1.0487194061279297","2.2960801124572754"
"3124","1.4466254540852137","0.7547824382781982","2.3120920658111572"
"3163","2.178372859954834","2.0172948837280273","2.314551830291748"
"3167","2.3538549627576555","1.013416051864624","3.8706867694854736"
"3214","1.6465946861675806","0.9479305744171143","2.272611141204834"
"3215","2.2150483472006663","2.028627872467041","2.3026070594787598"
"3273","2.216758898326329","2.1174159049987793","2.321647882461548"
"3274","2.071817227772304","1.1215002536773682","2.311976909637451"
"3306","2.2288557461329868","2.088303804397583","2.2890162467956543"
"3316","2.150402614048549","1.8833839893341064","2.294766902923584"
"3335","1.8486579145703996","0.8863427639007568","2.302137851715088"
"3341","2.3000632354191373","2.2836239337921143","2.316601037979126"
"3356","1.9922256469726562","0.7726088762283325","2.3122663497924805"
"3372","2.243838208062308","2.1134157180786133","2.3063480854034424"
"3417","2.2571021488734653","2.219590663909912","2.3325719833374023"
"3444","2.1946816103799","2.0382747650146484","2.3217108249664307"
"3494","2.193816832133702","2.097639799118042","2.315916061401367"
"3506","1.8370429958615984","0.7990732192993164","2.307997703552246"
"3528","2.2233358110700334","1.981358289718628","2.388338565826416"
"3557","2.0596904243741716","0.7503989934921265","2.308231830596924"
"3563","2.2091617924826488","2.1066622734069824","2.313899040222168"
"3595","1.9810960633414132","1.054868459701538","2.303396224975586"
"3599","2.273751292909895","2.197601318359375","2.3228163719177246"
"3602","2.237830809184483","2.138232707977295","2.2848830223083496"
"3608","2.240785905293056","2.128499984741211","2.3192079067230225"
"3610","2.0730678183691844","0.9759112596511841","2.3300576210021973"
"3656","1.4397893377712794","0.7205284237861633","2.310879707336426"
"3673","2.139804788998195","1.8403264284133911","2.3156328201293945"
"3740","2.0406674316951205","0.7499520778656006","2.2892868518829346"
"3749","1.9891559396471297","1.1383628845214844","2.3354058265686035"
"3758","2.2015165431158885","1.9692203998565674","2.387134552001953"
"3794","2.2609526089259555","2.174008369445801","2.3071067333221436"
"3803","2.060797469956534","1.8781358003616333","2.322063446044922"
"3818","2.134714194706508","1.980592966079712","2.2951133251190186"
"3836","1.845890998840332","0.6961269378662109","2.3256306648254395"
"3857","2.2458398001534596","2.1305088996887207","2.3686327934265137"
"3871","2.0748210293906078","1.584464192390442","2.325126886367798"
"3878","2.03821063041687","1.8935351371765137","2.3038501739501953"
"3887","2.025102274758475","1.0582572221755981","2.332395553588867"
"3892","2.219961949757167","2.041400909423828","2.301441192626953"
"3910","1.7665205427578516","0.6818357110023499","2.3017752170562744"
"3921","2.2472762039729526","2.1101937294006348","2.293872356414795"
"3974","2.0583123990467618","1.7083650827407837","2.311483383178711"
"3993","2.192353759493147","2.1080455780029297","2.3335368633270264"
"4009","1.9970723220280238","0.7487978935241699","2.2930221557617188"
"4012","2.238236052649362","2.144423007965088","2.3348145484924316"
"4016","2.2499335493360246","2.1527814865112305","2.2958059310913086"
"4032","2.065724645342146","0.9332756996154785","2.324291229248047"
"4054","2.255634375980922","2.1274750232696533","2.313601493835449"
"4101","2.3090849944523404","2.2945728302001953","2.3314688205718994"
"4114","1.9854033589363098","0.7661439776420593","2.306098461151123"
"4131","1.782888948917389","0.6881303191184998","2.338801145553589"
"4148","2.1350118603025163","1.5786631107330322","2.296218156814575"
"4162","2.2795478957039967","2.2342214584350586","2.3262176513671875"
"4163","2.238466126578195","1.9863097667694092","2.300886631011963"
"4175","2.2233298676354543","1.7969778776168823","2.304135322570801"
"4184","2.1165318318775723","1.911118507385254","2.288886070251465"
"4213","1.7917075327464513","1.0758590698242188","2.2899062633514404"
"4281","2.2151711668287004","2.051741123199463","2.3084254264831543"
"4321","2.1471761635371616","1.570662260055542","2.3111603260040283"
"4337","2.0625394923346385","1.535092830657959","2.2791945934295654"
"4349","1.9840062005179269","0.9145369529724121","2.296849012374878"
"4369","2.149854830333165","1.9114599227905273","2.3282620906829834"
"4402","2.2049605505807057","2.0858988761901855","2.311004877090454"
"4420","2.2489943163735524","2.0860977172851562","2.308701276779175"
"4424","2.2562525953565324","2.0990376472473145","2.299248456954956"
"4425","2.1112911020006453","1.9584872722625732","2.2494959831237793"
"4447","1.7487486941473824","0.7174616456031799","2.3340566158294678"
"4453","2.201247521809169","1.99998140335083","2.3079476356506348"
"4481","2.162780523300171","2.0054450035095215","2.3464386463165283"
"4487","1.9122651474816459","0.6530171632766724","2.2638583183288574"
"4489","2.2783353669302806","2.193675994873047","2.3339686393737793"
"4505","1.6249320251601083","0.8303253650665283","2.3406386375427246"
"4526","2.2281672613961354","2.121727228164673","2.311713933944702"
"4527","2.2737513950892856","2.2068464756011963","2.309915065765381"
"4579","2.116506814956665","1.6641416549682617","2.3098578453063965"
"4609","1.9855526345116752","0.6273287534713745","2.2970433235168457"
"4631","2.179264613560268","1.8859591484069824","2.312156915664673"
"4648","1.3660563145365034","0.6641521453857422","2.1832022666931152"
"4650","2.204899617603847","2.110368251800537","2.3159332275390625"
"4651","1.8836006692477636","0.947245180606842","2.283090114593506"
"4659","2.203793457576207","1.9037072658538818","2.2968225479125977"
"4666","2.057542545454843","1.6189079284667969","2.307361364364624"
"4672","2.0005084446498325","1.6132619380950928","2.2790980339050293"
"4735","1.8713914496558053","0.7697046995162964","2.3028297424316406"
"4774","1.8731854472841536","0.5654858350753784","2.3389642238616943"
"4799","2.2442747184208462","2.080291986465454","2.3180251121520996"
"4890","2.0083625486918857","1.7932264804840088","2.240910053253174"
"4935","2.126412953649248","1.9242609739303589","2.283630132675171"
"4979","1.8787826640265328","1.00648832321167","2.3258864879608154"
"5004","2.031768901007516","1.8356919288635254","2.308614730834961"
"5019","1.7228858470916748","0.7871410846710205","2.257103681564331"
"5035","2.1658123901912143","1.8483412265777588","2.3229503631591797"
"5038","1.8913446749959673","0.9054123163223267","2.3534669876098633"
"5041","2.1959683213915144","1.9132800102233887","2.299323081970215"
"5056","1.9813092691557748","0.9614102244377136","2.276848793029785"
"5065","2.2046495165143694","1.9811275005340576","2.3445091247558594"
"5076","2.0715055806296214","1.8950817584991455","2.2429473400115967"
"5140","2.1852686064583913","2.0285472869873047","2.287567615509033"
"5164","2.025569575173514","1.5452921390533447","2.2738022804260254"
"5168","1.767622743334089","0.7046642303466797","2.3311116695404053"
"5218","1.9306161573954992","0.6836134195327759","2.31986141204834"
"5240","2.069519971098219","0.8520033955574036","2.4120235443115234"
"5248","1.689032026699611","0.746153712272644","2.3042430877685547"
"5266","2.1005137988499234","1.0304362773895264","2.318690776824951"
"5294","2.2158560752868652","2.154921770095825","2.3044965267181396"
"5313","2.025110363960266","1.7473349571228027","2.2833309173583984"
"5327","2.18067421231951","1.7942430973052979","2.3068037033081055"
"5336","2.0429954699107578","1.6555454730987549","2.299398183822632"
"5346","2.231689657483782","2.0771613121032715","2.30446195602417"
"5348","1.3640382034437997","0.6739102602005005","2.3048744201660156"
"5360","2.043470621109009","1.6965923309326172","2.2786855697631836"
"5369","2.170950480869838","1.7932908535003662","2.2547788619995117"
"5388","2.095942974090576","1.5682811737060547","2.312807083129883"
"5390","2.2764740330832347","2.1741983890533447","2.3398594856262207"
"5396","1.8871054819652013","0.9535614252090454","2.3212332725524902"
"5419","2.080002103533064","1.9100241661071777","2.296165943145752"
"5438","2.0356078488486156","1.6885130405426025","2.309732437133789"
"5473","2.1583016770226613","1.8407291173934937","2.313917636871338"
"5483","1.859256318637303","1.5256500244140625","2.2395689487457275"
"5520","1.72421681029456","0.9275913238525391","2.228292465209961"
"5544","2.006379927907671","1.7905746698379517","2.3455748558044434"
"5570","2.2551352977752686","2.138511896133423","2.468057155609131"
"5581","2.0876777512686595","1.5800726413726807","2.2561869621276855"
"5593","2.2181926454816545","1.992616891860962","2.3357632160186768"
"5596","1.7808459826878138","0.6050280332565308","2.2886765003204346"
"5604","2.125471694128854","2.0184872150421143","2.2827560901641846"
"5644","2.2108159405844554","2.0702123641967773","2.3310024738311768"
"5653","1.2497185553823198","0.5943669080734253","1.9893624782562256"
"5661","1.926588841847011","1.6598633527755737","2.2648510932922363"
"5714","1.952425139290946","1.4110691547393799","2.249150276184082"
"5741","2.055636405944824","0.7517683506011963","2.3010714054107666"
"5755","1.9654463529586792","0.7484837770462036","2.2811167240142822"
"5769","1.8981992176600866","0.7154936790466309","2.350895404815674"
"5773","1.8247247764042445","0.7831854820251465","2.3384785652160645"
"5778","1.733478614262172","0.5055553913116455","2.2899136543273926"
"5817","1.788577777998788","0.7460078001022339","2.156759738922119"
"5824","2.129607251712254","1.821726679801941","2.301867961883545"
"5847","2.0190766027995517","1.647595763206482","2.2605857849121094"
"5904","2.0259594236101424","1.5655596256256104","2.224839925765991"
"5909","1.8959671684673853","0.7697784304618835","2.3236680030822754"
"5937","1.8829630187579565","0.9952701926231384","2.2990055084228516"
"5947","2.171869226864406","1.8728877305984497","2.324810743331909"
"5956","2.1848005056381226","1.9221822023391724","2.3141331672668457"
"5972","1.7562069381986345","0.702942967414856","2.2807297706604004"
"6007","2.000823361533029","1.6392302513122559","2.2620530128479004"
"6023","1.9195423466818673","1.6948280334472656","2.269791841506958"
"6026","2.2923106125422885","2.2039129734039307","2.3236050605773926"
"6076","2.199514423097883","1.850494623184204","2.303886651992798"
"6087","2.167987040110997","2.0330004692077637","2.227349281311035"
"6089","1.9637039388929094","1.6560165882110596","2.2061078548431396"
"6125","2.0385516711643765","1.5590991973876953","2.3198277950286865"
"6139","1.508795133658818","0.8328545093536377","2.30094313621521"
"6196","2.177114861352103","2.0402917861938477","2.2848715782165527"
"6208","1.9151699542999268","1.534886121749878","2.2245521545410156"
"6221","1.9940344606127058","1.5927953720092773","2.3488101959228516"
"6232","1.7713469437190466","0.659927248954773","2.2889254093170166"
"6243","1.636210356439863","0.8895242214202881","2.289928436279297"
"6297","2.0031674759728566","1.6330541372299194","2.2883782386779785"
"6312","2.081304567200797","1.8505545854568481","2.2623651027679443"
"6318","2.0072829042162215","1.6761000156402588","2.1325087547302246"
"6322","1.7182617017201014","0.7831755876541138","2.1931395530700684"
"6334","2.0787361008780345","1.4362976551055908","2.284811496734619"
"6351","1.6573519195829118","1.0618925094604492","2.2504286766052246"
"6357","2.139878307070051","2.0261483192443848","2.2890467643737793"
"6370","2.1031345810209","1.7232654094696045","2.242910146713257"
"6387","1.861809526171003","0.6807262897491455","2.247535228729248"
"6440","2.031968525477818","1.4673850536346436","2.326503276824951"
"6442","2.131042684827532","1.5948610305786133","2.2978556156158447"
"6447","1.6591487612043108","0.7716964483261108","2.2809998989105225"
"6455","2.1646818263190135","1.7049895524978638","2.331949234008789"
"6484","2.1187255723135814","1.9070699214935303","2.290428400039673"
"6495","1.7625424095562525","0.5719581246376038","2.21621036529541"
"6534","1.9663689988000053","1.6845225095748901","2.3107738494873047"
"6551","1.5055530497006007","0.694061279296875","2.1895933151245117"
"6552","2.1580664770943776","1.9802601337432861","2.296191453933716"
"6565","1.9981461763381958","1.5131080150604248","2.283141613006592"
"6603","2.219333461352757","1.9739433526992798","2.3132214546203613"
"6627","1.7818652732031686","0.809744119644165","2.1495766639709473"
"6630","1.9775093793869019","1.655951738357544","2.3035593032836914"
"6644","1.7296516043799264","0.5701643228530884","2.263547658920288"
"6659","1.614544349057334","0.7465376853942871","2.083939552307129"
"6673","1.9630199245044164","0.41477566957473755","2.2507071495056152"
"6676","1.5647896102496557","0.663104772567749","2.313920497894287"
"6691","1.8341845870018005","0.7424606680870056","2.200930595397949"
"6692","2.055551086153303","1.6129961013793945","2.25256609916687"
"6695","2.247838463102068","2.2026596069335938","2.3479583263397217"
"6700","1.5996722749301366","0.611768364906311","2.298283576965332"
"6742","2.2014174120766774","2.0187435150146484","2.29123854637146"
"6749","1.645894638129643","0.7844746112823486","2.197517156600952"
"6759","2.0857255118233815","1.759333610534668","2.305269241333008"
"6763","1.90243695463453","1.0089921951293945","2.3321847915649414"
"6782","2.1493462324142456","1.947722315788269","2.2636289596557617"
"6826","1.3611439977373396","0.5402038097381592","2.317624092102051"
"6828","1.8122062853404455","0.6981472969055176","2.275418758392334"
"6886","2.1430435350963046","1.9417272806167603","2.3076047897338867"
"6944","1.841313294001988","1.5229618549346924","2.164900779724121"
"6955","1.8549731118338448","1.4949796199798584","2.1272222995758057"
"6973","1.5149630946772439","0.46867498755455017","2.269913673400879"
"7004","1.9273426873343331","0.8009225130081177","2.255796432495117"
"7007","2.1616707188742503","1.9169480800628662","2.271965503692627"
"7010","1.9598105805260795","0.9461274147033691","2.2780699729919434"
"7056","2.0018114362444197","1.4521679878234863","2.202932834625244"
"7061","2.0258088197026933","0.700519859790802","2.3043081760406494"
"7064","1.5591501082692827","0.5839540362358093","2.3087778091430664"
"7077","1.1298137988362993","0.5535295009613037","2.2606682777404785"
"7112","2.0824401548930576","1.9861139059066772","2.1904046535491943"
"7162","2.0293554408209666","1.5035682916641235","2.270914077758789"
"7200","1.9564040388379778","1.2852146625518799","2.1767594814300537"
"7212","1.9785222155707223","1.3648443222045898","2.27817964553833"
"7238","1.7161169264997755","0.449303537607193","2.2988016605377197"
"7239","1.9244757379804338","0.5815463066101074","2.306034564971924"
"7248","2.1360789367130826","2.045846462249756","2.2424001693725586"
"7275","2.042959008898054","1.529632806777954","2.286778450012207"
"7299","2.142342737742833","2.014915943145752","2.307311773300171"
"7301","1.7895803110940116","0.49292612075805664","2.306140422821045"
"7349","1.724943024771554","0.9238779544830322","2.295131206512451"
"7357","1.9333089419773646","1.6401424407958984","2.249232292175293"
"7373","1.9081934179578508","1.4563465118408203","2.297390937805176"
"7390","1.7804346254893713","0.5239080190658569","2.294818878173828"
"7431","2.15470620564052","2.051985263824463","2.246384620666504"
"7441","1.9302737201963152","1.8085064888000488","2.212646484375"
"7454","1.8744218349456787","0.5099887847900391","2.2995409965515137"
"7472","1.8871206385748727","1.1484869718551636","2.297713279724121"
"7498","2.089031628199986","1.3790712356567383","2.320518970489502"
"7506","1.9562807083129883","1.606217384338379","2.2374372482299805"
"7566","1.562742488724845","0.6029009819030762","2.3669886589050293"
"7600","1.6843034369604928","0.6905456185340881","2.3083086013793945"
"7614","1.7742569702012199","0.6311651468276978","2.2500154972076416"
"7621","1.9818440164838518","1.3713834285736084","2.2384555339813232"
"7641","1.6362374339784895","0.9025330543518066","2.1086249351501465"
"7656","1.3971886209079198","0.7798787355422974","2.2095284461975098"
"7661","2.166835682732718","2.0566916465759277","2.2448458671569824"
"7667","2.011187093598502","1.4735370874404907","2.309232234954834"
"7670","1.5513024244989668","0.5914098620414734","2.2423384189605713"
"7708","1.2913460178034646","0.4552629292011261","2.300924301147461"
"7710","1.6860931175095695","0.8073034286499023","2.2755279541015625"
"7717","1.907532811164856","1.5383999347686768","2.2436556816101074"
"7776","1.5000894239970617","0.5562039613723755","2.3082308769226074"
"7794","1.942420312336513","0.6557967662811279","2.2992072105407715"
"7843","1.5207131334713526","0.8380995988845825","2.313765048980713"
"7863","1.9150221688406808","1.4056426286697388","2.291301727294922"
"7871","1.6444563695362635","0.4348834753036499","2.1764822006225586"
"7874","1.7990848166601998","1.3587796688079834","2.168368339538574"
"7901","1.4955807753971644","0.4934498071670532","2.2317793369293213"
"7908","1.626875570842198","0.5214563012123108","2.358471632003784"
"7917","1.4896588666098458","0.4203810691833496","2.0287723541259766"
"7962","1.9196138637406486","0.7292008996009827","2.2735934257507324"
"7967","1.9317677531923567","0.58326256275177","2.2843995094299316"
"7992","1.3656650611332484","0.49694663286209106","2.1389780044555664"
"7994","1.2228931529181344","0.6054496765136719","2.1581873893737793"
"8018","1.3775504572050912","0.35250282287597656","2.2470779418945312"
"8050","1.9003312928336007","1.2928502559661865","2.215000629425049"
"8090","2.06065229007176","1.5318479537963867","2.348228931427002"
"8151","1.958376067025321","1.47585129737854","2.2184619903564453"
"8166","1.4857489381517683","0.8701626062393188","1.9373807907104492"
"8197","2.01234427520207","1.7001662254333496","2.1834096908569336"
"8209","2.0343640531812395","1.1932950019836426","2.2443432807922363"
"8231","2.0888470922197615","1.6055641174316406","2.259613037109375"
"8235","1.7162868125098092","0.7194269895553589","2.3272433280944824"
"8240","1.6246290760380881","0.44310250878334045","2.201655626296997"
"8260","1.676840373447963","1.1698544025421143","2.39870023727417"
"8282","1.8712142280169897","0.5739521384239197","2.202773094177246"
"8284","2.02605892930712","1.5348414182662964","2.2146072387695312"
"8287","2.054352879524231","1.5551344156265259","2.362410306930542"
"8307","2.0564434358051846","0.6448107957839966","2.3441579341888428"
"8318","1.544697301728385","0.6336333751678467","2.264183521270752"
"8330","1.7232326780046736","0.9778856039047241","2.247784376144409"
"8331","1.7199000886508398","0.47230029106140137","2.3308801651000977"
"8334","1.922374657222203","0.5729739665985107","2.295884132385254"
"8336","1.6187430705342973","0.44621211290359497","2.2314772605895996"
"8372","1.8994186265128","1.184183120727539","2.1676201820373535"
"8390","1.3863423424107688","0.38066819310188293","2.1686792373657227"
"8413","2.190626791545323","1.9565932750701904","2.3002066612243652"
"8425","1.5530174033982413","0.4878639578819275","2.2394590377807617"
"8467","2.029883657182966","1.8024669885635376","2.2248024940490723"
"8474","1.6452040076255798","0.26970309019088745","2.173781394958496"
"8544","1.7982220309121268","1.3183517456054688","2.305314302444458"
"8569","1.8845585669789995","0.46041494607925415","2.270536422729492"
"8621","1.5259329421179635","0.7427270412445068","2.322219133377075"
"8661","1.9954341990607125","1.8172452449798584","2.1965951919555664"
"8687","1.6023580857685633","0.45929455757141113","2.2080512046813965"
